Y Median	X Center	Y Lower Quartile	Y Upper Quartile	Y Std	Y Mean	Count	X Mean
180.71923358410731	3.6216678344652173	-1539.1205188037493	2071.4043142948085	2240.445647921394	222.7304231624521	1252	3.6227713863325395
251.43188615003055	3.660883520739727	-1191.7017637958925	1817.794789989648	2164.347821364188	227.404867254467	1596	3.6615336761832267
184.20817326207634	3.700099207014237	-1526.2632161377014	1879.5383847048422	2286.016858155917	102.78630687994615	2224	3.701759688446129
179.73478110784345	3.7393148932887468	-1349.4065221294177	1831.5179910763763	2227.613467846826	232.5287593515227	2540	3.739476102525432
334.08760677070495	3.778530579563257	-1267.0806204762011	1872.509843929818	2176.303748889665	300.2954562932167	3564	3.7798974608774016
259.50539953767475	3.8177462658377666	-1398.9383462165333	1908.1111132094338	2176.392126964292	268.0681306324727	4524	3.8184930754230004
284.9315639456636	3.856961952112276	-1306.6634160349622	1780.6202380171253	2131.849903506026	250.75241383324067	5476	3.857631246610146
345.8714840808484	3.896177638386786	-1106.6970082844455	1797.5923643065457	2105.9130861018884	312.40944490865036	7008	3.8967127921995344
267.93933861140977	3.9353933246612955	-1230.3673580580084	1608.6420942271354	2058.681875032222	222.4169739921257	8368	3.9355724436806003
259.13360114791067	3.9746090109358057	-1033.2374954748175	1617.3210624227322	1971.3491408726527	245.17831776436606	9996	3.975363524270947
216.5679716245777	4.013824697210316	-1056.69772456606	1465.3101209918204	1934.6157665441388	192.38686575306326	12020	4.014504008609922
197.3697305240612	4.053040383484825	-987.088407410216	1333.7649135826923	1828.6168185833956	165.2383433471039	14584	4.0536038463673165
139.11277781943318	4.092256069759335	-892.4604677916523	1164.7149703948317	1693.9112959067613	128.64422572583985	18972	4.093243052871782
83.53428167558559	4.131471756033845	-820.31383198004	998.5176809078293	1554.232879656955	79.38027001488666	25240	4.13243633913077
75.75699995112518	4.170687442308354	-745.4954228794222	877.0819770030139	1430.689326460974	51.123101870992464	34712	4.171875170993551
86.13121328333546	4.209903128582864	-663.6330306564223	824.5372652032556	1338.9721008048996	76.66289436055074	49916	4.210920691666981
55.56259679879713	4.249118814857374	-641.4146659654598	741.9027732687555	1289.371152757186	35.09320331472786	66052	4.250068548466019
57.89886369648184	4.288334501131884	-597.2932406962864	692.8994296877163	1200.1678310297805	38.41548155635558	83664	4.288997441993955
42.72377520617056	4.327550187406394	-553.312312608125	635.5903848910057	1140.9472021428842	17.449964862364197	97600	4.327876303651745
28.082576766011698	4.366765873680904	-535.7963648060859	589.3446332665735	1078.8740151667814	-1.8460904457559122	105204	4.36681580446922
17.811600506904142	4.405981559955413	-510.97598367158207	539.9195964730316	1008.9413524858232	-4.767506505110117	108948	4.406021926074268
17.482059084386492	4.445197246229924	-478.4499177809739	505.9470856006119	965.2760655084257	-9.807614374763336	108856	4.445415263244459
14.16503778729475	4.4844129325044335	-449.96148270899585	483.80726356052173	918.1675699668335	-8.018862465860458	108976	4.484291185192784
13.680531022715513	4.523628618778943	-437.4706037038395	453.71635475688436	888.4129619015662	-10.821631439769769	106180	4.523506618669231
19.67429204263135	4.562844305053453	-419.85418518261577	436.7797364304133	847.8107487015732	-8.880903645581267	102316	4.562544425821998
9.22644003376081	4.6020599913279625	-389.8937780690012	396.62247132820994	788.9387780662515	-13.805425427202211	96500	4.601821187714725
0.1814285496257071	4.641275677602472	-378.9340853647991	382.663488840808	768.1994160563112	-14.961818747022464	88588	4.640903473896096
4.5598785931833845	4.680491363876982	-367.1686700472819	358.21405107881765	718.9989680571592	-19.85177083030112	73908	4.679910783744742
0.18851517591247102	4.7197070501514915	-340.0253387907924	334.83557143514736	662.5261856947236	-19.042305911570146	62860	4.719326693433693
2.949200897517585	4.758922736426001	-311.1345407857607	312.0026636075627	581.5826855571622	-9.563410925892828	60980	4.7589671329489365
-1.0016339452959073	4.798138422700512	-301.47701777369684	282.3351013758927	530.7307779245663	-15.495239053085225	67712	4.798437275251196
2.466182537977602	4.837354108975021	-284.9861508277354	271.4089865754513	484.2303629989792	-14.453956249670963	67368	4.837207394722091
-9.388273601402034	4.876569795249531	-267.9890140068346	254.45086929162972	453.2129242339461	-13.786596927146007	70248	4.876984797621607
-2.7355426998183248	4.915785481524041	-259.4210116169397	245.07105376137042	435.96429524052513	-11.455269528535625	75420	4.915955125090726
4.620072071047616	4.955001167798551	-236.6194772542467	240.47440317743667	423.2659447510539	1.0465918127402647	75280	4.95486822592858
1.1381876266059407	4.994216854073061	-247.09573508830908	239.2067689384894	426.88095897229664	-7.141180690217335	70228	4.994302217245509
-1.6147013540121407	5.033432540347571	-241.65012792564994	232.06828715328538	422.76545809732517	-11.938053762337756	76444	5.03364755313631
-1.888476553761393	5.07264822662208	-228.5702788466897	221.94599687400296	398.375557508375	-6.592426652511127	75128	5.0723588022876855
-1.2337628199838946	5.11186391289659	-216.50711559919	205.58359621733325	379.82882668595477	-5.779411352743545	66284	5.111525556379642
1.082336142037093	5.1510795991711	-203.51775765495768	195.74201052982244	361.3052312131355	-5.632779510929254	61892	5.150988291246671
-4.704025341521628	5.190295285445609	-192.32758060869673	179.578829360722	348.08218480458123	-10.564998627924293	54712	5.1895495544157155
-2.2977352729121776	5.229510971720119	-187.9817969530668	184.91354033546486	332.46209988529927	-7.682458877445482	45860	5.228852159685626
-0.22519860354077537	5.268726657994629	-177.13811207223262	174.78213989836877	326.70586604893236	-5.125390369156881	35964	5.267832506308732
-1.6260932151471934	5.307942344269139	-170.87154997397738	159.8527628486304	319.0976798801473	-2.585474216377336	24624	5.30652883376695
-7.598128825736239	5.347158030543649	-173.6424462936884	149.227785314617	311.8885337109979	-16.41261210681227	17080	5.346524060583778
-5.0300823972938815	5.3863737168181585	-172.0376892359841	154.61778134303768	294.8537287530353	-11.561590375224714	14592	5.385569515145523
-1.4000031647301512	5.425589403092668	-166.41112246688317	154.4779123218268	268.5113995370055	-6.753817994221461	10264	5.424226207496865
-7.391439445462311	5.464805089367179	-161.70281503705974	146.10749797448034	269.3530186997673	-16.897442461205536	5712	5.4629074885014
3.2766916023110753	5.504020775641688	-137.9481893672546	141.4622182913372	340.2689514626787	-13.422486494363321	2712	5.500281387490614
-31.26402394598881	5.543236461916198	-169.27088220501537	123.57415618892082	353.21828170927284	-49.88806764097443	740	5.540041661158368
29.089646578213433	5.582452148190708	-140.6022645141402	242.97606370219	549.2710786198901	72.79645906329115	364	5.5826525153085385
