[N II] Delta T	T1	T2	T3
-4901.9607843137255	424235681.4900839	22107368.42251584	0.0
-4705.882352941177	508421477.34534067	4149631.337047629	0.0
-4509.803921568628	534702383.78972405	10929697.844444744	0.0
-4313.725490196079	581458852.6223973	22360143.49823743	0.0
-4117.64705882353	654023591.2051212	12948623.293899745	8774710.462700587
-3921.5686274509803	732703122.8454983	12916324.585532095	0.0
-3725.490196078431	725693359.5182947	49278558.27185531	0.0
-3529.411764705882	780258849.5007404	39888704.29948545	67337018.42510498
-3333.333333333333	882171474.477006	25674699.69903773	13892331.138043992
-3137.254901960784	1064091440.0194846	32064309.874066666	0.0
-2941.176470588235	1259172567.863941	48223268.605032705	0.0
-2745.098039215686	1485069557.808869	78104663.64616612	16568383.082214948
-2549.0196078431372	1908839980.7862978	61433376.30711795	7913797.094262442
-2352.9411764705883	2340656709.936568	82892940.74696597	0.0
-2156.862745098039	2979318094.052594	146238095.24202803	23705851.147368766
-1960.78431372549	4032792859.794593	172979595.93737048	24885453.235066596
-1764.705882352941	5709459470.789033	408874747.1701843	18762169.255548537
-1568.627450980392	8229321072.484756	628998794.1474164	30611175.670550182
-1372.5490196078429	11993120130.169886	1677950181.4961014	310142067.33833873
-1176.4705882352937	17699715624.281696	3454477947.2868643	238739525.09200495
-980.3921568627447	26665889660.02596	8914655082.374744	986418330.0311422
-784.3137254901958	38055823240.95764	22413693735.651863	3656804821.98733
-588.2352941176468	54515501026.18908	48416756377.43624	14463554493.558922
-392.1568627450979	74802417083.18132	95653129538.96187	57893743022.34728
-196.07843137254895	91095793527.68103	151687399037.8775	184365897410.80966
0.0	99511676651.40381	177077181575.63315	300041267289.1521
196.0784313725494	94646585745.72496	152372321220.67987	181317510955.51205
392.1568627450988	79947476556.61122	96711862374.37115	55484888835.56749
588.2352941176478	60468688464.00921	48238237148.70929	12632907193.569044
784.3137254901967	42517417981.015305	19472204059.187855	2523329387.0424633
980.3921568627457	27830615057.23357	7298586394.0126505	633285066.715683
1176.4705882352946	18154482312.944008	2576375588.933943	85033236.60844305
1372.5490196078435	11773251326.225286	945162706.1668562	58159746.05669117
1568.6274509803925	7906695206.569671	358744088.23732185	30086200.67410464
1764.7058823529414	5505047663.51881	159003783.3641024	9668022.561937006
1960.7843137254904	3758163027.3615584	112055233.80048369	0.0
2156.8627450980393	2676607833.960088	81841621.25278354	0.0
2352.9411764705887	2024009577.7957861	27566211.414155144	0.0
2549.019607843138	1574938021.9633892	20350645.5915528	8240713.991225428
2745.098039215687	1249679611.8238966	16015036.82026479	0.0
2941.176470588236	1018406611.4510461	20745017.63035954	0.0
3137.254901960785	817822980.5318619	4173185.270006755	0.0
3333.333333333334	708639404.3632474	13879450.568887983	0.0
3529.411764705883	564011317.1546948	10691451.34601007	0.0
3725.490196078432	539699217.8564519	4712816.824058009	0.0
3921.568627450981	481666713.3236929	21412095.236544214	0.0
4117.64705882353	433041701.4030045	12107262.094188234	0.0
4313.725490196079	362206148.9641613	4450401.227563636	0.0
4509.803921568628	299854866.22640157	4535162.10429877	0.0
4705.882352941177	288142779.90921795	0.0	0.0
4901.9607843137255	239150611.29523054	9809093.969621714	0.0
