[N II] Delta T	T1	T2	T3
-4901.9607843137255	5628245.241615586	5225641.407146141	6268537.862828652
-4705.882352941177	11471909.345007416	16056934.621662712	47144888.619941816
-4509.803921568628	9904923.859577227	11152612.24923969	48835640.03620432
-4313.725490196079	9295954.87203423	4935176.6659691995	22553011.72123955
-4117.64705882353	14238889.634119155	2500772.2726667095	39803301.25765547
-3921.5686274509803	11869031.113848194	9578801.89573047	14150436.667150484
-3725.490196078431	8560053.631114341	10257566.894960053	35951239.34645467
-3529.411764705882	15344769.78917497	6837119.783428052	29808921.59072517
-3333.333333333333	20027907.820683427	7932613.927951479	14633070.295781273
-3137.254901960784	16778569.467365835	6154562.633993541	43793022.16320229
-2941.176470588235	36219501.638788715	5800639.424433918	57166225.942464516
-2745.098039215686	48082574.25893858	7627241.91525843	54022295.25034239
-2549.0196078431372	83348474.97961201	19157661.09571191	77687451.29188351
-2352.9411764705883	113200365.53792511	31157738.13458745	84623396.9976173
-2156.862745098039	154078914.17284468	21408500.952518642	68375161.53318131
-1960.78431372549	266550289.17103857	49651352.68017978	112823821.19446768
-1764.705882352941	350737586.6276792	64230667.03722339	158636256.0627344
-1568.627450980392	525159026.53380585	154176150.1661732	239635358.42135268
-1372.5490196078429	719563081.705227	242776038.60412434	300643232.0397493
-1176.4705882352937	1145007944.6342995	459348337.6048478	276489848.83312887
-980.3921568627447	1717109480.8879268	977796816.4238212	680660780.6037921
-784.3137254901958	2307712752.040468	1700642964.2054536	1268829976.4475987
-588.2352941176468	2773798610.527922	2943576361.89928	2222643977.154204
-392.1568627450979	3430612196.3103423	4415805229.937654	4317721324.856324
-196.07843137254895	3855331695.0615106	5952621394.26514	6270607606.608672
0.0	4038373870.3955417	6513077351.392255	7171207760.58446
196.0784313725494	3911933402.489965	6105693148.689944	6535446383.371788
392.1568627450988	3525914169.8098044	4429218369.789428	4187135263.35697
588.2352941176478	2844939661.6665196	2717610625.978123	2143852525.8605158
784.3137254901967	2162872599.2895627	1510375231.7762551	1136714914.6219919
980.3921568627457	1544860081.4919357	752189405.1730157	396023029.267507
1176.4705882352946	1050219935.9812058	329259248.1650584	149944902.4258233
1372.5490196078435	683831301.9211704	148368436.26496872	97138419.36292332
1568.6274509803925	448014533.14236283	85819950.81043969	113908981.2880658
1764.7058823529414	248740086.13331658	24262566.403953653	36351818.04763803
1960.7843137254904	194646927.5351278	16238060.171394002	29859926.254106466
2156.8627450980393	100952456.51039909	7335461.86403848	21667913.043078303
2352.9411764705887	71112418.16893509	4754379.240848424	10312623.932801139
2549.019607843138	34943719.32499803	0.0	4812432.092871256
2745.098039215687	30403816.08168941	0.0	17250866.194842376
2941.176470588236	13768439.681308765	0.0	10966055.140270025
3137.254901960785	16317776.879640209	0.0	0.0
3333.333333333334	9307029.624261705	0.0	0.0
3529.411764705883	4506346.061249759	2653164.0315038655	11922528.378191836
3725.490196078432	1865450.647243117	0.0	10486520.549062468
3921.568627450981	1716368.8849870847	0.0	0.0
4117.64705882353	1053929.6295033076	0.0	0.0
4313.725490196079	5363940.178406766	2203969.9986214456	8205562.064812461
4509.803921568628	3246230.3652335675	0.0	13639850.157128194
4705.882352941177	5810114.758641307	0.0	5384925.833434583
4901.9607843137255	989504.198306566	0.0	0.0
