Count	X Mean	Y Median	Y Upper Quartile	Y Std	X Center	Y Lower Quartile	Y Mean
256	3.6192899687836144	56.30001442438106	738.4491348897109	821.7113207160926	3.6216678344652173	-335.7390915704325	346.41002889489744
320	3.6654447589789116	-218.5398104845017	-23.304163254124433	212.48158007229716	3.660883520739727	-273.0418366460808	-104.45292828565125
704	3.701520315358744	-115.84263462159106	323.7698528773599	856.8383511488977	3.700099207014237	-538.8109999085527	-98.25637029156897
1152	3.742657729547785	218.9613620880109	529.8897186177965	880.789659848431	3.7393148932887468	8.480039133710306	326.8279988344784
1600	3.7830923105082412	13.224507392413216	679.5096264867507	1430.304471718116	3.778530579563257	-479.44229279857336	-47.92247791686779
2048	3.817482923035807	102.07528602051025	262.30138300276417	593.4474366595824	3.8177462658377666	-133.605902256342	144.473255753653
3008	3.8575141775372	20.764462220288806	391.8959857689033	1211.500744325015	3.856961952112276	-226.17591882558645	136.6529492938636
3776	3.89498899820308	102.54352029230813	342.79135452890114	1146.8382747799028	3.896177638386786	-195.9516733675855	97.2469200783902
4288	3.9352760749753455	146.28441055318763	658.4668060000158	682.3444741641046	3.9353933246612955	-160.29622869762534	329.2917496250276
4672	3.9755184933241234	68.74011416733538	236.99228058326207	568.5620123028184	3.9746090109358057	-143.18335591741834	180.47632216493554
6400	4.014220472341515	20.494951218038295	179.1275524901523	623.0145738555277	4.013824697210316	-171.843579742766	48.12682780648401
8448	4.053439485281807	111.93249654366718	271.63456013039604	681.1065060810669	4.053040383484825	-84.39079133752603	186.10482774324615
7744	4.092162117700562	42.9680126466601	225.38971787558057	402.6845788612796	4.092256069759335	-102.98388373587113	110.48757282344259
11008	4.133548433251449	43.76692369322063	207.79533260939684	441.68494040622363	4.131471756033845	-109.65018164220122	130.4872582986785
18304	4.173748598529244	13.001249910310435	144.30025500424563	397.16049497729045	4.170687442308354	-87.14846561186278	102.48555225293391
33984	4.21191626754932	7.431218405594336	120.31634179226876	361.2632138100252	4.209903128582864	-85.90878394481388	63.81031971381623
56064	4.249859458048624	4.187029409598978	91.76570854640492	391.85740897538176	4.249118814857374	-77.64415305189505	48.2944301498494
64576	4.289023879978416	2.078264500077239	85.75194608526635	382.43071535881256	4.288334501131884	-80.28739033218335	60.35866569008394
79488	4.328257793801734	1.9290049100550277	83.33349938661195	384.5777691904272	4.327550187406394	-74.50583297754292	36.7136617753155
77824	4.366513869721173	-1.030223148373807	73.26705911682097	312.62993579756176	4.366765873680904	-73.26774863516084	32.75110717898366
86016	4.406157357763726	-0.8054490361159878	62.75094477422408	192.95751633934628	4.405981559955413	-58.622703262357845	22.767549935190793
86592	4.445148966869434	-1.0108907337726123	58.995885335587445	208.27850019001806	4.445197246229924	-60.916127449138	29.04081179183592
88512	4.4843731812521455	-3.1176355467941903	54.183716218893096	186.9961573805976	4.4844129325044335	-51.21338110356737	22.925135606277575
86464	4.52358570250016	0.07077413297156454	51.03292968142887	194.90605775214712	4.523628618778943	-49.85824800277442	14.607073975230673
84992	4.562468780757524	-0.7109694058867717	48.88030648610675	218.0178416118856	4.562844305053453	-53.60848446353202	12.36036455763007
85504	4.602104573632726	-1.0528375807898556	44.72213847482067	224.31496920893932	4.6020599913279625	-43.56216722364479	9.829113219576266
83136	4.64162269245522	-2.360788021146618	42.22320731815944	125.48467722277475	4.641275677602472	-43.445501284320926	3.3140187323480523
64256	4.6792144016789	-4.416190096886567	36.04261306038552	120.60002406893153	4.680491363876982	-45.812777628071444	-0.6671679478426282
56896	4.719765922942579	0.22871766892785672	41.949172247310344	190.40816225928177	4.7197070501514915	-40.0194870970754	2.024969390953886
56448	4.758927943260104	-1.8850865169279132	34.11962821549969	73.20692784997844	4.758922736426001	-39.08293896218311	-0.11744363621822426
69376	4.799300496247628	-1.2300656997781516	32.623093447381734	66.14409675949086	4.798138422700512	-34.03812467469993	-0.9722285691914653
63168	4.836689727515368	0.9790989082757733	32.20301721902797	49.6037962429487	4.837354108975021	-30.7932310877477	0.30602436866380006
68352	4.877370569720049	-1.5219172954275564	26.336877138484397	54.612584173965956	4.876569795249531	-33.75147912338116	-3.3542652419353645
77120	4.915418067331914	-2.266479973868627	28.223047590037822	47.73187822466876	4.915785481524041	-31.330322617639467	-1.485781908372121
77312	4.95463742409199	-2.5589451174382702	26.363533097610343	45.71163655015758	4.955001167798551	-31.205036849441058	-2.5093651823490024
66816	4.994132387948798	0.7711075889387757	27.094850210384266	41.3270517155601	4.994216854073061	-23.85355347723862	0.43333704133794415
79808	5.034063873383278	-0.3088394751648593	25.94459000597908	41.01930841419127	5.033432540347571	-27.399838051740517	-0.867831701802068
73472	5.072358594636241	-1.0677772740741602	25.11687826885054	38.99532481092801	5.07264822662208	-26.71716537050679	-1.3718124077988072
66496	5.110588722130426	-3.012571143630339	21.22292436456337	76.14087733591566	5.11186391289659	-24.627525114385207	-4.703655155497668
