[N II] Delta T	T1	T2	T3
-4901.9607843137255	9792239.852356851	7099626.045250139	45505056.63727845
-4705.882352941177	11330774.531193767	18505497.02793003	24551131.181935787
-4509.803921568628	6415643.54604127	8331429.737843098	35627990.30551219
-4313.725490196079	8061368.539509283	6570284.026385498	42291881.39317763
-4117.64705882353	7592895.84964475	7925882.614772939	26533622.702117506
-3921.5686274509803	9455863.90938123	0.0	38126706.82060045
-3725.490196078431	15720404.371088093	4138804.8373374688	33257513.597709782
-3529.411764705882	27392019.51165729	13823813.7430931	55387477.81029205
-3333.333333333333	14332171.757426864	8207186.126330638	41750156.83238716
-3137.254901960784	28481542.647903766	20480520.667504787	19875515.1988343
-2941.176470588235	40296399.77565187	11415450.35392896	51073546.24910295
-2745.098039215686	45680753.667900816	12850919.175778385	63294802.39244478
-2549.0196078431372	72733437.75352433	25928645.508278955	81345467.1282992
-2352.9411764705883	103950433.9803325	14756610.54337352	62976741.29535294
-2156.862745098039	150654580.38024575	30940850.687414885	101502300.13313116
-1960.78431372549	209734222.4066136	62833518.46188976	136825023.85371953
-1764.705882352941	362129965.7612245	79413626.63019152	138452823.678296
-1568.627450980392	524297300.24742687	142288497.8414078	199798387.22694346
-1372.5490196078429	740716514.315195	257632555.36213627	272118560.8696641
-1176.4705882352937	1135115263.7581089	479227821.4047285	447695745.40028346
-980.3921568627447	1587710872.8398597	974827641.4577928	787495331.7190778
-784.3137254901958	2226657159.7636547	1698818526.0539932	1161532789.125727
-588.2352941176468	2761111368.4052825	3043212992.424479	2497871587.518381
-392.1568627450979	3427213411.9747634	4456258097.28416	4241698180.4323287
-196.07843137254895	3910311647.9870563	5867687462.88058	6493701237.555654
0.0	4111696129.22071	6621868340.653601	7095433457.627569
196.0784313725494	3775675748.317258	6115856600.724269	6159851280.118428
392.1568627450988	3449507356.669127	4322800029.87506	4151287450.8230977
588.2352941176478	2908931792.48814	2694109734.085488	2130565769.0779867
784.3137254901967	2277909109.7036386	1486390681.8504174	975933959.224898
980.3921568627457	1535622373.5752861	718286339.9608539	424756518.130778
1176.4705882352946	1122382001.8876894	315834013.32834846	182930859.85020065
1372.5490196078435	733870654.3604504	146287479.6295575	117686085.44385774
1568.6274509803925	452610312.97133595	39664010.87350919	95031617.02547865
1764.7058823529414	309734642.9575839	20745556.13580654	18611875.99672533
1960.7843137254904	155195457.22024193	12857247.407385968	18283120.78684447
2156.8627450980393	123174421.70546886	1873744.4329646386	30183300.417690977
2352.9411764705887	65909036.72396957	0.0	22742687.37686774
2549.019607843138	40897799.26738364	0.0	5512929.960598206
2745.098039215687	24193551.142160118	0.0	0.0
2941.176470588236	16767803.586902853	0.0	0.0
3137.254901960785	11433315.244380184	0.0	17305513.043978345
3333.333333333334	9117865.286171552	0.0	18608311.00697497
3529.411764705883	2476662.2950387057	2031025.075079995	0.0
3725.490196078432	4842309.95875648	3771006.2215660205	0.0
3921.568627450981	3089397.908687194	0.0	9985371.040245574
4117.64705882353	4210964.417915996	0.0	10023596.431031074
4313.725490196079	3417966.426236145	0.0	0.0
4509.803921568628	2255729.7369337077	0.0	0.0
4705.882352941177	1671873.8214433095	0.0	0.0
4901.9607843137255	2189530.0424830513	0.0	3896016.6851666085
