[S III] Delta T	T1	T2	T3
-4901.9607843137255	361885009.349464	269300666.1785645	245945746.47849062
-4705.882352941177	327782810.5320382	191343945.41857287	222444108.18412498
-4509.803921568628	314121661.1134192	206053320.89525658	179331479.10491514
-4313.725490196079	224271028.4876247	137094924.0403325	128576734.78326288
-4117.64705882353	168276457.3797699	134130370.26487726	120267755.5647015
-3921.5686274509803	126387910.10793577	74862110.5263279	119782908.94318308
-3725.490196078431	146270590.20471644	73023332.37312403	118001027.70841742
-3529.411764705882	114377093.22346276	93302951.7307748	94646358.0156821
-3333.333333333333	124318112.9409135	93964405.8599304	108273449.0075289
-3137.254901960784	141591390.12831026	90002515.98870166	142947584.13770083
-2941.176470588235	154081710.9876962	87128014.31506285	130922530.23181494
-2745.098039215686	157075316.330478	93973340.66867453	131236488.21401632
-2549.0196078431372	172795859.84368357	136212941.50868452	149702111.2351688
-2352.9411764705883	226664288.51370358	135679202.0526556	172285184.99995786
-2156.862745098039	283085020.06573063	146194821.91094923	128874536.32804538
-1960.78431372549	367221535.2086638	137920932.26782385	242363043.9258026
-1764.705882352941	539579213.7147989	177049325.41975594	250153311.51356918
-1568.627450980392	819679611.6271031	227964068.3899209	287755685.4319473
-1372.5490196078429	1355690178.029563	325107271.519614	256406022.4840901
-1176.4705882352937	2440234737.050655	533811458.41674924	418129085.7220715
-980.3921568627447	4684510788.790235	1246562863.6826282	1044489560.5281422
-784.3137254901958	9464764202.8272	3892616288.2152195	2934092578.014161
-588.2352941176468	18707344538.202995	12094565663.331106	8104901267.535573
-392.1568627450979	34721097375.957924	35038419918.911545	27809258005.632084
-196.07843137254895	54010519201.701035	78400388091.26701	81897244130.14862
0.0	69206935816.95775	107590895020.73071	126467472102.0747
196.0784313725494	56768569505.88105	75995419338.04617	80500173924.8069
392.1568627450988	35550088974.73081	33951438899.733047	26985948627.0554
588.2352941176478	21417440051.42124	13111855742.11481	7566953307.313267
784.3137254901967	13230748124.531082	5619130614.093643	2937278252.8218174
980.3921568627457	9254265172.851692	3570266391.7174277	1783779266.1018155
1176.4705882352946	7696679479.288204	3110109553.929291	1178568828.293147
1372.5490196078435	6558276645.342348	2620927275.6186876	961188385.8909672
1568.6274509803925	5811686662.216973	2401732664.552188	833568859.5532326
1764.7058823529414	5100548208.083841	2092813685.5471597	738560241.1119639
1960.7843137254904	4156329905.4784184	1678508820.0085185	566388283.530122
2156.8627450980393	3386569800.1038322	1284495102.5296264	423087224.3399898
2352.9411764705887	2651395357.3235216	748361753.0504833	329994417.29062897
2549.019607843138	1929072668.9229012	523750147.9901435	262785385.4112468
2745.098039215687	1329388464.2778037	335704912.77929866	237240451.39743447
2941.176470588236	1006295873.3848412	232515317.78901783	208048119.17935973
3137.254901960785	702943308.9831893	178499256.33092612	154709126.04457873
3333.333333333334	498316284.2455076	106825702.45113812	160589186.96683043
3529.411764705883	364444992.1472641	115447983.80530289	103816610.7500418
3725.490196078432	292121954.4895022	61265544.00103229	85228172.22426513
3921.568627450981	255585607.20355737	50184194.81479405	43421960.558817744
4117.64705882353	215107332.9952988	100285297.98898256	55655432.26680054
4313.725490196079	240234894.02212593	97240850.62722647	86572988.00143313
4509.803921568628	223640100.0234126	137910295.93551922	118532019.20459193
4705.882352941177	263708033.1893632	115885043.52163512	107534497.92079462
4901.9607843137255	274050744.1284572	142970215.1031526	204110612.73328274
