Y Std	Y Mean	Y Lower Quartile	X Mean	Count	Y Upper Quartile	X Center	Y Median
nan	nan	nan	nan	0	nan	3.6216678344652173	nan
nan	nan	nan	nan	0	nan	3.660883520739727	nan
nan	nan	nan	nan	0	nan	3.700099207014237	nan
nan	nan	nan	nan	0	nan	3.7393148932887468	nan
17.685369968986375	71.66779738674359	53.98242741775721	3.775424000709706	8192	89.35316735572997	3.778530579563257	71.66779738674359
150.45564679323599	-51.765514487945744	-258.1717193540044	3.809955966069202	12288	96.18925185324952	3.8177462658377666	6.6859240369176405
40.28686841912285	-3.3387463805429434	-49.20321281463657	3.8595653848160993	12288	48.86609672299164	3.856961952112276	-9.6791230499839
93.69052985446564	-8.581560057877141	-135.99779572146508	3.8951116884827885	12288	86.60194885340206	3.896177638386786	23.651166694431595
68.29389559968331	-40.08175054489584	-108.37564614457915	3.9294289448341364	8192	28.21214505478747	3.9353933246612955	-40.08175054489584
89.30179225280489	-76.07253204187182	-136.19879819700327	3.968470390175752	20480	-63.93325072319931	3.9746090109358057	-71.81484904001627
39.53515910780682	3.44809821069014	-36.79352420770556	4.014276281254081	28672	36.208146718628996	4.013824697210316	7.008092292722722
64.78470768787173	-3.4669597314068596	-16.075647525513432	4.058478433099231	16384	28.220116414280255	4.053040383484825	15.611428620173683
55.54874612905931	36.89126179663572	10.857215804342559	4.088923818479185	16384	64.20646746402281	4.092256069759335	38.17242147172965
74.68702749080198	34.27278425074058	-1.9165257770164317	4.135382894232579	28672	60.8653287791476	4.131471756033845	15.112811347793468
33.41019697945594	-8.473403011032739	-26.078164405731513	4.172385966396842	36864	24.698406552168308	4.170687442308354	-8.865880749515782
58.32698853367603	0.8501007624979593	-44.95550048874293	4.211600330289153	81920	33.2675683274706	4.209903128582864	11.181895493081356
32.835148272370084	-18.208406397598885	-33.09142273374164	4.251526004420047	106496	2.497726930261706	4.249118814857374	-11.378690128274684
47.496398612765574	-3.1325431850126018	-27.74855591812775	4.287488352357895	114688	35.0255243138904	4.288334501131884	-11.533616564444856
29.42065576414897	-6.6685035490245665	-19.588066485286618	4.33012844971279	118784	13.252147740859073	4.327550187406394	-2.296839055548844
30.371668380140438	-5.959006024918308	-21.956781089882497	4.363060344144993	102400	11.904784146381644	4.366765873680904	-0.2220789603816229
28.745967388145413	-0.07565769560346046	-19.269633541132862	4.404815095314105	126976	17.716119260796404	4.405981559955413	2.523045238933264
31.70399180740822	-4.7602210250468255	-26.194127685314015	4.445175681047367	126976	20.164639072465434	4.445197246229924	-10.982087614984266
28.748625670062413	5.4027631674510825	-15.339591624709783	4.4806713941105345	114688	30.891384273987114	4.4844129325044335	5.001612854706764
20.295056346013332	-3.28815525947202	-12.526865875855947	4.52571775210047	110592	14.022054381652197	4.523628618778943	-3.6707020174690115
18.003773167903717	-3.3475810074152696	-14.88073658796202	4.562697886829023	110592	9.947653506227653	4.562844305053453	-0.49351509219377476
22.406759528003946	-8.034707408079536	-17.439559791002466	4.6058204871093364	98304	7.111914301595334	4.6020599913279625	-4.650032581331288
35.5828432650284	-3.3315319225297095	-18.784173816162365	4.643588178433852	94208	20.607927407547322	4.641275677602472	-3.0739557136221265
12.020537245037858	6.679463077998032	-1.1084363602585654	4.685473277982161	106496	15.777705072117897	4.680491363876982	6.590757301740268
21.958769016390047	0.20025101792198258	-14.944596397732312	4.72244957426624	40960	10.275087754018386	4.7197070501514915	-0.166373513508006
14.059045893655695	4.798947148365642	-4.583290718743683	4.761755009542921	49152	12.775893471397012	4.758922736426001	5.6391738764205
8.021006209176782	3.0636593203163844	-6.125180323351742	4.796534823216542	45056	6.983316792257028	4.798138422700512	5.400069336457818
13.111310836978136	-0.3499320578752304	-5.57342990039615	4.837528770155153	81920	4.890943278976465	4.837354108975021	-1.7941264839782889
15.823039014200209	2.1080187169152396	-9.648934272130646	4.8782133652771025	98304	9.435845138797504	4.876569795249531	-0.4011913305157577
17.054162788327492	5.777700116541504	-7.046416434877756	4.915517557607618	61440	15.461247516255753	4.915785481524041	7.984469911338238
11.21727463327717	0.5045721521241563	-4.762043339738739	4.951577780021728	69632	9.034736091449304	4.955001167798551	-1.826088192188763
12.241822158122048	0.6267947682665961	-10.477189354827715	4.993253368070216	57344	10.859004291423844	4.994216854073061	4.382192371867859
