Y Median	X Center	Y Std	X Mean	Count	Y Lower Quartile	Y Upper Quartile	Y Mean
nan	3.6216678344652173	nan	nan	0	nan	nan	nan
nan	3.660883520739727	nan	nan	0	nan	nan	nan
nan	3.700099207014237	nan	nan	0	nan	nan	nan
nan	3.7393148932887468	nan	nan	0	nan	nan	nan
-82.81537491358722	3.778530579563257	83.87188006539144	3.7716814311965186	8192	-166.68725497897867	1.056505151804231	-82.81537491358722
27.803287479304345	3.8177462658377666	88.61245491411032	3.8123596935953183	12288	-53.80320171474523	161.18396274183397	45.06134950213103
17.14396405844309	3.856961952112276	57.20715620783967	3.860896966564868	12288	-51.35521122429964	88.76156437176724	18.183439068636897
-35.3668847150102	3.896177638386786	76.24882784176478	3.8992498654219556	16384	-100.3674141194233	21.811811052038593	-43.18871835237451
-67.14205576908716	3.9353933246612955	0.0	3.9396408642043004	4096	-67.14205576908716	-67.14205576908716	-67.14205576908716
37.62959772973409	3.9746090109358057	55.59910692874402	3.967409274561704	20480	-4.816135677621787	44.756215277464435	20.40553372409304
-78.30479343331717	4.013824697210316	62.56066483502708	4.013531940999641	28672	-111.01608505977856	27.417983096278476	-44.47592486217919
-17.0897111135464	4.053040383484825	49.22808795222601	4.058452324588236	16384	-46.91267634127735	10.069886877713998	-19.75307835001695
9.611544328357013	4.092256069759335	46.57791353723755	4.088496684837665	16384	-18.51844620922475	12.510756007537566	-15.619234530044196
10.978602937742835	4.131471756033845	31.193662169013272	4.13594959886009	28672	-14.620841274132545	37.86085125102727	6.343749149370394
-12.921888190170648	4.170687442308354	47.65196288298748	4.172377441461374	36864	-45.89387104733214	42.82980222810875	-6.40747408610231
-6.059136536468941	4.209903128582864	40.54292152941044	4.210445591487496	77824	-52.7862152770449	21.969837647035092	-13.149653494899786
1.63923704492845	4.249118814857374	48.94341920398106	4.250811761112195	110592	-29.22120085748611	27.130013866679292	-2.9905686803862475
3.057342072773281	4.288334501131884	43.78721586849676	4.288011305606732	118784	-20.747567635133237	38.48650108345282	5.326129032170747
5.482210361935358	4.327550187406394	30.70315731716166	4.330197507807678	110592	-28.261339046932335	27.684947341804218	1.1565585827368825
-0.37655752445789403	4.366765873680904	29.842855410477128	4.362802968113917	110592	-14.462013064659914	21.332390587067493	-0.5441511560009665
5.06982279258591	4.405981559955413	29.55153581680678	4.405949326746804	126976	-20.39465385805761	18.671702736415682	0.8433296381840152
2.312142867636794	4.445197246229924	31.177638077425936	4.445824861152416	122880	-20.021919276297922	14.214224682886197	0.06804156247247496
-5.441330829100934	4.4844129325044335	27.35281583622884	4.4810337870152	114688	-17.448423730788363	10.185383221145003	-3.0291919816676063
-6.949812137821937	4.523628618778943	21.031560987010028	4.526265019405954	114688	-13.263437824395623	4.244715615699988	-3.013459411173536
1.3980251151670018	4.562844305053453	20.165075130205853	4.563328973429877	106496	-3.114823250352856	22.295816147156074	5.934584108939396
-5.80088609953782	4.6020599913279625	24.370869471429085	4.605679350344531	98304	-15.876440426489353	8.89174635351128	-4.989589686294646
7.160800274472422	4.641275677602472	23.271141235131367	4.64382680350684	94208	-14.60690345761941	16.934920636656898	5.284367663917415
-0.9754479458188143	4.680491363876982	22.31508462203667	4.6848400784885635	102400	-4.7604991098723985	12.75878986785392	-1.0197613822152198
16.04777965212361	4.7197070501514915	20.595442995557573	4.718258713357473	40960	-1.7183436338873435	32.9417996350021	12.61130248385889
6.2192095799255185	4.758922736426001	19.108620602631646	4.759617370201235	53248	-2.618001087254015	13.184876011744564	9.276227489763327
0.7070518409727811	4.798138422700512	23.301745610964147	4.796736781060317	45056	-7.293280417428832	14.704501272230118	-1.4405096126417696
0.799235074930948	4.837354108975021	17.429407454612704	4.837596343179021	81920	-5.7552692147146445	10.049373436677342	3.346862991071248
-5.877069927381854	4.876569795249531	14.133247948135256	4.878219345272268	98304	-15.317493574881155	8.43757411511433	-4.310812826885315
11.713214120551129	4.915785481524041	13.891377559459707	4.915505257798594	61440	-5.598969691895036	18.69495659194945	8.525314828083598
-1.195113868043336	4.955001167798551	9.579864719636099	4.951533765310425	69632	-7.72440827184073	4.21316376215691	-0.037764143814830974
0.46007512983760535	4.994216854073061	23.4295324886325	4.993080353011474	57344	-1.5282182495884626	11.742204883674276	0.74374121636343
4.892590828247194	5.033432540347571	15.393762907051038	5.035998173332185	90112	-5.525899608162945	17.115177707550174	3.8596125302761224
-3.524326687782377	5.07264822662208	14.24232966853258	5.067270630096113	69632	-13.422232022036042	6.524099895394102	-1.6014306716966957
-0.33468134218674095	5.11186391289659	9.245825384043004	5.111592206785899	81920	-6.611474396463109	8.526777699675677	1.3614322756937327
-1.297079204813599	5.1510795991711	8.861252339477067	5.153301620832534	73728	-6.321169726088556	2.0302971023629652	-1.3930072916682548
1.8113604895261233	5.190295285445609	9.972740623592989	5.19377654910283	49152	-4.492831292876872	7.647638102446763	3.1767278191882724
-2.970651650646687	5.229510971720119	11.589589268874006	5.233187009481002	77824	-7.5557340851828485	6.261320323921609	-0.7858805790659206
-4.272372780747901	5.268726657994629	4.930454272211933	5.2688057517591185	12288	-12.674036924452594	-0.9598010501304088	-5.968736918443635
-0.40409992641434656	5.307942344269139	13.340263778801011	5.316256314380461	12288	-11.631785110224882	20.558102779201363	2.840739247520711
1.0089417495601083	5.347158030543649	13.147259800273103	5.354901308619083	20480	-15.540732560477409	1.576774443477916	-1.7921457204214675
-6.983861706598873	5.3863737168181585	5.826580665340478	5.385669332390444	16384	-9.329150615792514	-4.435747096822524	-6.781036006016166
