T([N II])	T1	T2	T3
5098.0392156862745	664094631.734375	0.0	0.0
5294.117647058823	859880620.3671875	19288411.0	0.0
5490.196078431372	918425273.4375	0.0	0.0
5686.274509803921	1308743015.7265625	36384363.125	0.0
5882.35294117647	1449913504.59375	16615472.6875	0.0
6078.431372549019	2117794330.890625	59574312.5625	0.0
6274.509803921568	3077869604.8203125	74309530.5	0.0
6470.588235294118	3810245424.6796875	0.0	0.0
6666.666666666667	5314857708.4375	82372023.0625	0.0
6862.745098039216	7758425697.2578125	139902102.6875	0.0
7058.823529411765	9879979224.667969	433360045.75	0.0
7254.901960784314	13628401368.773438	864693043.9375	0.0
7450.980392156863	19650434128.898438	1415804452.6875	0.0
7647.058823529413	25861896526.039062	3510272061.8125	38764454.875
7843.137254901962	33200053983.03125	6092500918.09375	65496149.625
8039.2156862745105	43063685452.46875	11429707231.5625	350628893.0
8235.29411764706	54824610028.328125	17685461213.0	1457820789.3125
8431.372549019608	65453952337.421875	28870709850.34375	4949737169.6875
8627.450980392157	73155447540.66406	49192918255.84375	14933625741.125
8823.529411764706	79717740976.51953	75078940405.34375	45335595653.1875
9019.607843137255	79673234611.98438	104313198736.78125	98369753194.6875
9215.686274509804	75590671629.51562	125352920778.03125	121518827405.6875
9411.764705882353	63783967126.83594	128545355126.53125	90573948024.6875
9607.843137254902	50068272095.375	111135280135.875	79738828853.3125
9803.921568627451	36377639507.640625	82450598269.5625	77769793002.5
10000.0	24676331764.484375	52579361354.625	67997967132.3125
10196.078431372549	16675825714.273438	28774726542.375	60563749151.0
10392.1568627451	10853310162.140625	13679278951.3125	46385512397.125
10588.235294117649	6812816265.375	6081791600.875	31617264284.0
10784.313725490198	4686515648.828125	2760063016.6875	26387226262.0
10980.392156862747	3354970163.5351562	1229743590.5	18637474339.125
11176.470588235296	2236022383.625	476827990.5	14030137004.375
11372.549019607844	1903825057.5820312	362814553.625	8484832188.75
11568.627450980393	1243839850.4296875	183490876.125	5360004595.75
11764.705882352942	1016739224.75	264403706.0	4723763016.125
11960.784313725491	831732073.171875	93519868.5	2705253628.375
12156.86274509804	577467232.984375	43842860.375	1753911486.75
12352.94117647059	435083919.6953125	98203811.5	1458428744.5
12549.019607843138	377959912.328125	71382793.875	930039191.0
12745.098039215687	335348705.40625	54717197.75	448386802.25
12941.176470588236	269049798.234375	26908489.0	195500997.0
13137.254901960785	212086555.9296875	25368497.0	605685928.75
13333.333333333334	169232253.234375	26351356.25	93992178.75
13529.411764705883	100814854.0078125	0.0	451094387.25
13725.490196078432	137439279.3671875	0.0	60495660.0
13921.56862745098	107738371.8359375	0.0	192259647.625
14117.64705882353	130742241.125	16606791.5	126669081.5
14313.725490196079	95882798.546875	16790913.25	95062736.0
14509.803921568628	61984331.53125	0.0	32536660.75
14705.882352941177	43939313.5234375	18832229.5	73076716.5
14901.960784313726	44393975.0546875	18601317.0	63279598.0
