Count	Y Std	X Center	Y Upper Quartile	Y Median	Y Lower Quartile	X Mean	Y Mean
0	nan	3.6216678344652173	nan	nan	nan	nan	nan
256	0.0	3.660883520739727	0.27057483834761165	0.27057483834761165	0.27057483834761165	3.6799638431425667	0.27057483834761165
512	0.6187612438490522	3.700099207014237	0.16178635119355847	-0.45697489265549374	-1.075736136504546	3.7050869058360867	-0.4569748926554936
2048	0.42191662918535405	3.7393148932887468	0.4578141486603994	0.26476672775043886	-0.1113029314913535	3.739094758426341	0.23272408981038778
2304	0.48372950868329423	3.778530579563257	0.010583401744377857	-0.3496865470105312	-0.6091738301985554	3.7803222605225617	-0.2852299430301417
3840	0.33433748949629394	3.8177462658377666	0.15653361664152857	-0.045759273685082036	-0.14814538341573114	3.8155476264473127	0.04824102808243005
7168	0.7274456328297724	3.856961952112276	0.5557019908793586	0.09155186746118432	-0.37689207917647566	3.85852782719089	0.06013318928824093
6400	0.5909353114685633	3.896177638386786	0.16764096383671262	-0.212362503434953	-0.6273393757371779	3.896455902187889	-0.1974158530680592
5888	0.6261712109908617	3.9353933246612955	0.6160744919437948	0.08416604388677887	-0.33848361805982297	3.9328362040975238	0.11903555801601598
8448	0.5868132061439674	3.9746090109358057	0.3282330775903887	-0.09586123128528881	-0.6497794675587016	3.974752552869926	-0.12415086195756454
9472	0.6260100797013761	4.013824697210316	0.37543224683619947	0.12089432363051064	-0.18687004212595415	4.013782386103684	0.0432096231724789
16384	0.5917171884344081	4.053040383484825	0.4284678304984601	0.05591797403585953	-0.29358800296050674	4.049784631387338	0.03774775035183822
14592	0.4712969512982696	4.092256069759335	0.27321880340616334	0.020480823980491013	-0.16675767078017764	4.0898403633148455	0.06421227626602095
16128	0.49245370805527544	4.131471756033845	0.5478109569182492	0.1543154187823759	-0.09986494510597585	4.131583990792465	0.1419499738980741
24064	0.46723192966717364	4.170687442308354	0.20041923359655103	-0.03600311086885703	-0.2843840856779134	4.170295072048056	-0.004120143772005309
49920	0.3422530154741368	4.209903128582864	0.20759681919018333	0.04502755287272994	-0.1556281393178929	4.211850922959987	0.0190450890331937
75776	0.33999024130752614	4.249118814857374	0.17413281086918075	0.025898290246606913	-0.13762149605121204	4.250092122655568	0.011721959589415538
89088	0.33015749546588463	4.288334501131884	0.14187562978725407	0.0053142163671786175	-0.1726988636645685	4.288688898928625	-0.0266588101446074
107776	0.3152920466361348	4.327550187406394	0.16035047458644325	-0.01760416733534729	-0.16143996393480495	4.328742486012861	-0.021276442460782075
98560	0.2795195885895044	4.366765873680904	0.10219127226692314	-0.022503556817892657	-0.15962170271397147	4.366920673604511	-0.041885603219567545
113408	0.2595253846704957	4.405981559955413	0.12145800043318647	0.009906309569484212	-0.10878683331480268	4.406532440674311	0.002857101222892316
107776	0.2368631244072667	4.445197246229924	0.08690984927844127	-0.002795960156060774	-0.11537227312313147	4.444780406980687	-0.02946036726468443
110848	0.24088776207344173	4.4844129325044335	0.11600681315075924	0.011719147600647439	-0.09322815224968652	4.484186966770113	0.007026375356794676
108544	0.22526917402851065	4.523628618778943	0.09480656155366049	0.00114896501386627	-0.09568848168020117	4.523444424985916	-0.0055731540627222504
104448	0.18824283782784004	4.562844305053453	0.07001842210494698	-0.008574909121797938	-0.09054338329198573	4.562567549803783	-0.02960242556466058
96768	0.20148594255369398	4.6020599913279625	0.0792055507462104	0.01282390838709552	-0.06750069822776705	4.601816991043514	-0.004717291408097149
95232	0.1741696783364384	4.641275677602472	0.05698145354863255	-0.009726180578395712	-0.08046867028104113	4.640313873406844	-0.0315640660011254
76288	0.1106576941876981	4.680491363876982	0.06527741964509207	-0.0015575590782745934	-0.05947795324841509	4.679339059992255	-0.006335385272919639
60160	0.12144048976029584	4.7197070501514915	0.04902514109452477	-0.00798308319591449	-0.06494538550670952	4.720480961767426	-0.01459747145366472
59136	0.09029412550971459	4.758922736426001	0.04403319463354284	-0.004112150572781892	-0.04861030537230526	4.75940229702843	-0.0029964770262731408
70144	0.07344968621191189	4.798138422700512	0.04544266947271456	-0.001709857805498603	-0.040577646505856275	4.800531244251055	-0.0006211774172092181
62720	0.07197332456665695	4.837354108975021	0.03796360595730426	-0.0017773637393525474	-0.051022678057814	4.836313545096489	-0.006581320502403591
70912	0.05837245862566987	4.876569795249531	0.03397529597577173	0.0028735507342619467	-0.033183902008224714	4.876973923989244	0.0017426457254401632
77312	0.050712492087206774	4.915785481524041	0.02849252955629346	-0.008049862740549207	-0.03946066889202407	4.915978708675094	-0.006676892956689619
78080	0.04525321968616075	4.955001167798551	0.03180573559946655	-0.001603515545389783	-0.031060468395646804	4.955108973141335	-0.002577520571160942
64000	0.050087969392068804	4.994216854073061	0.027743309260463533	-0.005006344257750842	-0.031919092955174914	4.994246633590578	-0.00029478430143475045
85248	0.04227253357710954	5.033432540347571	0.024654252655492957	-0.0038736685911064266	-0.028788445002502886	5.034430790146009	-0.0023265110284519963
72704	0.0358644367047655	5.07264822662208	0.026695973317206575	-0.0003346491172513744	-0.023333892057030858	5.073228495208846	-3.829363401434365e-05
65024	0.03320326092831292	5.11186391289659	0.01699661274942296	-0.004983017898704911	-0.023894608553256532	5.112416314635645	-0.0031969000350683527
61184	0.03250107692364155	5.1510795991711	0.020589385604299366	-0.002481665598531786	-0.02509574661020373	5.151293786214266	-0.0027483637368035095
58368	0.034816623895450496	5.190295285445609	0.019841562130909405	-4.1220675299119644e-05	-0.020724616961513738	5.189705717600212	-0.0012079297119950917
43520	0.03138192404538514	5.229510971720119	0.017238466993585055	-0.0014435249966147216	-0.016590139707362	5.229386982444749	0.00043185440683827023
