Count	Y Median	Y Upper Quartile	Y Mean	X Center	Y Std	Y Lower Quartile	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
1024	-42.23964709611937	-42.23964709611937	-42.23964709611937	3.700099207014237	0.0	-42.23964709611937	3.7172626865652068
4096	-167.49441322801522	-74.1267581671982	-151.19957513385634	3.7393148932887468	100.3548863140273	-244.56723019467336	3.7334126496691287
7168	78.19342873496134	240.39160493717645	-100.8373821051204	3.778530579563257	349.1708126046136	-516.4782106578414	3.7755424312561243
11264	-280.76136209230754	15.922410451690666	-187.3628869839852	3.8177462658377666	271.1382206949148	-434.136173490122	3.8128505854382975
9216	-35.90821008426974	48.39417192606379	-9.90076060662927	3.856961952112276	154.69321727313596	-102.40906928547884	3.8556564797285438
17408	24.073060359589363	97.97408382833055	2.227094365926378	3.896177638386786	178.54908274665297	-156.09252358060075	3.896531288055443
17408	-77.78576236334266	36.61129276199608	-23.637484216059686	3.9353933246612955	141.46221908375801	-120.99850248922121	3.9343829415257865
12288	30.837010238789844	90.54926040793907	8.338209292018291	3.9746090109358057	145.31590059021025	-66.73186091234356	3.977570582723137
18432	19.438109391636317	186.0026046360781	46.00304212196271	4.013824697210316	128.21185324486456	-32.11995223271151	4.019002097619561
24576	-48.20942061016376	113.02079016199468	-26.04865633324035	4.053040383484825	141.851094025572	-124.05214079711095	4.051386402220323
21504	-51.422321668645964	28.1168613044847	-9.229468597493646	4.092256069759335	100.7935490669752	-82.38252967181506	4.09503977253705
20480	-21.297053606713234	77.02572860077817	-46.06504608955788	4.131471756033845	158.37333232828362	-138.62497835522663	4.135978261858368
34816	29.052405282275686	70.14856089729619	12.023691572070033	4.170687442308354	92.61694077060206	-53.97545021579754	4.17095451216781
65536	-5.899147143771188	27.4346854337457	-28.599105213938074	4.209903128582864	160.95268076651607	-57.292999577534374	4.213115377449865
89088	5.8216507528486545	34.17959808922387	-0.7964637309266656	4.249118814857374	64.7108422857652	-44.55639401448934	4.2501925731819625
96256	-1.7306057480682284	48.813929939073205	-5.85907283479716	4.288334501131884	81.54536946841884	-63.54347204338774	4.286312690674011
