[N II] Delta T	T1	T2	T3
-4901.9607843137255	10477028.692128874	9364582.409048717	47419204.24811475
-4705.882352941177	8964979.486566352	15697321.588289987	47779155.33730683
-4509.803921568628	7498731.823191573	2069185.8150181624	36990709.4248942
-4313.725490196079	10459187.526411744	12077465.328965034	44946205.46353977
-4117.64705882353	10393519.499116033	13318658.26166779	47523135.08434049
-3921.5686274509803	10531428.928781329	7595158.083884656	35950663.26341117
-3725.490196078431	12359953.083632266	7348581.778305706	26374436.342971545
-3529.411764705882	17021428.71740741	8008818.726490807	50597443.208003856
-3333.333333333333	24794375.943827685	14397942.690531908	14363130.331682477
-3137.254901960784	33874248.90400985	16647240.271137174	32303545.86489092
-2941.176470588235	29983037.664066747	17821171.564763103	44615415.3609718
-2745.098039215686	48406713.77489143	5480696.81420283	77154102.40169701
-2549.0196078431372	59031957.88940843	17961935.9382571	63673735.94130386
-2352.9411764705883	103836516.11820461	33473778.77874669	73771790.60786209
-2156.862745098039	155274745.61539868	46310689.35446624	93082968.67185166
-1960.78431372549	258098062.88900983	63371492.020290814	92812452.72213958
-1764.705882352941	325485605.08645344	84435466.79695523	145029166.52768132
-1568.627450980392	500559696.17077327	155247652.98147094	169402422.19635925
-1372.5490196078429	721987369.6772778	224005639.17107642	280895104.0593344
-1176.4705882352937	1156983214.2556822	507589058.98656994	460549619.2762742
-980.3921568627447	1558436415.504668	908095259.1146947	742295370.7578338
-784.3137254901958	2220881794.603694	1770353845.864859	1238469581.3456223
-588.2352941176468	2867207667.41689	2914003237.9872217	2365839308.015078
-392.1568627450979	3457217774.55503	4649821573.123729	4435191124.574773
-196.07843137254895	3756692856.6073694	5815475565.165559	6247882158.534801
0.0	4013578066.198023	6663493302.537611	7008429681.897455
196.0784313725494	3935380233.70908	5854519023.742824	6341494397.218594
392.1568627450988	3507129919.0429697	4406513243.725723	4161390818.550418
588.2352941176478	2824043514.353007	2731684413.8539505	2022934188.421673
784.3137254901967	2170725097.952632	1526108287.9694881	1122252531.1894407
980.3921568627457	1673253144.1201563	715478168.749579	439933720.560343
1176.4705882352946	1177164562.9033177	287519334.1552954	148616593.17436007
1372.5490196078435	741456107.1837069	160379717.33428696	138375752.48198527
1568.6274509803925	463257474.243229	51198856.24009997	50612043.95597524
1764.7058823529414	274212907.1655312	25954081.662738446	41748989.58932643
1960.7843137254904	162129282.19161838	5658200.408240127	50973258.50047469
2156.8627450980393	115742584.16043957	6611280.770222915	30518398.967134308
2352.9411764705887	62165056.901368596	0.0	9750085.2257438
2549.019607843138	32798655.7958043	13470341.417581905	22947953.305592805
2745.098039215687	20923404.76387198	0.0	15106925.371237565
2941.176470588236	16267647.617984379	0.0	24469638.165844962
3137.254901960785	12764823.168953592	0.0	9546342.77939649
3333.333333333334	7980607.0515175685	0.0	0.0
3529.411764705883	6992745.788643929	0.0	10435450.714871619
3725.490196078432	730930.7151467416	3071654.82735407	0.0
3921.568627450981	5848094.676973057	0.0	13606747.315863792
4117.64705882353	4779781.481462125	0.0	10833518.19240141
4313.725490196079	3226996.873159198	2674886.5725972806	4100116.1746819145
4509.803921568628	927825.2455918238	0.0	6924914.6212082505
4705.882352941177	2042157.4687290709	0.0	0.0
4901.9607843137255	917508.0391565358	0.0	4649133.713714481
