[S III] Delta T	T1	T2	T3
-4901.9607843137255	417494408.79270625	266853039.57728833	196392822.8965452
-4705.882352941177	334863913.09998375	224461816.4376602	226034601.08455923
-4509.803921568628	246812557.8940787	228962201.58424917	180346958.58604807
-4313.725490196079	239619881.82231513	110714759.8624488	164571681.93355125
-4117.64705882353	187028256.54950055	105177441.14817013	142536307.03871503
-3921.5686274509803	155803789.2156685	94339160.39392748	101956099.91889891
-3725.490196078431	118989208.9335907	76963111.80583993	100861850.71783358
-3529.411764705882	112783477.85329756	85775879.200018	106070580.91055733
-3333.333333333333	125801635.20608485	98556676.67918238	78561679.86365059
-3137.254901960784	147926866.4954878	94162206.1047804	103976810.86808828
-2941.176470588235	153746078.45939994	90617669.50586408	117917844.68405378
-2745.098039215686	148349456.90101168	105378316.15361352	158528443.7460359
-2549.0196078431372	182177481.96910438	158724268.45567274	120848253.40335745
-2352.9411764705883	217247055.58607227	137302241.8871386	169247883.98707387
-2156.862745098039	286365500.6722398	130413916.93228668	169046908.5049218
-1960.78431372549	371530552.5323598	173477989.81874347	257103904.5657603
-1764.705882352941	509043669.7901875	201957212.02957815	288582645.2414614
-1568.627450980392	817607649.1970397	235826536.64034364	296181301.26052654
-1372.5490196078429	1318846006.8030674	280108940.5394156	282663373.08926153
-1176.4705882352937	2446069738.0377502	514862648.8692067	463383160.3571993
-980.3921568627447	4557887918.5306835	1354959213.4259152	1097179608.0271454
-784.3137254901958	9473431221.722801	3922090568.1456037	2770642855.1518598
-588.2352941176468	18779188562.143055	11951403798.883131	8132610594.773996
-392.1568627450979	35055180958.248505	35602771508.9879	28161512218.907085
-196.07843137254895	54646219783.97045	77785667568.84595	82697095793.75986
0.0	69343330772.90796	106987177560.41809	125574677744.41014
196.0784313725494	56205638134.570724	77169923760.92293	80626329543.82254
392.1568627450988	35490962904.07668	34158521446.885742	26769895884.638847
588.2352941176478	21322733002.513866	12748295276.363014	7643979326.977089
784.3137254901967	13271336288.747166	5806109865.694462	3114779045.3149424
980.3921568627457	9472260689.066982	3484753404.3841486	1787954640.3350754
1176.4705882352946	7603252474.084709	3011057339.754402	1242450384.5804737
1372.5490196078435	6428800420.002613	2695201313.369626	906498354.3291781
1568.6274509803925	5846444272.907576	2425594263.146966	795806456.3284638
1764.7058823529414	4995787768.179629	2184605028.3566327	751930908.4923556
1960.7843137254904	4203267242.7269044	1550762434.3807888	614583324.253382
2156.8627450980393	3430857028.9926887	1269234073.1485915	393397531.01822984
2352.9411764705887	2644663183.345732	857203500.842353	414056284.4397334
2549.019607843138	1967497597.7663417	509826755.6071279	297901408.68175125
2745.098039215687	1358800843.8812976	351043721.53655005	207464853.7837082
2941.176470588236	1029274044.8232363	227022030.49196684	179437800.5712691
3137.254901960785	689862998.1726093	163552105.3675865	148504347.32203588
3333.333333333334	498508690.90756	129328413.75045641	134808819.64681786
3529.411764705883	381264283.2461518	79386509.37712492	116310544.20359814
3725.490196078432	290534006.0246791	80428974.2542802	72254119.80173999
3921.568627450981	240474125.97833836	48814731.786067516	74795734.34428817
4117.64705882353	226189010.55608702	84707326.41397315	86432311.35640128
4313.725490196079	204276385.2441657	86896490.71349512	92720924.94571748
4509.803921568628	233319385.534426	112593974.5673886	126466092.1943126
4705.882352941177	283915163.6154025	117276439.78863996	131117967.51885597
4901.9607843137255	300008357.3393984	129853996.02192493	127098790.90561059
