[S III] Delta T	T1	T2	T3
-4901.9607843137255	22764942.059570495	4685856.001162773	17019643.239607476
-4705.882352941177	24549858.988509353	10664820.679026887	13801274.237328045
-4509.803921568628	10964927.759999823	1863087.0363945384	6344739.2245596405
-4313.725490196079	6556160.360565579	8815942.313293627	3056040.97747637
-4117.64705882353	11915702.444248408	2642107.0538513428	0.0
-3921.5686274509803	6649069.893816169	9115365.912216939	14965571.110904243
-3725.490196078431	8227235.603722947	0.0	4660588.030368598
-3529.411764705882	4243581.7129627615	10843476.578951571	3712235.688154797
-3333.333333333333	5528398.630957122	4690329.879002197	0.0
-3137.254901960784	5316775.348946678	4133409.8432276268	7881853.951517094
-2941.176470588235	10628333.207274145	2782060.7967683896	22354774.042476553
-2745.098039215686	7672238.297342472	8171808.682827137	7132836.597016949
-2549.0196078431372	4092990.6843921174	13263066.293422082	22536530.17595832
-2352.9411764705883	7423766.504818538	6454569.2237098925	18263065.478968676
-2156.862745098039	1816279.753576615	17337132.316936795	33924968.76803042
-1960.78431372549	10278157.01508824	21595469.922648776	20276785.41948004
-1764.705882352941	13458108.810000982	14046091.91507269	37595620.154694736
-1568.627450980392	12073435.39156151	17857044.307789978	28848117.500180192
-1372.5490196078429	19763534.482900273	20298588.62649085	39027838.80573561
-1176.4705882352937	37521098.13536126	41752887.44240409	84731680.83048144
-980.3921568627447	108317287.08647113	87898522.64946754	123385632.6087598
-784.3137254901958	343987752.98045444	228250960.99869713	202142112.88032487
-588.2352941176468	927532278.7746087	676589136.3952224	557947037.5190675
-392.1568627450979	2164344912.996533	2102644795.593408	1565690700.8892183
-196.07843137254895	3956508121.546439	4481370977.629007	4467204654.061564
0.0	5173139297.271066	6277574364.54473	7060603646.103216
196.0784313725494	4030888207.4674144	4695589120.981684	4816228688.900319
392.1568627450988	2095469079.7653205	2063978270.0439458	1611827344.153144
588.2352941176478	988525713.0982007	672335829.2599698	472228344.77511626
784.3137254901967	460820630.5180574	320105489.5932842	199051338.2415937
980.3921568627457	260555077.99762166	168783574.29301813	94627244.9489057
1176.4705882352946	212540278.18852445	141900429.00528502	56265816.99365867
1372.5490196078435	204008033.22963968	93831491.22552319	47020561.22443199
1568.6274509803925	197314360.43702546	78874260.24872784	40162559.464818984
1764.7058823529414	179823903.2873975	68353697.23877649	20136887.4664938
1960.7843137254904	115377446.3499749	71461883.27038258	29246249.373835847
2156.8627450980393	104181112.16110688	34527200.627059124	42878805.97886477
2352.9411764705887	65360893.530955106	31022472.235550337	21735349.677147396
2549.019607843138	40275485.953628086	22433339.514488705	28416037.854145613
2745.098039215687	29366997.69733314	12943717.443130258	14862971.527224362
2941.176470588236	16928818.60821939	17247740.48743356	28424785.982286457
3137.254901960785	9032259.439885873	16676539.091559034	11453465.158208705
3333.333333333334	7251093.636854254	6038315.726981388	7050134.297674088
3529.411764705883	4998570.197162673	2257487.8339766227	3229051.3000897476
3725.490196078432	5007322.945541104	4842767.899416006	3406612.7996053197
3921.568627450981	4301883.788519459	2657141.3433945905	3140285.2834465285
4117.64705882353	7716847.107192973	1779899.434684259	3475508.658867251
4313.725490196079	13001009.221059645	6030694.764963074	12731816.390861908
4509.803921568628	3612949.631717534	19276149.669583004	17529589.290508006
4705.882352941177	7738741.115242377	9250157.0629916	7467980.310842631
4901.9607843137255	9564523.220580151	7143739.611900207	24320271.385214746
