Y Lower Quartile	Y Upper Quartile	Y Std	Y Median	Count	Y Mean	X Mean	X Center
0.2745955517979693	0.9373405907810182	0.3313725194915245	0.6059680712894937	128	0.6059680712894936	3.6230759028740587	3.6216678344652173
-0.8471526993481557	0.9327093951029838	0.7997836957374673	0.19719279169365128	448	0.09536984917974729	3.663118050901898	3.660883520739727
-0.7544960287569777	0.6306406240888149	0.7438239224352997	0.10008610979278877	896	0.03272244093615167	3.7072277123983786	3.700099207014237
-0.3978453545206291	0.6057533359780081	0.753255467921503	0.29685495252118344	1152	0.1214421993176133	3.7416462034669373	3.7393148932887468
-0.5039611579157536	0.5261985266553371	0.8348838989027835	-0.23321420953525032	960	-0.04311898501659853	3.78589399163843	3.778530579563257
-0.7663932123829023	0.623423973215095	0.7480678288367987	-0.17932227953502755	2240	-0.08306769942745945	3.818305876103206	3.8177462658377666
-0.5374714424017331	0.33556039690111744	0.6514099378383006	-0.05351787528226516	3136	-0.057345617789994974	3.8585209657966533	3.856961952112276
-0.48856160325619163	0.538317491538793	0.7101787393455096	-0.014071020086752858	2816	-0.002864967889727919	3.8980108591417877	3.896177638386786
-0.682811090801737	0.12472815197531574	0.6146319957704702	-0.20454221764158143	3840	-0.21521736204286343	3.93364506224207	3.9353933246612955
-0.5968437011815839	0.5887308302323128	0.7353829504565005	0.004965920144109886	4608	-0.004363837553253406	3.9719638713849323	3.9746090109358057
-0.5726351306659931	0.2993238341573745	0.6371048582990191	-0.08447445162751249	7744	-0.07887937257065555	4.013376176200527	4.013824697210316
-0.43767006286131416	0.39677357287941856	0.5903841653453344	0.014642206049527977	8256	0.018337027986293192	4.0519301845460935	4.053040383484825
-0.34957283736276784	0.30514536636281253	0.6268248315508875	0.01632980910104001	9344	0.0198377492904797	4.092781229894518	4.092256069759335
-0.26259824401017134	0.4962314270165198	0.5758867818504753	0.09884232765200585	10112	0.1262862277332114	4.134113344550459	4.131471756033845
-0.26371740463516075	0.3978944671817364	0.5903297756518427	0.0472519428182449	20416	0.03267869560173682	4.173281565063516	4.170687442308354
-0.28415306678974517	0.355373028202119	0.5266226803113823	0.05065953542588639	38336	0.03269684439096284	4.211954873099515	4.209903128582864
-0.24108703455349856	0.2874962231786058	0.4835459427508085	0.030629893736557424	60288	0.013892794160841838	4.250364586303626	4.249118814857374
-0.25611549307758485	0.28284273826115447	0.49505682812404345	0.008082373834580126	69184	0.004920693060243102	4.28904076249685	4.288334501131884
-0.22886030985667355	0.2597874639114376	0.46504447290404505	0.028390172897238934	89856	0.007158929832036905	4.327962024995952	4.327550187406394
-0.2268537256454248	0.23215770451091938	0.45578752157419183	0.003565374905901845	83136	-0.0005002579294910018	4.366669957708964	4.366765873680904
-0.21173781981594517	0.22243018401477996	0.4188550486128713	0.007822643451600062	92352	-0.011356456087843553	4.40599095712517	4.405981559955413
-0.18309191154662538	0.20547685072424038	0.4010804734718218	0.018592810567389543	95040	-0.002507507043050147	4.44529658540519	4.445197246229924
-0.16768480950528758	0.20560941858010823	0.39111948485201126	0.017855063500440835	91712	0.008991837258387486	4.484530568402764	4.4844129325044335
-0.17981352677544615	0.1826969148969431	0.37852248035316166	0.003137971652359117	94400	-0.006926144363504576	4.523376718123641	4.523628618778943
-0.17643783708235888	0.17414341043031278	0.3629075842289377	0.00295833544230065	91648	-0.006406578835625547	4.56214746205392	4.562844305053453
-0.16795380239961064	0.15369715545603316	0.33158278644492767	-0.004811492269898353	88512	-0.010050747168257207	4.6019093860088915	4.6020599913279625
-0.1407421623986762	0.14476475147547013	0.302799449272529	0.014964594075159073	87936	-0.010912567114400515	4.64151530415263	4.641275677602472
-0.15107089565337078	0.1458845643576812	0.30461945790600226	0.004217847884580453	66496	-0.025567269987534166	4.6793568761397575	4.680491363876982
-0.12222216913657656	0.11324043360518259	0.2680859077116392	0.0018441671106748153	59072	-0.027477201916955015	4.719651995627039	4.7197070501514915
-0.11075140265850435	0.10528315445904338	0.22737015007390832	-0.0025499224601426037	58432	-0.013084083984935584	4.759246105906559	4.758922736426001
