T([N II])	T1	T2	T3
5098.0392156862745	14465690.1875	1786768.515625	4320641.75
5294.117647058823	26190620.05859375	0.0	5012690.6875
5490.196078431372	35041250.1640625	0.0	16986333.890625
5686.274509803921	44991502.4140625	3728418.890625	17094290.453125
5882.35294117647	57086663.31640625	4624285.1953125	4604683.125
6078.431372549019	89119931.359375	0.0	11509310.359375
6274.509803921568	108744526.9921875	2101513.078125	0.0
6470.588235294118	117243204.5078125	9012074.84375	23042691.1015625
6666.666666666667	165245021.41015625	3319471.2265625	21879557.9453125
6862.745098039216	207706196.40234375	7116782.2109375	24488727.6640625
7058.823529411765	310090167.30859375	3666630.0078125	15737887.890625
7254.901960784314	367802862.16015625	13864173.8046875	13054484.59375
7450.980392156863	476469933.20703125	39466355.11328125	22153299.8828125
7647.058823529413	597238609.6523438	41778897.7734375	26576826.015625
7843.137254901962	704068360.4960938	81872451.0	34730519.765625
8039.2156862745105	902481623.1210938	103560469.5625	34812262.953125
8235.29411764706	1079174110.8007812	165127695.375	39271046.015625
8431.372549019608	1447747190.2695312	252904468.5703125	68259108.0625
8627.450980392157	1631813780.1757812	449448029.71875	65774694.4296875
8823.529411764706	1891487149.8085938	622161623.3828125	158845473.6015625
9019.607843137255	2138564887.7929688	929607635.5546875	202729682.3515625
9215.686274509804	2420874243.2890625	1296366209.40625	287338007.390625
9411.764705882353	2585146322.265625	1769648810.171875	584483166.53125
9607.843137254902	2579382882.0039062	2462882382.5859375	915957521.3515625
9803.921568627451	2647495821.9335938	3163021015.6210938	1440741586.015625
10000.0	2602991037.1054688	3715971774.8945312	2136970099.5234375
10196.078431372549	2487583443.4296875	3991468412.4140625	2834013215.578125
10392.1568627451	2118489657.9960938	4225904453.7890625	3366751814.0703125
10588.235294117649	1842763567.4726562	3649357519.3203125	3511750084.4921875
10784.313725490198	1558787612.3554688	3293195172.921875	3832125689.8203125
10980.392156862747	1308651163.7617188	2865651404.8203125	3681963436.6171875
11176.470588235296	1036044793.2734375	2020422745.25	3184877572.828125
11372.549019607844	766755429.296875	1506721370.4765625	2672819269.6796875
11568.627450980393	579998494.6796875	1030382355.078125	2376031750.609375
11764.705882352942	438452093.49609375	661851282.4375	1955655195.6015625
11960.784313725491	291545874.265625	420025735.7890625	1558636653.0078125
12156.86274509804	217850566.65234375	287689055.1640625	953053910.953125
12352.94117647059	153056651.8359375	204506874.7734375	757824763.84375
12549.019607843138	109619385.33203125	94415143.2421875	599519152.1875
12745.098039215687	72298302.63671875	46423517.7578125	382305335.78125
12941.176470588236	54920512.62890625	41780213.8203125	164603040.953125
13137.254901960785	31530232.12890625	28121578.0625	143504756.234375
13333.333333333334	38029559.56640625	27860415.71875	127519155.46875
13529.411764705883	21082547.23828125	9486765.6484375	64292750.734375
13725.490196078432	14048940.1953125	23939445.890625	39686796.9375
13921.56862745098	8642784.515625	0.0	10965598.90625
14117.64705882353	5108189.859375	3764407.0	4471507.359375
14313.725490196079	4977049.67578125	3564948.875	11765955.59375
14509.803921568628	0.0	0.0	0.0
14705.882352941177	1666127.58984375	0.0	3881510.546875
14901.960784313726	1989660.41015625	0.0	0.0
