Y Lower Quartile	Y Mean	Y Upper Quartile	X Mean	Count	X Center	Y Median	Y Std
nan	nan	nan	nan	0	3.6216678344652173	nan	nan
nan	nan	nan	nan	0	3.660883520739727	nan	nan
nan	nan	nan	nan	0	3.700099207014237	nan	nan
-172.78877564246977	273.53027307308156	1159.7307700802357	3.732589204177702	3072	3.7393148932887468	-166.35117521852135	626.6438921464087
-129.12385279047407	254.9793838411573	291.6838424793518	3.772327323445395	4096	3.778530579563257	-92.41939415227944	663.9750048202227
-38.44365807466784	119.03393547580582	220.64940944414462	3.807686008163204	9216	3.8177462658377666	-4.784820966679945	210.95500530598744
-111.7705243165492	12.755235426450175	162.24148240492468	3.8633355529461952	3072	3.856961952112276	-12.205251809024958	113.24873626714043
-21.93826154074577	-3.705189376026687	15.941903675071444	3.8971099875965445	9216	3.896177638386786	-3.2902061291151767	40.067154194557595
-57.13973012407496	24.54776204110876	46.22191250444939	3.9332845482512178	10240	3.9353933246612955	-5.962655784582694	125.90002540084905
-46.774490860401784	45.78924271202852	82.64986580238474	3.977851873892325	11264	3.9746090109358057	27.097519878780076	143.48009802979126
-4.293307919644576	56.54751529079145	72.21184380807426	4.021066199898541	14336	4.013824697210316	40.56790673234673	93.16120830446695
-65.21298266849226	27.856321059042056	59.39313931846573	4.052434314797122	15360	4.053040383484825	22.043426013694443	115.959267664615
-48.21457268589984	59.086197498902834	52.84930992544059	4.095926937055524	16384	4.092256069759335	12.901613881147568	232.45284628456346
-9.948919680479776	29.888610992046637	50.019534314850716	4.135815134853232	19456	4.131471756033845	2.8693586239060096	84.95336624344526
-11.521855549906832	23.198608602701082	29.382970423222105	4.172350201600398	27648	4.170687442308354	15.029690944152208	68.90857035806815
-6.854951779785779	12.738235102807819	21.269690725674764	4.2123986254084125	57344	4.209903128582864	4.087651550592909	60.62163086783241
-19.24206342924299	-3.2328307568064902	12.792764433666889	4.249839096406057	83968	4.249118814857374	-1.9579096492739154	23.945386529806356
-15.122137841986842	6.1902611662060805	18.66566773960858	4.287840171946687	84992	4.288334501131884	1.0494120020721311	55.221738839318
-14.95086194931082	4.847273663814031	19.582799855467783	4.326559470968869	123904	4.327550187406394	1.6616388406146143	44.512059408608856
-15.500414920190451	-3.325986449111219	13.378292927702205	4.365680059380607	115712	4.366765873680904	-1.411164794510114	25.140279401751354
-19.797440463953762	-3.2874841427855097	11.794868222937112	4.406412481174354	114688	4.405981559955413	-1.0327109040249525	20.9013539202006
-14.498035770220667	-1.4117568627163548	11.129984020881238	4.4432541224848645	113664	4.445197246229924	-1.3887431891189408	19.672534232842402
