X Mean	Y Mean	Y Median	Y Lower Quartile	Y Std	Y Upper Quartile	Count	X Center
3.628522244222038	60.159737305977615	60.159737305977615	-74.32152268976824	134.48125999574586	194.64099730172347	128	3.6216678344652173
3.661951931914397	-11.999957132788754	88.04236621308792	-798.0733415464347	811.941863880223	551.9067687244324	448	3.660883520739727
3.698488711367677	-133.59322539996836	-155.1760667300141	-423.87868148189364	500.14535846009284	65.0205204080784	768	3.700099207014237
3.7451606971278357	93.6538349630854	23.587498533807775	-255.1835211782991	711.7043623029732	236.98607809652276	576	3.7393148932887468
3.780914785479188	229.85673820845895	-9.789503773989054	-97.37404517227787	707.8013216183632	635.9072193359173	1536	3.778530579563257
3.8205763342882015	407.810697307075	65.38806337741917	-129.2544810364459	1154.0058633247736	566.2776848893261	1792	3.8177462658377666
3.8596939295485484	191.84334453392998	29.375377523110245	-171.64201420235008	767.7147349398139	731.507924641114	2560	3.856961952112276
3.8943636376967348	218.43087043716528	44.39807717429767	-117.61449764507938	580.0196022952496	385.0743249960633	3072	3.896177638386786
3.9345043680555873	231.09914632804765	91.44042478119718	-52.47813295430313	527.0956841457333	359.5949445239871	3584	3.9353933246612955
3.9761749710930823	90.07068811910551	9.121266139344698	-166.7997586253514	539.3696445868442	255.82182522466246	4416	3.9746090109358057
4.014427104812335	166.10007130855254	60.68204003816936	-159.933444917624	694.7827226397803	282.7773570281606	7232	4.013824697210316
4.053216744544096	30.02685644110528	-22.33972115854158	-182.9586631910688	763.8843370004807	199.77362727083164	7872	4.053040383484825
4.093389914050047	97.38212740142603	20.67105163859469	-168.55814161210492	492.5034538796965	195.01331429389666	8704	4.092256069759335
4.132754363437984	99.08882181285765	21.36757999523161	-105.04274905129841	614.4303770138883	220.14273754749593	10048	4.131471756033845
4.172771692225885	72.2744299806772	-6.580198696284242	-102.70837094832132	367.99106450934227	135.18767573533842	17984	4.170687442308354
4.21177865735602	40.731851822894605	7.89164589273787	-81.86770577129118	428.83739162120247	101.88570783199248	33472	4.209903128582864
4.250110320652665	57.21002050874905	-2.6005558854585615	-82.08537206322762	370.12758217663213	95.2425141986514	54720	4.249118814857374
4.2883246754038	50.49305853970926	-5.200688813502893	-81.87946661163096	316.6180039050428	81.9957298947902	62784	4.288334501131884
4.32824578940922	39.057272349048205	1.7322188831894891	-70.90729654652523	305.98652689645854	85.63466590751568	80128	4.327550187406394
4.366700217310916	40.14074492081545	4.868281807059702	-60.94322847391527	311.70094265264095	73.6143568566713	77056	4.366765873680904
4.405949570357348	18.10614183118347	-2.8064174952696703	-58.21374536678195	237.98699107277002	61.55421762640526	83520	4.405981559955413
4.444803898219684	24.77326768583002	3.190211789913519	-58.21432945177639	236.79557492791758	59.36743745391959	86464	4.445197246229924
4.48451994706076	19.814390387644796	-4.56954905217799	-57.59378551182908	185.5273262627356	50.946780553404096	88704	4.4844129325044335
4.52402939190146	22.68706559675746	-1.0219349966700975	-52.53310007699838	200.34160156939666	50.84494421616273	86464	4.523628618778943
4.562276392085171	14.881185175437434	1.3659155459708927	-50.92780189091991	210.95880644979414	56.563133129946436	86656	4.562844305053453
4.602070460031266	3.9870646631977458	-1.0007424500672641	-50.77755962810079	163.64403316960838	48.838097676623875	84032	4.6020599913279625
4.641278808432437	11.048532188936939	1.2010891370036916	-45.08004117804376	127.96576641590234	47.401353252789704	82368	4.641275677602472
4.6790111463932895	2.964388902408634	1.269655589399008	-38.89211725029327	186.39767259870064	38.81042771837929	64832	4.680491363876982
4.719729809294761	5.347215406176992	-0.6886475142214294	-38.764252415182455	101.0801335128794	36.97586882233736	56960	4.7197070501514915
4.759037731964985	2.967598388467459	3.4612323247974928	-34.90437374136491	80.94165460231676	36.37456444460531	57408	4.758922736426001
4.799116807239517	-0.5643434069960893	-2.217060128607045	-34.263599080019276	70.43977633051287	32.97401136349072	67584	4.798138422700512
4.83631711213113	1.5622712868313	3.474649907779167	-29.38720372013813	50.80059750943091	32.40586929178971	65088	4.837354108975021
4.877625206581901	0.583597282342142	-0.711645259715624	-30.914402349581906	49.54298997798881	29.694421346950094	68608	4.876569795249531
4.915542558716769	-0.9115496917610761	-1.6707236384536372	-31.24448379851492	62.42070136634523	28.109800514111612	77568	4.915785481524041
4.95489621443236	-1.948881788709073	-0.3737859944212687	-29.113078769556523	41.926540748140184	25.085545710513543	77248	4.955001167798551
4.994177096754225	-2.8263027316909874	-1.9667392691626446	-28.472473388785147	45.332652216529375	23.976436230686886	65472	4.994216854073061
5.033866603123961	-5.152959746018917	-1.6286137134811725	-30.625792538268797	83.7152166950496	22.231053938416153	79936	5.033432540347571
5.072451143779139	-2.1557547731771733	-0.6796392874857702	-24.47675034246754	42.81709810490852	22.137450227387944	74240	5.07264822662208
5.110786392317288	-2.0690307100701752	-2.6386140917347802	-27.208845857188862	51.63843772075459	21.87982424510301	65920	5.11186391289659
5.15108155547034	-1.9950668485246765	0.423831480359695	-26.01826694045849	37.86972749611484	22.37673702259417	63040	5.1510795991711
5.189751427669399	-0.1806550097548932	0.8588125098508499	-21.491310464469052	36.78901866318143	24.531558101235078	54528	5.190295285445609
5.229059568291567	-1.9831294774133956	-0.587552360263544	-25.3702679935559	41.739857904641894	22.054533802924198	46080	5.229510971720119
5.268022108905358	-1.951223667500963	-1.1860709426782705	-21.823446154143312	44.35021655101756	20.729247890831175	36288	5.268726657994629
5.306218213981507	3.5167337842835202	3.682377339599043	-19.512983083262952	40.38067030578728	29.253010883152456	23744	5.307942344269139
5.346694305240297	-10.818799184524913	-6.783033870828149	-33.407648580079695	63.387682666629736	22.875552410374894	17664	5.347158030543649
5.3853706102417425	-3.3333483884257777	1.5934590403794573	-21.915984186265632	62.652678633351826	27.261949199535593	14528	5.3863737168181585
5.423863761753799	14.95823300046039	-0.1710497475178272	-33.372477603792504	259.6230146861147	22.363511611700233	10816	5.425589403092668
5.4630153959128345	8.211307827278779	1.3516377764499339	-30.28606734623463	104.7040769166078	33.77027841705058	5824	5.464805089367179
5.504260451635548	-7.753792842964132	2.576199329037081	-43.6631144857638	64.71401587011351	26.456650141857608	2944	5.504020775641688
5.539467273832595	9.96184641459331	6.723469418109744	-26.61231898383994	41.21028090627707	28.713938253729793	576	5.543236461916198
5.5745520788720695	84.72984944786003	-0.7977012574519904	-32.00978435861725	194.61613680709326	18.681584422714877	320	5.582452148190708
