Y Mean	Y Std	X Center	Count	Y Median	X Mean	Y Upper Quartile	Y Lower Quartile
2.136378318393023	579.1936786498716	3.6216678344652173	384	71.09295684520566	3.6205541039706954	555.0554861036253	-541.5987879077256
-375.81790456842396	1179.909335873072	3.660883520739727	832	-197.51752927638518	3.6658153517216996	399.63772235778197	-1472.9033994725323
154.51300662064702	1518.2937445550758	3.700099207014237	2240	6.976752471075088	3.7001795787589424	992.8344671859377	-631.29869696282
-100.20460543836049	1265.9972874960301	3.7393148932887468	4352	-142.46522508617863	3.7403873405235757	457.6037892343479	-544.6329065325649
44.58246157616911	1030.9586346163956	3.778530579563257	6784	57.93944980231345	3.7806736940576653	623.6405513097288	-509.7861560045985
34.88237265578244	1005.0367194235613	3.8177462658377666	7872	154.74414783977227	3.8181547373028746	682.6527007199838	-637.4883286977947
-181.46189720451667	1029.5667094131356	3.856961952112276	12096	-136.27696971191472	3.857925542453001	410.1104087851918	-604.0221088126636
-236.17936605623777	1134.7156249575964	3.896177638386786	13632	-22.15538252942133	3.8970784144168324	390.11521445377366	-652.4534049854319
-33.78777110899388	855.6294265264029	3.9353933246612955	14336	-62.116621079372635	3.9366050577801377	447.633751504271	-421.43329728228196
-22.50780183066474	860.0068954340295	3.9746090109358057	14976	39.11844131011458	3.9751229871389664	513.4071518777218	-526.599685444964
13.220876279110257	709.3113981718602	4.013824697210316	18304	39.53859559075772	4.015101118925219	402.0967723887916	-404.8002372327719
6.562878608212541	777.9439562728929	4.053040383484825	21312	5.130811139862999	4.052818091694266	398.49039712128524	-345.67290154818147
-9.444705108163797	619.0833478739952	4.092256069759335	22848	-1.29856686399944	4.092407201365792	321.0307428278875	-312.661353978001
48.127039010151606	586.9732457513751	4.131471756033845	22336	51.35842303640493	4.132476707302192	303.62342577889467	-233.93508512087465
-2.4564687923421986	451.68861921574626	4.170687442308354	35136	27.538353184243533	4.172331649329668	252.93794949277617	-278.8325028854306
6.10133819077359	364.098014121111	4.209903128582864	65216	20.44368379892876	4.211780728155574	212.0405051065536	-195.49229217024458
-14.56449793062535	367.44597683010693	4.249118814857374	90944	5.322237084094013	4.250423958790492	185.1320641588445	-182.4730545187058
-19.599222090547038	344.6787397350816	4.288334501131884	104320	-13.494440256856251	4.288799735453523	168.01098944676232	-188.80049793833405
-2.5039967897216795	263.5324146975366	4.327550187406394	121728	-0.6181639900778464	4.327964184848538	152.82145354451313	-161.98466422787988
