[N II] Delta T	T1	T2	T3
-4901.9607843137255	1113381091.340594	251142757.2332522	88618603.88822836
-4705.882352941177	1239475537.482385	244506756.43547055	84765841.74422593
-4509.803921568628	1310977924.2685418	232766964.9273261	80432272.58498487
-4313.725490196079	1448224717.6189864	273402506.3168077	89932458.18371016
-4117.64705882353	1576810386.6963358	271440378.9646669	90823575.75181347
-3921.5686274509803	1789580820.346136	312714105.4022458	160564681.76871476
-3725.490196078431	1993182939.7612827	355154552.36555374	170138335.01353216
-3529.411764705882	2294035598.363666	414864585.6307366	147126926.2538568
-3333.333333333333	2660139110.003372	470321927.3102854	167245774.97837806
-3137.254901960784	3153009644.7391887	544066237.3385808	98178184.60557413
-2941.176470588235	3840305628.6281247	734367541.2320393	203829248.57012153
-2745.098039215686	4710823110.7574	974054063.973367	184581426.6333992
-2549.0196078431372	5683182408.491424	1400435962.6785989	307149552.2159672
-2352.9411764705883	6962389511.287997	1875189578.6742225	382007141.9641278
-2156.862745098039	8732307665.189947	2841681387.8015947	541593850.9328458
-1960.78431372549	10940379838.016338	4207003527.0309706	760375870.4490945
-1764.705882352941	13311223911.713402	6376958976.976548	1197315874.5462382
-1568.627450980392	16702934925.038948	9827660127.980717	2013588736.1973233
-1372.5490196078429	20523239149.5856	14603394555.544533	3730259215.434187
-1176.4705882352937	25423404187.657852	21470733480.60483	7372727401.844764
-980.3921568627447	30475717079.060806	30757310956.515106	13995617802.29462
-784.3137254901958	35877537103.24958	43558812785.74773	26619999416.54502
-588.2352941176468	41785914248.39923	57772860616.31935	49272807393.4695
-392.1568627450979	46225257437.80029	72186467752.82791	85416349899.2601
-196.07843137254895	50662467552.51412	83591633909.58379	128504056737.7077
0.0	52097238966.43068	88888284628.66483	150576662473.3017
196.0784313725494	52029523073.99746	85051381500.24095	128837661387.38902
392.1568627450988	49939044439.92521	75005886772.83159	83530267576.56664
588.2352941176478	46305976493.07357	60481108216.3636	46233615771.881454
784.3137254901967	41009541358.646736	45096514013.94532	23184199965.33271
980.3921568627457	35630841983.91202	31166180926.81279	10982452386.59737
1176.4705882352946	30068610069.408955	21393609059.506775	5099059144.914618
1372.5490196078435	24750705187.08962	13436702295.63626	2303741109.343351
1568.6274509803925	20263934101.43972	8274384973.882774	1088668193.447436
1764.7058823529414	16169908748.680061	5174246733.643108	475258048.2658841
1960.7843137254904	12769817177.44006	3178775839.006132	259116811.721697
2156.8627450980393	10378904247.846056	1810271347.7749875	153384855.84303248
2352.9411764705887	8200766608.472176	1148544205.895964	96059256.0980949
2549.019607843138	6553867606.6007	750431218.4808227	78555743.7942325
2745.098039215687	5225316475.001873	450343519.80362797	46264889.412460715
2941.176470588236	4266623074.5898614	342688827.48287064	51664809.027849905
3137.254901960785	3503876719.892716	224912488.62738484	35453789.34760888
3333.333333333334	2931722845.214172	177938745.57862547	25401373.67429497
3529.411764705883	2453057096.3710775	158648479.93749094	27014548.37074373
3725.490196078432	2072646506.6883407	113296933.24143231	12122886.992763866
3921.568627450981	1715306526.8243797	108954031.42169982	13658774.32935202
4117.64705882353	1549804795.778985	75713829.33501464	13096927.905820362
4313.725490196079	1363302119.834637	82986525.74204554	19437231.130410217
4509.803921568628	1227261060.5317852	83595076.94731766	16492789.943329679
4705.882352941177	1017817089.3150371	67697271.85534953	7236626.326396985
4901.9607843137255	936720431.5958074	55882065.90809029	22672498.727130488
