Count	Y Mean	Y Upper Quartile	Y Lower Quartile	Y Median	X Mean	Y Std	X Center
0	nan	nan	nan	nan	nan	nan	2.0294117647058822
0	nan	nan	nan	nan	nan	nan	2.0882352941176467
0	nan	nan	nan	nan	nan	nan	2.1470588235294117
0	nan	nan	nan	nan	nan	nan	2.2058823529411766
0	nan	nan	nan	nan	nan	nan	2.264705882352941
0	nan	nan	nan	nan	nan	nan	2.3235294117647056
0	nan	nan	nan	nan	nan	nan	2.3823529411764706
0	nan	nan	nan	nan	nan	nan	2.4411764705882355
0	nan	nan	nan	nan	nan	nan	2.5
0	nan	nan	nan	nan	nan	nan	2.5588235294117645
0	nan	nan	nan	nan	nan	nan	2.6176470588235294
0	nan	nan	nan	nan	nan	nan	2.6764705882352944
0	nan	nan	nan	nan	nan	nan	2.735294117647059
0	nan	nan	nan	nan	nan	nan	2.7941176470588234
0	nan	nan	nan	nan	nan	nan	2.852941176470588
0	nan	nan	nan	nan	nan	nan	2.9117647058823533
0	nan	nan	nan	nan	nan	nan	2.9705882352941178
0	nan	nan	nan	nan	nan	nan	3.0294117647058822
0	nan	nan	nan	nan	nan	nan	3.0882352941176467
0	nan	nan	nan	nan	nan	nan	3.147058823529412
0	nan	nan	nan	nan	nan	nan	3.2058823529411766
816	9296.740308376104	9296.703524099135	9296.703524099135	9296.703524099135	3.28848464376596	12.42176345152469	3.264705882352941
3871	9436.743567894873	9522.395821686312	9364.187214286381	9439.36118833571	3.329104764096561	78.05844218570188	3.3235294117647056
4397	9462.024424644245	9549.656331450173	9371.573329982446	9518.981026378193	3.384345418376578	93.61841074143673	3.3823529411764706
7072	9588.301205741043	9703.284608740927	9464.522566930607	9619.221144823925	3.444822855651214	109.14087755694413	3.4411764705882355
10296	9677.389987592309	9787.541362178707	9524.980969696044	9736.799513987926	3.5012278816429205	133.2262516801457	3.5
6135	9847.354083396713	9930.680543190054	9768.42073784035	9824.198050039517	3.5646532563903532	100.01632688902947	3.5588235294117645
3551	10023.339089780262	10111.153256333086	9983.475585260294	10013.78330457861	3.6251501678141325	141.31637326548028	3.617647058823529
3249	10209.96984912476	10516.118105379817	9957.06235904517	10241.066296029161	3.6750885788330603	216.80298020651801	3.6764705882352944
2166	10310.473065567638	10438.898030611104	10212.081972855734	10303.752426591467	3.7186369248109576	108.46280405979026	3.735294117647059
5635	10562.90571930257	10771.219702219607	10380.331657700792	10698.857185462926	3.7899123096365845	243.20246976587737	3.7941176470588234
2965	10641.58844838235	10863.707802271269	10504.449202413165	10520.217193859191	3.8460790391404984	182.18371138446838	3.852941176470588
1114	10415.528475079689	10432.434439246774	10432.434439246774	10432.434439246774	3.8963643149312626	57.02544299645639	3.9117647058823533
3750	11221.005829651318	11527.150891042937	10906.264321294093	11145.990459801296	3.9762113266017143	238.87974813359105	3.9705882352941178
2048	11371.57442305665	11471.569887922815	11271.57895819049	11371.574423056652	4.023139307492877	99.99546486616237	4.029411764705882
0	nan	nan	nan	nan	nan	nan	4.088235294117647
0	nan	nan	nan	nan	nan	nan	4.147058823529411
0	nan	nan	nan	nan	nan	nan	4.205882352941176
0	nan	nan	nan	nan	nan	nan	4.264705882352941
0	nan	nan	nan	nan	nan	nan	4.3235294117647065
0	nan	nan	nan	nan	nan	nan	4.382352941176471
0	nan	nan	nan	nan	nan	nan	4.4411764705882355
0	nan	nan	nan	nan	nan	nan	4.5
0	nan	nan	nan	nan	nan	nan	4.5588235294117645
0	nan	nan	nan	nan	nan	nan	4.617647058823529
0	nan	nan	nan	nan	nan	nan	4.6764705882352935
0	nan	nan	nan	nan	nan	nan	4.735294117647059
0	nan	nan	nan	nan	nan	nan	4.794117647058823
0	nan	nan	nan	nan	nan	nan	4.852941176470589
0	nan	nan	nan	nan	nan	nan	4.911764705882353
0	nan	nan	nan	nan	nan	nan	4.970588235294118
