[S III] Delta T	T1	T2	T3
-4901.9607843137255	13775315.3931721	30388973.16669816	15829003.913443604
-4705.882352941177	17253794.29832234	13224838.066579875	8375055.737232825
-4509.803921568628	13082233.544275872	15373628.871074598	18020950.26018154
-4313.725490196079	7256884.604147103	5525436.124852594	11749815.34589671
-4117.64705882353	7426219.280534066	8175000.946714178	4337284.154476141
-3921.5686274509803	5762324.079417942	6431473.1600440955	10254822.0590415
-3725.490196078431	7959793.950400582	4685123.573204219	0.0
-3529.411764705882	6258845.268711094	7564946.8968827	10754637.190731697
-3333.333333333333	6850474.403127534	2286415.7451566476	21026858.634314474
-3137.254901960784	9176913.054375501	0.0	13614794.029103272
-2941.176470588235	3869446.664275394	6875920.431357484	10798425.23152939
-2745.098039215686	6037502.924879116	6660260.947342254	14565465.125950538
-2549.0196078431372	10859521.219483193	3913849.9903563363	21624115.76100277
-2352.9411764705883	2064257.3568889832	11927509.659772743	20965159.817994095
-2156.862745098039	8309796.756181412	12252097.951488793	7899335.507370643
-1960.78431372549	9053469.79384882	13547939.859308671	19044589.55735202
-1764.705882352941	4350092.306718845	29826208.570345666	27855924.510203764
-1568.627450980392	14277491.653626645	13460521.700712299	17831183.140931275
-1372.5490196078429	18843038.774382714	23234999.85567699	37655289.48538893
-1176.4705882352937	44619482.11576498	24364291.20098223	74634368.14229625
-980.3921568627447	100690822.2170602	80931004.91366811	76601613.41175586
-784.3137254901958	332187457.8940178	215599994.92168632	190813591.73078406
-588.2352941176468	906872773.104575	663436455.820369	528757312.61546713
-392.1568627450979	2189503323.1801753	2072071405.2547665	1662919148.2702365
-196.07843137254895	3876478081.165646	4469745912.997305	4734669667.479035
0.0	5118967762.266972	6498949837.919779	6951492702.726836
196.0784313725494	4025286837.3332725	4554785404.779541	4636157950.260269
392.1568627450988	2179681846.498535	1968502096.3833213	1669319437.7847743
588.2352941176478	996937798.486922	746179611.1340017	468311989.10219675
784.3137254901967	420859293.9073767	295458974.0438465	177638298.33631507
980.3921568627457	308400731.95960724	173084312.57768962	100274927.48432568
1176.4705882352946	209560024.24148342	116251705.28364272	62637872.97575838
1372.5490196078435	227115850.08239657	86078799.6620561	28460049.076147486
1568.6274509803925	196039197.435806	84268867.62974933	30549730.172800217
1764.7058823529414	156563543.93248263	56136592.87350426	30214196.39083305
1960.7843137254904	132264495.7553254	56020443.7952711	18736415.223907232
2156.8627450980393	94079874.4401048	54603080.555386685	33013645.44694841
2352.9411764705887	74933657.91218358	29274965.144679848	26904495.298839424
2549.019607843138	47851123.34573629	16918144.14429973	11987659.902363427
2745.098039215687	23917206.20526592	23276272.514562815	25366790.204559125
2941.176470588236	25108615.04956031	10675469.63993503	3355572.482701576
3137.254901960785	11639046.520019175	27528594.230065566	14467206.915834425
3333.333333333334	6847743.781220447	6058368.45536033	16301753.52575147
3529.411764705883	7209760.1009472385	10716201.93805942	7679508.14373797
3725.490196078432	3660075.030653937	3768171.5476763966	11708808.14091425
3921.568627450981	3867593.999598641	0.0	8258599.46330779
4117.64705882353	9267758.656548511	2241233.0907407636	8356839.799044043
4313.725490196079	7475777.976122963	8213247.299065035	13447214.658117425
4509.803921568628	10743416.424848951	13062419.950252641	14333202.03811549
4705.882352941177	10658081.220774084	18162647.72060667	10515189.198937822
4901.9607843137255	11864235.110382732	7009033.387750705	7409137.073320076
