T([N II])	T1	T2	T3
5098.0392156862745	13484965.134887695	1746282.978515625	4271714.4296875
5294.117647058823	24510920.538208008	0.0	4939896.515625
5490.196078431372	32745207.223876953	0.0	16884305.0
5686.274509803921	42111121.82714844	3660100.6796875	16968131.8515625
5882.35294117647	54932311.80432129	2936630.00390625	4564444.546875
6078.431372549019	83341401.7298584	0.0	11397243.4296875
6274.509803921568	101819831.29248047	2009277.69140625	0.0
6470.588235294118	111248389.8203125	6977088.0322265625	22866901.2421875
6666.666666666667	157991568.47607422	0.0	21716459.1953125
6862.745098039216	196484289.11279297	5188275.0625	24321170.1328125
7058.823529411765	290898603.49975586	3508393.4892578125	15531595.8125
7254.901960784314	345740338.4711914	13328349.506835938	12923790.5625
7450.980392156863	447922478.08496094	37892456.96875	22055890.34375
7647.058823529413	573347857.3833008	28789209.841796875	26247980.12109375
7843.137254901962	677494487.6445312	64339727.63671875	34306696.3359375
8039.2156862745105	862482474.0341797	87850470.59667969	34403932.7578125
8235.29411764706	1036317346.1181641	140875600.1923828	38756217.2734375
8431.372549019608	1387188802.8740234	223371185.3076172	67498242.2109375
8627.450980392157	1569999965.5517578	404004787.2529297	64673194.0859375
8823.529411764706	1822627878.569336	569901814.8359375	153159549.72265625
9019.607843137255	2078020230.9282227	857485784.0234375	183770893.703125
9215.686274509804	2339581911.4243164	1211851134.890625	273944777.859375
9411.764705882353	2501316539.9609375	1681561087.6894531	550116749.3007812
9607.843137254902	2508572879.6694336	2348709615.0996094	864877864.703125
9803.921568627451	2566794985.0351562	3073445746.8671875	1341853257.8242188
10000.0	2538817471.8222656	3612448735.623047	2011558168.8203125
10196.078431372549	2423790772.6123047	3882756999.5742188	2705839915.9140625
10392.1568627451	2074805018.5810547	4127682480.5859375	3215055571.1445312
10588.235294117649	1786291265.6152344	3584569270.5546875	3374849098.0390625
10784.313725490198	1510602082.7871094	3241249122.359375	3702902908.6132812
10980.392156862747	1262095163.0595703	2824054290.8828125	3575163935.78125
11176.470588235296	1007626636.8300781	1964712280.4199219	3121357481.1015625
11372.549019607844	750303779.6484375	1465196774.1738281	2619975508.9375
11568.627450980393	562465068.5644531	1004635768.1816406	2338285220.59375
11764.705882352942	424158121.51953125	648649804.9101562	1923753387.578125
11960.784313725491	283692990.2421875	409183561.75	1536841034.140625
12156.86274509804	214663970.5576172	274498480.45703125	942383429.09375
12352.94117647059	146432162.49023438	200037074.3203125	749629069.328125
12549.019607843138	104903081.06640625	92613626.32421875	593035906.328125
12745.098039215687	69272496.1171875	45425005.1875	378658346.5546875
12941.176470588236	52576740.193359375	41014458.83984375	162932365.640625
13137.254901960785	30311843.87109375	27559150.62890625	142239928.640625
13333.333333333334	36424571.333984375	31062009.41796875	122974615.0234375
13529.411764705883	20169659.92578125	9348221.93359375	63876905.421875
13725.490196078432	13461748.416015625	23562712.2109375	39360501.8828125
13921.56862745098	8309736.1953125	0.0	10873617.0390625
14117.64705882353	4877465.091796875	3711823.125	4420707.953125
14313.725490196079	4775675.79296875	3522385.921875	11732633.546875
14509.803921568628	0.0	0.0	0.0
14705.882352941177	1595550.5625	0.0	3832581.8359375
14901.960784313726	1913920.48046875	0.0	0.0
