Y Mean	X Center	Y Lower Quartile	Y Upper Quartile	Y Median	Y Std	Count	X Mean
nan	3.6216678344652173	nan	nan	nan	nan	0	nan
-65.41711965850543	3.660883520739727	-761.2207255139365	1024.1810330124172	-459.21166647399696	780.2651124942354	768	3.6608248300611486
-216.12786291277092	3.700099207014237	-751.1018104851855	372.06145560773257	111.67352468538229	758.6801616038249	3584	3.707024956194071
-235.6033487483444	3.7393148932887468	-606.9090175838114	-13.920024243766875	-163.36629942153695	553.9416973993854	4096	3.7450486360605266
33.89341680367095	3.778530579563257	-299.6133298976911	351.21957602386556	-28.811496287539285	459.8252718243217	6656	3.782026265588027
-40.73643707994536	3.8177462658377666	-295.80258419806296	223.5604503146874	-39.20875009310657	357.8495424532209	10240	3.8180266194707713
104.12654911755169	3.856961952112276	-220.9156645943326	280.9317867370546	131.7755357300348	414.7765915836914	12288	3.85851959844984
7.591269720277263	3.896177638386786	-232.670023409617	232.0403870232758	14.584995292676467	321.95452009554305	14080	3.8988381834663235
-53.25789389159	3.9353933246612955	-276.19935833870886	117.98547674116253	-60.88814465741871	307.4291252712494	14336	3.933763924727063
17.436758482326624	3.9746090109358057	-221.28771333458099	239.66438347727762	12.026037253628601	338.199466699119	15360	3.973722976345479
8.185710568796424	4.013824697210316	-216.0008062819279	225.1806955191455	26.24422937716099	311.9921553950674	20480	4.015496649342723
-10.524956684661374	4.053040383484825	-197.48796750304973	148.90082832483085	19.11589404158076	278.6138858423754	22528	4.0552102414688544
4.810693623898108	4.092256069759335	-146.1595785912432	119.60983734875117	9.647374497513738	219.7129581790196	19968	4.0919944203930205
3.9418338930862444	4.131471756033845	-137.82583690887168	167.95289984652072	-6.069891367290438	226.68035793455607	22528	4.130265582839016
0.25640720571349923	4.170687442308354	-115.58767778248694	125.42115729921716	16.63960994534318	199.78699418411426	31488	4.17107436148865
4.671037848427305	4.209903128582864	-101.72940957279934	102.32402733991876	-1.951155968461535	194.03000352463263	69120	4.211894754349061
-12.699461938767739	4.249118814857374	-108.58345303942406	92.12989351887882	-14.89756711767859	162.17480035417893	90624	4.2498036545444515
-5.095050464213225	4.288334501131884	-96.93393534314055	71.42188186314888	-3.0479604432621272	157.07709432443679	106752	4.28822942668045
-9.11833444252332	4.327550187406394	-84.07237728110704	78.24110082175685	-6.198472951860367	124.47259920978733	126464	4.328252569162268
5.434888394012702	4.366765873680904	-64.70620345385487	79.3840969825651	1.3576178378034456	118.93674989992326	109824	4.366622444520259
-4.5085616496763805	4.405981559955413	-69.49635405377649	66.23486593522648	-5.571876668613186	114.61501190045615	124672	4.405880737769418
-1.9611371019327173	4.445197246229924	-60.73582127651571	53.42435303616912	-5.772864139554258	106.53605385552757	116224	4.444651401392723
1.1054750510591878	4.4844129325044335	-55.677737460094704	60.149613844023406	1.7010654617752152	98.23582502824895	116736	4.4843550295482215
-5.105655889942179	4.523628618778943	-54.41021515210923	54.72791864810824	-1.6108409293938166	100.51767700752515	107776	4.523632625447661
