Y Upper Quartile	Y Mean	Y Lower Quartile	X Center	Count	Y Median	Y Std	X Mean
3.3524628320047127	3.0439096237705634	2.7353564155364127	3.6216678344652173	128	3.0439096237705625	0.30855320823414994	3.614579506698985
3.983749054426707	3.556381302857356	2.931377433105081	3.660883520739727	512	3.5561842614844386	0.7644280060644064	3.6704615813412675
4.176114151406092	3.9045705897544525	3.7715981666756497	3.700099207014237	704	3.978032339068497	0.43890234559092006	3.7062541965055344
4.188364304706507	3.8350386377801415	3.604654692195671	3.7393148932887468	1280	3.7318992586724224	0.4442045134112457	3.742236661849424
4.347515385653765	3.796270031030531	3.5890843660359595	3.778530579563257	1600	3.773213864818213	0.6720667921946152	3.7780269565897977
4.228675889834714	3.6759042245795204	3.1763669641936296	3.8177462658377666	2048	3.7312634475216377	0.623708040322026	3.818918384076577
4.103118836994614	3.636753997476264	3.096361589412415	3.856961952112276	2752	3.6820734927751118	0.6255282760754941	3.858829712952972
3.9068526678087965	3.6927065397802057	3.317765521574875	3.896177638386786	4096	3.6051964476324123	0.5491917578441143	3.896611117436356
3.9938938252550944	3.5946542274677586	3.0760019353961887	3.9353933246612955	4096	3.721120627369179	0.5795659588285758	3.9348646432158736
3.9380433185072485	3.5570933887682346	3.212633979678757	3.9746090109358057	5120	3.6965135145579744	0.6467297144607435	3.978202559321963
3.9699130271008327	3.5591362733948415	3.2199563726266813	4.013824697210316	6784	3.609697414708289	0.5945276130271885	4.015375279224415
3.9644010049343597	3.6060232276149287	3.324542726246314	4.053040383484825	8256	3.5841869747105344	0.5892359586689869	4.053112235227211
4.105538914012455	3.606102009607219	3.17129057584722	4.092256069759335	9088	3.5505900425725745	0.6027951620207349	4.091891754417708
3.9063214456606126	3.564498903356705	3.2397816303179545	4.131471756033845	10112	3.5980447550732944	0.5619973129609671	4.132537127522835
3.85529929467244	3.4985210166708414	3.1508314115616796	4.170687442308354	18432	3.4692011719389546	0.5522874981677531	4.173254032686976
3.8266219197905533	3.455935545470048	3.135018526310117	4.209903128582864	35968	3.4558768832758453	0.5522381367998668	4.211557095029634
3.7111006479886814	3.3840891505071227	3.0422868150465385	4.249118814857374	57728	3.3965583147990364	0.5263837065200188	4.250115984081961
3.694464069808684	3.3564808029417956	3.032878654900538	4.288334501131884	65600	3.3651988472236836	0.5262375119128817	4.288674323987576
3.66246178767895	3.333533958827198	3.0016021594739404	4.327550187406394	83200	3.344275771516922	0.5012947303727275	4.327868692214008
3.6337924989421286	3.317902984120784	3.025209715124306	4.366765873680904	79872	3.3184391248754963	0.4934686990042914	4.366708907923857
3.6037548140805313	3.3134374349996545	3.0270445297881676	4.405981559955413	88384	3.332220730777638	0.47173968235176217	4.406230216887892
3.5803537925152136	3.2726706012338003	2.975990984033114	4.445197246229924	89280	3.291407924272855	0.47914649352277416	4.445036904545682
3.5889435710450974	3.2983134828804532	3.0402580193271658	4.4844129325044335	89088	3.3251345068593436	0.44636745174023823	4.484257087042318
3.578127546764365	3.3000074269827353	3.024414546016181	4.523628618778943	90816	3.327114280741359	0.45303550186767977	4.52349750591617
3.5988087659463233	3.314168778430471	3.041589737576841	4.562844305053453	87232	3.343117282442205	0.4505183504805111	4.56239040331439
3.630028481876953	3.368260385083122	3.1143633769963466	4.6020599913279625	86656	3.385954091832331	0.43923669524703934	4.602022008210815
3.6058086269121383	3.3465543618251434	3.1222000618128014	4.641275677602472	85888	3.382614600659945	0.4102566465846085	4.6413495892348635
3.6077314313053668	3.3661615633000452	3.1483890345707275	4.680491363876982	65856	3.377224705397417	0.39555886540599583	4.679341702956277
3.6258414776162295	3.3922622448193835	3.166684960996582	4.7197070501514915	57600	3.4097790955870444	0.38636008615607575	4.719706841607507
3.639244949528027	3.4275586732837513	3.237967557790468	4.758922736426001	58944	3.4342457102403756	0.3350033141545126	4.759045454103584
3.619023411257646	3.4364758969363614	3.2720150404441024	4.798138422700512	68544	3.468862800166826	0.30795385846285467	4.799630157560262
3.6103569871376	3.440738392800473	3.287624084324778	4.837354108975021	64832	3.466510939598612	0.29315495388640006	4.836696962763251
3.6533446539130274	3.491226647155097	3.347943071799497	4.876569795249531	68096	3.499383331358784	0.2721231368229985	4.877470196247022
