all	lv6	lv1	hh-203	hh-202	big-arc	orion-s	bar-ifront	sky-sw	sky-ne	wavelength
1.234982e+07	4.488984e+07	3.006347e+07	1.875026e+07	2.982297e+07	2.826429e+07	4.397273e+07	2.093283e+07	3.776261e+06	8.476600e+05	5875.10
1.551287e+07	5.752135e+07	3.993175e+07	2.397357e+07	3.216353e+07	3.418971e+07	5.535724e+07	2.791979e+07	4.890284e+06	1.122248e+06	5875.95
1.203386e+07	4.366675e+07	3.365145e+07	1.842310e+07	2.196321e+07	2.508945e+07	4.157750e+07	2.111186e+07	3.842876e+06	9.205005e+05	5876.80
5.395722e+06	1.830922e+07	1.672319e+07	8.167890e+06	7.898029e+06	9.979985e+06	1.698177e+07	9.598132e+06	1.726182e+06	4.633278e+05	5877.65
1.742251e+06	4.577779e+06	5.568536e+06	2.423380e+06	1.901089e+06	2.366585e+06	4.076793e+06	2.470787e+06	4.807590e+05	1.891223e+05	5878.50
1.013855e+06	1.854939e+06	2.768232e+06	1.387788e+06	8.793589e+05	9.686671e+05	1.631568e+06	1.223101e+06	2.030331e+05	1.214784e+05	5879.35
9.195420e+05	1.513760e+06	2.429264e+06	1.249505e+06	7.310712e+05	7.963568e+05	1.318480e+06	1.057331e+06	1.549577e+05	1.092626e+05	5880.20
9.022342e+05	1.443061e+06	2.349835e+06	1.234463e+06	7.000794e+05	7.657490e+05	1.255385e+06	1.040726e+06	1.464841e+05	1.081479e+05	5881.05
8.974308e+05	1.420826e+06	2.346722e+06	1.224162e+06	6.991638e+05	7.539425e+05	1.237200e+06	1.021942e+06	1.441801e+05	1.065454e+05	5881.90
8.971914e+05	1.403638e+06	2.322656e+06	1.215344e+06	6.865035e+05	7.454541e+05	1.219168e+06	1.014802e+06	1.436668e+05	1.064212e+05	5882.75
8.914907e+05	1.388058e+06	2.310395e+06	1.211417e+06	6.789269e+05	7.395507e+05	1.204376e+06	1.015291e+06	1.393734e+05	1.044583e+05	5883.60
8.873568e+05	1.387444e+06	2.313539e+06	1.212363e+06	6.810516e+05	7.330149e+05	1.196703e+06	1.016631e+06	1.391465e+05	1.035179e+05	5884.45
8.932932e+05	1.378562e+06	2.316908e+06	1.220883e+06	6.834312e+05	7.330227e+05	1.197624e+06	1.022160e+06	1.395331e+05	1.051835e+05	5885.30
8.993936e+05	1.385210e+06	2.307667e+06	1.232599e+06	6.910531e+05	7.359050e+05	1.200531e+06	1.033260e+06	1.412995e+05	1.093704e+05	5886.15
9.014056e+05	1.393464e+06	2.322409e+06	1.245472e+06	6.958570e+05	7.385521e+05	1.211083e+06	1.040938e+06	1.474998e+05	1.179719e+05	5887.00
9.056491e+05	1.398945e+06	2.310473e+06	1.244269e+06	7.069936e+05	7.516126e+05	1.218872e+06	1.038596e+06	1.571627e+05	1.349735e+05	5887.85
9.086875e+05	1.397526e+06	2.278319e+06	1.228454e+06	7.444918e+05	7.688379e+05	1.234940e+06	1.025680e+06	1.687446e+05	1.523313e+05	5888.70
8.956077e+05	1.380128e+06	2.227613e+06	1.194631e+06	7.486405e+05	7.669358e+05	1.235047e+06	1.000843e+06	1.752754e+05	1.579812e+05	5889.55
8.722425e+05	1.367598e+06	2.205983e+06	1.174421e+06	7.221233e+05	7.541218e+05	1.224180e+06	9.854919e+05	1.635280e+05	1.407964e+05	5890.40
8.733130e+05	1.373534e+06	2.218551e+06	1.186351e+06	6.835154e+05	7.472354e+05	1.211527e+06	9.963879e+05	1.477967e+05	1.167032e+05	5891.25
8.830247e+05	1.382025e+06	2.293843e+06	1.203017e+06	6.699405e+05	7.395066e+05	1.201120e+06	1.010081e+06	1.399609e+05	1.051577e+05	5892.10
8.858809e+05	1.380367e+06	2.326397e+06	1.210591e+06	6.556202e+05	7.334822e+05	1.192273e+06	1.014628e+06	1.407959e+05	1.058676e+05	5892.95
8.844697e+05	1.368436e+06	2.312664e+06	1.207509e+06	6.654157e+05	7.251556e+05	1.182310e+06	1.006751e+06	1.431920e+05	1.148811e+05	5893.80
8.871331e+05	1.348937e+06	2.263407e+06	1.194234e+06	6.779679e+05	7.254106e+05	1.178805e+06	1.002319e+06	1.473373e+05	1.286867e+05	5894.65
8.755014e+05	1.327093e+06	2.233809e+06	1.174391e+06	6.764222e+05	7.156776e+05	1.166725e+06	9.854396e+05	1.508043e+05	1.295443e+05	5895.50
8.634218e+05	1.310322e+06	2.205215e+06	1.164235e+06	6.776409e+05	7.115949e+05	1.156413e+06	9.805548e+05	1.448075e+05	1.209141e+05	5896.35
8.612847e+05	1.327264e+06	2.206744e+06	1.172611e+06	6.553348e+05	7.060916e+05	1.160361e+06	9.805886e+05	1.387832e+05	1.082675e+05	5897.20
8.628759e+05	1.343598e+06	2.244225e+06	1.185190e+06	6.500336e+05	7.086745e+05	1.162163e+06	9.931106e+05	1.360570e+05	1.037545e+05	5898.05
8.721277e+05	1.347281e+06	2.283574e+06	1.197248e+06	6.463877e+05	7.143465e+05	1.164779e+06	9.934332e+05	1.325574e+05	1.031710e+05	5898.90
8.734601e+05	1.347258e+06	2.283642e+06	1.202104e+06	6.477903e+05	7.116003e+05	1.166457e+06	9.931620e+05	1.331572e+05	1.016810e+05	5899.75
8.749440e+05	1.353242e+06	2.286854e+06	1.192582e+06	6.440065e+05	7.112602e+05	1.167660e+06	9.990793e+05	1.369306e+05	1.041852e+05	5900.60
8.764146e+05	1.358616e+06	2.283146e+06	1.189607e+06	6.549968e+05	7.134986e+05	1.170875e+06	1.003980e+06	1.363380e+05	1.045540e+05	5901.45
8.731871e+05	1.365179e+06	2.290496e+06	1.203603e+06	6.528046e+05	7.141209e+05	1.174857e+06	9.984921e+05	1.370635e+05	1.037635e+05	5902.30
8.755365e+05	1.370394e+06	2.306144e+06	1.212771e+06	6.502100e+05	7.161809e+05	1.179827e+06	9.997355e+05	1.349640e+05	1.066032e+05	5903.15
8.763418e+05	1.366679e+06	2.290903e+06	1.211649e+06	6.558297e+05	7.174344e+05	1.177686e+06	1.005196e+06	1.366284e+05	1.064292e+05	5904.00
8.743204e+05	1.373592e+06	2.279130e+06	1.201714e+06	6.610224e+05	7.203809e+05	1.182465e+06	1.000468e+06	1.363168e+05	1.066996e+05	5904.85
8.778455e+05	1.390233e+06	2.309121e+06	1.191110e+06	6.653997e+05	7.277688e+05	1.191851e+06	1.009162e+06	1.362731e+05	1.081099e+05	5905.70
8.814105e+05	1.396724e+06	2.298695e+06	1.199086e+06	6.625129e+05	7.273698e+05	1.195651e+06	1.005674e+06	1.392990e+05	1.090129e+05	5906.55
8.747845e+05	1.383022e+06	2.295117e+06	1.212953e+06	6.592766e+05	7.242086e+05	1.187419e+06	1.004043e+06	1.379015e+05	1.100965e+05	5907.40
8.733642e+05	1.368132e+06	2.290064e+06	1.204300e+06	6.530958e+05	7.194429e+05	1.178975e+06	1.005896e+06	1.371318e+05	1.043129e+05	5908.25
8.757402e+05	1.365864e+06	2.288124e+06	1.198654e+06	6.481297e+05	7.192758e+05	1.173833e+06	9.952384e+05	1.353235e+05	1.052761e+05	5909.10
8.740852e+05	1.369049e+06	2.300666e+06	1.203703e+06	6.554247e+05	7.190030e+05	1.178373e+06	1.004817e+06	1.350223e+05	1.053970e+05	5909.95
8.763896e+05	1.362009e+06	2.307051e+06	1.205292e+06	6.616835e+05	7.155419e+05	1.178512e+06	1.003838e+06	1.359133e+05	1.049804e+05	5910.80
8.758564e+05	1.368305e+06	2.293321e+06	1.198581e+06	6.542892e+05	7.177125e+05	1.173864e+06	9.968748e+05	1.341024e+05	1.047761e+05	5911.65
8.708808e+05	1.366831e+06	2.280037e+06	1.201213e+06	6.474352e+05	7.160259e+05	1.174546e+06	9.969799e+05	1.330392e+05	1.052043e+05	5912.50
8.735868e+05	1.364768e+06	2.289281e+06	1.200566e+06	6.423482e+05	7.179924e+05	1.175136e+06	1.005251e+06	1.338458e+05	1.070018e+05	5913.35
8.785515e+05	1.367562e+06	2.302647e+06	1.203986e+06	6.553550e+05	7.223741e+05	1.178578e+06	1.005497e+06	1.413019e+05	1.120204e+05	5914.20
8.789159e+05	1.368850e+06	2.291564e+06	1.203568e+06	6.553751e+05	7.219693e+05	1.182143e+06	1.006684e+06	1.423943e+05	1.144496e+05	5915.05
8.772049e+05	1.361227e+06	2.274514e+06	1.205416e+06	6.567888e+05	7.213629e+05	1.179269e+06	1.005499e+06	1.382938e+05	1.083150e+05	5915.90
8.771458e+05	1.361444e+06	2.289791e+06	1.201783e+06	6.486347e+05	7.174490e+05	1.171289e+06	1.005861e+06	1.334509e+05	1.048594e+05	5916.75
8.703316e+05	1.361337e+06	2.277412e+06	1.197615e+06	6.444472e+05	7.147194e+05	1.168807e+06	9.890820e+05	1.321153e+05	1.037875e+05	5917.60
8.681153e+05	1.356617e+06	2.260002e+06	1.181930e+06	6.481689e+05	7.080911e+05	1.168939e+06	9.925809e+05	1.315237e+05	1.029680e+05	5918.45
8.706646e+05	1.360878e+06	2.267397e+06	1.188387e+06	6.445413e+05	7.104536e+05	1.170567e+06	9.942695e+05	1.301550e+05	1.006957e+05	5919.30
8.703740e+05	1.369767e+06	2.270994e+06	1.202180e+06	6.489299e+05	7.135188e+05	1.168873e+06	9.967299e+05	1.338099e+05	1.049497e+05	5920.15
8.665241e+05	1.361015e+06	2.279076e+06	1.199023e+06	6.453506e+05	7.135976e+05	1.169385e+06	1.000906e+06	1.322234e+05	1.028108e+05	5921.00
8.678138e+05	1.358072e+06	2.268357e+06	1.193567e+06	6.427845e+05	7.103896e+05	1.171945e+06	9.959052e+05	1.318568e+05	1.039732e+05	5921.85
8.658429e+05	1.362008e+06	2.258616e+06	1.200871e+06	6.441544e+05	7.113849e+05	1.169634e+06	9.955892e+05	1.337437e+05	1.032550e+05	5922.70
8.681416e+05	1.353466e+06	2.272004e+06	1.187414e+06	6.510657e+05	7.153094e+05	1.168908e+06	9.821350e+05	1.365343e+05	1.046876e+05	5923.55
8.722683e+05	1.352019e+06	2.260995e+06	1.186396e+06	6.470877e+05	7.151139e+05	1.170434e+06	9.920374e+05	1.357242e+05	1.075231e+05	5924.40
8.683435e+05	1.362880e+06	2.268042e+06	1.198537e+06	6.512229e+05	7.107027e+05	1.174659e+06	9.922058e+05	1.328915e+05	1.075645e+05	5925.25
8.684396e+05	1.375342e+06	2.263752e+06	1.196617e+06	6.544215e+05	7.206273e+05	1.178410e+06	9.904823e+05	1.326477e+05	1.045658e+05	5926.10
8.753376e+05	1.395893e+06	2.282961e+06	1.199105e+06	6.664800e+05	7.314450e+05	1.194165e+06	1.000639e+06	1.342297e+05	1.025540e+05	5926.95
8.746501e+05	1.404679e+06	2.292024e+06	1.201700e+06	6.661373e+05	7.395179e+05	1.205026e+06	1.009925e+06	1.336862e+05	1.039949e+05	5927.80
8.734515e+05	1.393163e+06	2.280106e+06	1.209146e+06	6.654801e+05	7.350912e+05	1.200703e+06	1.006630e+06	1.339878e+05	1.017572e+05	5928.65
8.723978e+05	1.372013e+06	2.288167e+06	1.198156e+06	6.579938e+05	7.261131e+05	1.184374e+06	9.962603e+05	1.324244e+05	1.001272e+05	5929.50
8.743754e+05	1.374074e+06	2.268340e+06	1.199750e+06	6.606440e+05	7.332943e+05	1.189977e+06	9.970581e+05	1.347101e+05	1.023815e+05	5930.35
8.857176e+05	1.408550e+06	2.297995e+06	1.224604e+06	6.886378e+05	7.584503e+05	1.219329e+06	1.026345e+06	1.422922e+05	1.124257e+05	5931.20
8.950954e+05	1.429278e+06	2.319886e+06	1.227764e+06	6.964857e+05	7.695446e+05	1.232975e+06	1.028079e+06	1.463047e+05	1.200445e+05	5932.05
8.896604e+05	1.418976e+06	2.303733e+06	1.227482e+06	6.804893e+05	7.533439e+05	1.217463e+06	1.023482e+06	1.459692e+05	1.158300e+05	5932.90
8.747507e+05	1.379897e+06	2.299726e+06	1.196403e+06	6.568184e+05	7.298043e+05	1.188267e+06	1.006081e+06	1.380049e+05	1.083890e+05	5933.75
8.655488e+05	1.357590e+06	2.291347e+06	1.183234e+06	6.467564e+05	7.091922e+05	1.168926e+06	9.845610e+05	1.329751e+05	1.042726e+05	5934.60
8.637549e+05	1.355770e+06	2.259742e+06	1.178642e+06	6.508738e+05	7.091367e+05	1.168121e+06	9.738473e+05	1.324670e+05	1.032835e+05	5935.45
8.597118e+05	1.352311e+06	2.251492e+06	1.183289e+06	6.491029e+05	7.106111e+05	1.167494e+06	9.877626e+05	1.326263e+05	1.004749e+05	5936.30
8.597319e+05	1.356463e+06	2.255147e+06	1.183744e+06	6.475536e+05	7.087758e+05	1.171597e+06	9.874597e+05	1.315577e+05	1.040789e+05	5937.15
8.604617e+05	1.361896e+06	2.262718e+06	1.179788e+06	6.466064e+05	7.125523e+05	1.171888e+06	9.821070e+05	1.303544e+05	1.043294e+05	5938.00
8.606143e+05	1.370955e+06	2.265558e+06	1.187586e+06	6.599728e+05	7.171925e+05	1.177198e+06	9.935548e+05	1.315927e+05	1.028316e+05	5938.85
8.658694e+05	1.382941e+06	2.274258e+06	1.190659e+06	6.745795e+05	7.337057e+05	1.193376e+06	1.006195e+06	1.330868e+05	1.023936e+05	5939.70
8.718834e+05	1.416067e+06	2.295858e+06	1.208208e+06	6.876498e+05	7.614446e+05	1.220021e+06	1.017650e+06	1.359885e+05	1.018600e+05	5940.55
8.764864e+05	1.454500e+06	2.307735e+06	1.210788e+06	7.060149e+05	7.797878e+05	1.243792e+06	1.023915e+06	1.365037e+05	1.006340e+05	5941.40
8.779431e+05	1.454648e+06	2.322284e+06	1.203977e+06	6.886019e+05	7.684982e+05	1.237623e+06	1.015067e+06	1.364322e+05	1.023207e+05	5942.25
8.727467e+05	1.418947e+06	2.303156e+06	1.197980e+06	6.686933e+05	7.449998e+05	1.211725e+06	1.002326e+06	1.351754e+05	1.015770e+05	5943.10
8.630313e+05	1.392377e+06	2.278534e+06	1.186747e+06	6.554413e+05	7.217399e+05	1.189577e+06	9.922832e+05	1.344497e+05	1.026391e+05	5943.95
8.635964e+05	1.374199e+06	2.266807e+06	1.182165e+06	6.493951e+05	7.152038e+05	1.181716e+06	9.953498e+05	1.337948e+05	1.056402e+05	5944.80
8.658142e+05	1.367631e+06	2.251649e+06	1.176677e+06	6.469654e+05	7.132202e+05	1.179190e+06	9.877808e+05	1.343557e+05	1.031153e+05	5945.65
8.612335e+05	1.366063e+06	2.253359e+06	1.175150e+06	6.512235e+05	7.099629e+05	1.173494e+06	9.874843e+05	1.352190e+05	1.029956e+05	5946.50
8.600916e+05	1.351968e+06	2.227975e+06	1.174845e+06	6.483282e+05	7.064724e+05	1.165943e+06	9.810643e+05	1.323318e+05	1.001537e+05	5947.35
8.597646e+05	1.344426e+06	2.230744e+06	1.175041e+06	6.410271e+05	7.008698e+05	1.161881e+06	9.761542e+05	1.291733e+05	9.620459e+04	5948.20
8.574705e+05	1.344624e+06	2.245313e+06	1.165424e+06	6.374420e+05	7.037450e+05	1.160188e+06	9.726400e+05	1.267212e+05	9.904739e+04	5949.05
8.552440e+05	1.350979e+06	2.236183e+06	1.168377e+06	6.377595e+05	7.083037e+05	1.162327e+06	9.774852e+05	1.283768e+05	9.779185e+04	5949.90
8.600470e+05	1.353639e+06	2.226227e+06	1.170751e+06	6.431704e+05	7.126464e+05	1.168310e+06	9.777724e+05	1.319765e+05	1.007130e+05	5950.75
8.654089e+05	1.362969e+06	2.264578e+06	1.183916e+06	6.574434e+05	7.223465e+05	1.181474e+06	9.931425e+05	1.354773e+05	1.057790e+05	5951.60
8.731228e+05	1.377324e+06	2.258593e+06	1.191269e+06	6.676370e+05	7.352663e+05	1.191536e+06	1.005339e+06	1.384676e+05	1.131003e+05	5952.45
8.697016e+05	1.381936e+06	2.276117e+06	1.180142e+06	6.614392e+05	7.311891e+05	1.188608e+06	9.977786e+05	1.431047e+05	1.136277e+05	5953.30
8.721092e+05	1.376229e+06	2.262662e+06	1.184944e+06	6.510381e+05	7.189314e+05	1.182712e+06	9.857134e+05	1.403906e+05	1.098426e+05	5954.15
8.662267e+05	1.363680e+06	2.261033e+06	1.186596e+06	6.540086e+05	7.139609e+05	1.176037e+06	9.830190e+05	1.352439e+05	1.035222e+05	5955.00
8.683747e+05	1.376726e+06	2.275834e+06	1.219367e+06	6.906291e+05	7.268544e+05	1.200259e+06	1.012439e+06	1.366599e+05	1.023811e+05	5955.85
8.993941e+05	1.449037e+06	2.291389e+06	1.327320e+06	7.487935e+05	7.784814e+05	1.305992e+06	1.117339e+06	1.443773e+05	1.051148e+05	5956.70
9.374426e+05	1.560812e+06	2.339860e+06	1.423147e+06	8.163129e+05	8.415248e+05	1.464233e+06	1.275779e+06	1.538124e+05	1.072499e+05	5957.55
9.566236e+05	1.626273e+06	2.388237e+06	1.454770e+06	8.192111e+05	8.721604e+05	1.560975e+06	1.336788e+06	1.571861e+05	1.085364e+05	5958.40
9.293066e+05	1.577710e+06	2.363603e+06	1.387102e+06	7.631101e+05	8.393780e+05	1.489187e+06	1.261474e+06	1.464062e+05	1.085562e+05	5959.25
8.914009e+05	1.465443e+06	2.307979e+06	1.268959e+06	6.968426e+05	7.742952e+05	1.331925e+06	1.113949e+06	1.367159e+05	1.064441e+05	5960.10
8.689240e+05	1.386037e+06	2.258990e+06	1.212417e+06	6.626823e+05	7.255172e+05	1.215704e+06	1.025684e+06	1.352890e+05	1.024977e+05	5960.95
8.561608e+05	1.356443e+06	2.229240e+06	1.186949e+06	6.451520e+05	7.142788e+05	1.177893e+06	9.943335e+05	1.311776e+05	1.028015e+05	5961.80
8.531821e+05	1.354910e+06	2.226142e+06	1.175026e+06	6.440044e+05	7.066162e+05	1.171649e+06	9.872804e+05	1.313277e+05	1.010533e+05	5962.65
8.572833e+05	1.351120e+06	2.231041e+06	1.169122e+06	6.496991e+05	7.071299e+05	1.168820e+06	9.864440e+05	1.337713e+05	1.012232e+05	5963.50
8.529909e+05	1.349099e+06	2.210665e+06	1.176887e+06	6.440227e+05	7.056026e+05	1.163436e+06	9.824065e+05	1.325830e+05	9.977974e+04	5964.35
8.527943e+05	1.347147e+06	2.229520e+06	1.170004e+06	6.402999e+05	7.050531e+05	1.161571e+06	9.788544e+05	1.294090e+05	1.017099e+05	5965.20
8.519919e+05	1.350145e+06	2.212959e+06	1.160122e+06	6.434728e+05	7.065259e+05	1.163903e+06	9.736633e+05	1.326109e+05	9.982706e+04	5966.05
8.543572e+05	1.342903e+06	2.216971e+06	1.160258e+06	6.457080e+05	7.045898e+05	1.161299e+06	9.705357e+05	1.317204e+05	9.927864e+04	5966.90
8.535128e+05	1.346472e+06	2.212638e+06	1.167624e+06	6.458469e+05	7.053239e+05	1.163150e+06	9.692463e+05	1.320323e+05	9.974247e+04	5967.75
8.563261e+05	1.349389e+06	2.219680e+06	1.164157e+06	6.367768e+05	7.051802e+05	1.166523e+06	9.737365e+05	1.319723e+05	1.022020e+05	5968.60
8.585892e+05	1.353501e+06	2.238270e+06	1.167233e+06	6.438718e+05	7.101259e+05	1.168099e+06	9.745451e+05	1.347651e+05	1.006352e+05	5969.45
8.587510e+05	1.352698e+06	2.227085e+06	1.164643e+06	6.500548e+05	7.119758e+05	1.169764e+06	9.838151e+05	1.327755e+05	1.039363e+05	5970.30
8.493755e+05	1.355300e+06	2.215448e+06	1.152888e+06	6.410258e+05	7.076691e+05	1.166281e+06	9.676039e+05	1.305942e+05	1.042571e+05	5971.15
8.474206e+05	1.347626e+06	2.211006e+06	1.160734e+06	6.359779e+05	7.068782e+05	1.163362e+06	9.742394e+05	1.314883e+05	1.020763e+05	5972.00
8.433530e+05	1.357151e+06	2.231677e+06	1.164392e+06	6.369911e+05	7.036095e+05	1.165804e+06	9.699230e+05	1.318075e+05	1.019198e+05	5972.85
8.506185e+05	1.353200e+06	2.218764e+06	1.160255e+06	6.391368e+05	7.046146e+05	1.163638e+06	9.703281e+05	1.324170e+05	1.006369e+05	5973.70
8.538398e+05	1.344998e+06	2.208775e+06	1.168454e+06	6.409707e+05	7.038465e+05	1.162572e+06	9.747834e+05	1.297587e+05	1.021408e+05	5974.55
8.478609e+05	1.345896e+06	2.210060e+06	1.170009e+06	6.364106e+05	7.048512e+05	1.165579e+06	9.741651e+05	1.314998e+05	1.025849e+05	5975.40
8.490392e+05	1.356594e+06	2.230298e+06	1.187265e+06	6.544830e+05	7.122970e+05	1.170303e+06	9.788019e+05	1.360009e+05	1.068833e+05	5976.25
8.687983e+05	1.387395e+06	2.245158e+06	1.243007e+06	7.157572e+05	7.362632e+05	1.210566e+06	1.032394e+06	1.421859e+05	1.049368e+05	5977.10
9.159589e+05	1.500231e+06	2.290623e+06	1.397603e+06	8.196251e+05	8.120150e+05	1.371062e+06	1.214320e+06	1.559965e+05	1.067033e+05	5977.95
9.741555e+05	1.645310e+06	2.379396e+06	1.536044e+06	9.142811e+05	8.966341e+05	1.560975e+06	1.398926e+06	1.723133e+05	1.114560e+05	5978.80
9.811574e+05	1.670992e+06	2.389435e+06	1.542427e+06	8.911986e+05	9.010623e+05	1.594466e+06	1.429921e+06	1.729278e+05	1.126643e+05	5979.65
9.381352e+05	1.551035e+06	2.314261e+06	1.378372e+06	7.886702e+05	8.237994e+05	1.430889e+06	1.242691e+06	1.583705e+05	1.076504e+05	5980.50
8.812275e+05	1.416070e+06	2.253700e+06	1.225447e+06	6.867960e+05	7.400743e+05	1.247567e+06	1.046543e+06	1.401736e+05	1.015636e+05	5981.35
8.536255e+05	1.363149e+06	2.220302e+06	1.176560e+06	6.575729e+05	7.119481e+05	1.181593e+06	9.818999e+05	1.360416e+05	1.004432e+05	5982.20
8.499375e+05	1.350534e+06	2.222119e+06	1.156869e+06	6.414449e+05	7.042122e+05	1.168000e+06	9.662063e+05	1.299467e+05	9.754159e+04	5983.05
8.479310e+05	1.345862e+06	2.205786e+06	1.154252e+06	6.403420e+05	7.028906e+05	1.166189e+06	9.636363e+05	1.293733e+05	9.655614e+04	5983.90
8.467101e+05	1.343188e+06	2.214931e+06	1.156536e+06	6.328391e+05	7.012313e+05	1.159876e+06	9.672877e+05	1.297266e+05	9.702643e+04	5984.75
8.487381e+05	1.343550e+06	2.206323e+06	1.157410e+06	6.380794e+05	7.030971e+05	1.158445e+06	9.830954e+05	1.293821e+05	9.650203e+04	5985.60
8.494341e+05	1.348050e+06	2.220083e+06	1.161622e+06	6.494705e+05	7.025624e+05	1.165263e+06	9.794465e+05	1.300090e+05	9.551619e+04	5986.45
8.524720e+05	1.348320e+06	2.213837e+06	1.178009e+06	6.541386e+05	7.090068e+05	1.170242e+06	9.799268e+05	1.325342e+05	9.802394e+04	5987.30
8.512743e+05	1.347563e+06	2.210728e+06	1.174011e+06	6.542328e+05	7.077345e+05	1.168609e+06	9.841786e+05	1.313574e+05	9.790952e+04	5988.15
8.469521e+05	1.348789e+06	2.213693e+06	1.159195e+06	6.380354e+05	7.052204e+05	1.164774e+06	9.726619e+05	1.321741e+05	9.774365e+04	5989.00
8.493089e+05	1.347709e+06	2.212299e+06	1.163719e+06	6.385854e+05	7.012653e+05	1.163317e+06	9.638949e+05	1.313061e+05	9.690209e+04	5989.85
8.398648e+05	1.356973e+06	2.202214e+06	1.160114e+06	6.344206e+05	7.018496e+05	1.165719e+06	9.752919e+05	1.314718e+05	9.641347e+04	5990.70
8.443627e+05	1.349400e+06	2.215006e+06	1.163363e+06	6.447512e+05	7.048414e+05	1.166611e+06	9.719731e+05	1.295698e+05	9.647293e+04	5991.55
8.460410e+05	1.339779e+06	2.224812e+06	1.153322e+06	6.344581e+05	7.032948e+05	1.161387e+06	9.714839e+05	1.284378e+05	9.758219e+04	5992.40
8.473794e+05	1.351174e+06	2.209681e+06	1.153044e+06	6.321372e+05	7.053736e+05	1.164910e+06	9.679024e+05	1.288767e+05	9.669343e+04	5993.25
8.456082e+05	1.349067e+06	2.199308e+06	1.152242e+06	6.463646e+05	7.014870e+05	1.165576e+06	9.618451e+05	1.276049e+05	9.697307e+04	5994.10
8.453190e+05	1.346036e+06	2.208590e+06	1.157582e+06	6.444260e+05	7.032954e+05	1.166104e+06	9.630722e+05	1.267760e+05	9.801468e+04	5994.95
8.431208e+05	1.351773e+06	2.198913e+06	1.152631e+06	6.380980e+05	7.035245e+05	1.164975e+06	9.622456e+05	1.276440e+05	1.007474e+05	5995.80
8.473726e+05	1.349798e+06	2.206688e+06	1.150135e+06	6.368839e+05	7.043760e+05	1.163680e+06	9.554564e+05	1.278769e+05	9.889614e+04	5996.65
8.452967e+05	1.345992e+06	2.205104e+06	1.155834e+06	6.420848e+05	7.018013e+05	1.164829e+06	9.638771e+05	1.285601e+05	9.814062e+04	5997.50
8.462745e+05	1.349856e+06	2.198304e+06	1.155094e+06	6.494876e+05	7.019665e+05	1.167342e+06	9.645913e+05	1.317038e+05	9.732981e+04	5998.35
8.524605e+05	1.359719e+06	2.199819e+06	1.170217e+06	6.753886e+05	7.103572e+05	1.186107e+06	9.793462e+05	1.335080e+05	9.779513e+04	5999.20
8.572482e+05	1.381265e+06	2.223954e+06	1.184469e+06	6.791154e+05	7.246253e+05	1.207610e+06	9.894842e+05	1.311766e+05	9.863896e+04	6000.05
8.568463e+05	1.377874e+06	2.216015e+06	1.187331e+06	6.631154e+05	7.197162e+05	1.205493e+06	9.929460e+05	1.312312e+05	9.913027e+04	6000.90
8.508358e+05	1.369010e+06	2.210788e+06	1.170519e+06	6.453909e+05	7.134792e+05	1.189281e+06	9.854091e+05	1.292302e+05	9.770339e+04	6001.75
8.472710e+05	1.353284e+06	2.209213e+06	1.149726e+06	6.271855e+05	7.057865e+05	1.173228e+06	9.767520e+05	1.301841e+05	9.873983e+04	6002.60
8.473946e+05	1.350478e+06	2.191857e+06	1.149404e+06	6.380841e+05	7.046958e+05	1.165591e+06	9.631871e+05	1.298564e+05	9.962572e+04	6003.45
8.484027e+05	1.345158e+06	2.196991e+06	1.149379e+06	6.333584e+05	7.074374e+05	1.164335e+06	9.620220e+05	1.290127e+05	9.935906e+04	6004.30
8.512218e+05	1.341722e+06	2.205474e+06	1.154839e+06	6.343029e+05	7.049862e+05	1.162456e+06	9.667947e+05	1.280816e+05	9.735984e+04	6005.15
8.467137e+05	1.343371e+06	2.195412e+06	1.154436e+06	6.377964e+05	7.028388e+05	1.166676e+06	9.746799e+05	1.284797e+05	9.601163e+04	6006.00
8.439901e+05	1.351727e+06	2.191453e+06	1.144832e+06	6.308053e+05	7.004136e+05	1.164723e+06	9.698595e+05	1.271914e+05	9.385877e+04	6006.85
8.395324e+05	1.347382e+06	2.195486e+06	1.152671e+06	6.382068e+05	7.010788e+05	1.164213e+06	9.652651e+05	1.246210e+05	9.553906e+04	6007.70
8.418045e+05	1.340412e+06	2.179068e+06	1.148026e+06	6.384912e+05	6.967791e+05	1.160587e+06	9.757145e+05	1.256696e+05	9.479223e+04	6008.55
8.416741e+05	1.337681e+06	2.204499e+06	1.148541e+06	6.390068e+05	7.016689e+05	1.160241e+06	9.679667e+05	1.274695e+05	9.744125e+04	6009.40
8.410875e+05	1.339600e+06	2.208407e+06	1.154231e+06	6.375606e+05	7.000016e+05	1.158985e+06	9.659633e+05	1.256784e+05	9.467542e+04	6010.25
8.421215e+05	1.339748e+06	2.203645e+06	1.143373e+06	6.350522e+05	6.994499e+05	1.164352e+06	9.622833e+05	1.252793e+05	9.540283e+04	6011.10
8.414209e+05	1.346083e+06	2.203048e+06	1.139486e+06	6.232803e+05	6.977726e+05	1.165205e+06	9.683922e+05	1.232667e+05	9.551314e+04	6011.95
8.401331e+05	1.336452e+06	2.192381e+06	1.145375e+06	6.367490e+05	6.988904e+05	1.161853e+06	9.664580e+05	1.254615e+05	9.267148e+04	6012.80
8.439844e+05	1.340555e+06	2.189154e+06	1.150564e+06	6.372824e+05	6.991900e+05	1.163630e+06	9.654230e+05	1.295551e+05	9.583429e+04	6013.65
