Y Median	Y Upper Quartile	Y Lower Quartile	Count	X Center	X Mean	Y Std	Y Mean
0.009910776578756067	0.1454126960881439	-0.12448678205077843	825	3.6216678344652173	3.622078235699863	0.24086376581117944	0.010730086333491502
0.0030503972784910243	0.12690044851862117	-0.13334948825213452	1112	3.660883520739727	3.6614810460851444	0.25411224688888906	7.597547155365015e-05
-0.0003357687948366342	0.13175807185918864	-0.12471070192906737	1284	3.700099207014237	3.7010513014382758	0.24101071162475848	0.0070231938208777985
0.0021182716154692326	0.13253736308249864	-0.12110328548508897	1686	3.7393148932887468	3.740159484556991	0.2356764526621915	0.007717933066594144
-0.001256742840126457	0.13878018515572815	-0.12567147338747617	2010	3.778530579563257	3.779008111802878	0.2375177882579179	0.009876150364002533
0.007000766538154379	0.13312320529451016	-0.11768731708339542	2587	3.8177462658377666	3.8182768089126125	0.23647957665902847	0.009754340549698405
-0.0021528549799056935	0.1192922517455449	-0.11899642470871899	3236	3.856961952112276	3.8577604433265087	0.21922445025548656	0.0040197360494400305
0.011108859594016272	0.1252554856384333	-0.10770435318138614	4004	3.896177638386786	3.8972855513562927	0.22291155069270802	0.013038698419934124
0.006246050182667114	0.11860002934835023	-0.1064844925863573	5242	3.9353933246612955	3.9362206654037255	0.21103863130758604	0.005610365471127436
0.006743324673402126	0.11343453411352258	-0.10393322369817293	6807	3.9746090109358057	3.9755309275550026	0.20727968374720887	0.00804323000985263
0.0045538896508255135	0.10772271127428534	-0.0944312584748814	8839	4.013824697210316	4.014636351517574	0.19424220258248637	0.00853781215589391
0.004104757113268018	0.10147887153835772	-0.09318787984127357	11321	4.053040383484825	4.053918284781352	0.18573874183987038	0.005132684962485935
0.004302201838124895	0.09840191283653782	-0.08946571769044948	14825	4.092256069759335	4.093166275733507	0.17900084284766066	0.0061879574723433745
0.005725371887027414	0.09600534504742361	-0.08534772411615865	19887	4.131471756033845	4.132463132320306	0.1669700871593717	0.005994942079898691
0.005820258354651874	0.09161634656995818	-0.08198242930164712	26313	4.170687442308354	4.171546848751918	0.1589838276579202	0.005251990749186423
0.006455283266884503	0.08819584420886085	-0.07641008063481133	33617	4.209903128582864	4.210774742667716	0.1489299294750467	0.006382470964339893
0.005480179374533783	0.08480327144894502	-0.07291377484282556	43120	4.249118814857374	4.249888660759877	0.1423337686752243	0.005864904027541632
0.005677652467059845	0.08162525116090029	-0.07022077597849785	53625	4.288334501131884	4.288927758693457	0.13648573788064622	0.006312712444155374
0.0041893719939226064	0.07791663417524144	-0.06774479508766516	64126	4.327550187406394	4.328064774233524	0.12980565767098504	0.005973514598668156
0.004427026123235511	0.0743744611242109	-0.06506726759592818	72768	4.366765873680904	4.3671797861963375	0.12419019023713447	0.006310623572631173
0.004597440331924664	0.07064995467235938	-0.06202287991711899	79945	4.405981559955413	4.406231759575665	0.11915948562657905	0.005977021190374332
0.0029306063352931245	0.06670221708125763	-0.06024789286251053	84819	4.445197246229924	4.445332420707923	0.11327472507868264	0.005064078784328317
0.0030551906712035313	0.06512460310841471	-0.057576839571555447	87003	4.4844129325044335	4.484470463040703	0.10938927949642073	0.005896944878175378
0.0028809885891485573	0.06306113311207898	-0.0556768761946609	87321	4.523628618778943	4.523611520173122	0.10568786950355107	0.005896815223804979
0.003057546259686285	0.06228129599142988	-0.05426950011991479	85422	4.562844305053453	4.5627373763748444	0.10382873260444384	0.006653422496536908
0.003019282710287245	0.06111015522094387	-0.05383220286776154	81729	4.6020599913279625	4.601907540465096	0.1016152874577278	0.006060030296493443
0.002951731411373202	0.05998260453134221	-0.05320083198228952	75716	4.641275677602472	4.64103727969467	0.09941255734731753	0.005932871319081971
0.001097896141170328	0.057253326354280376	-0.053136892194530654	67952	4.680491363876982	4.680050154258207	0.09609733862975402	0.004322315156692967
0.0014667607258559022	0.05764697035291836	-0.0519246225729	62135	4.7197070501514915	4.719466589487835	0.09471194460239017	0.0051914597734350285
0.0005909875972705325	0.054465005778496084	-0.05155133693172309	59783	4.758922736426001	4.758980554119741	0.09121584193165448	0.0038821060135693954
0.0006424625708185464	0.052513817997967366	-0.05078832720677087	62017	4.798138422700512	4.798277464248351	0.08787979903679277	0.0033376573171124747
0.0008891326418900953	0.052246685665915046	-0.0500871617286892	64782	4.837354108975021	4.837471778960098	0.08659667787296704	0.0033514605513733564
-0.0005250954841540022	0.05099696115927574	-0.050839702762652345	68039	4.876569795249531	4.876685523453636	0.08513494086969636	0.0023354037784156212
4.9449988669348464e-05	0.05177830821603589	-0.0502104203514038	71732	4.915785481524041	4.915906046521418	0.08591790894773482	0.003063873967185113
0.0006092069398712866	0.05221694830470303	-0.050107308185609614	71963	4.955001167798551	4.954920538610129	0.08689195734258774	0.003398080625897762
