T([S III])	T1	T2	T3
5098.0392156862745	126403362.1875	13396038.5	27139973.0
5294.117647058823	211718983.34375	12039557.25	33049289.0
5490.196078431372	341659175.90625	23263992.5	18410066.5
5686.274509803921	428346979.0625	24455998.5	19148700.0
5882.35294117647	716866799.15625	0.0	0.0
6078.431372549019	1072805804.25	0.0	0.0
6274.509803921568	1934773312.4375	51109489.5	0.0
6470.588235294118	3354002227.625	14469166.0	21190156.0
6666.666666666667	5749183157.515625	16050615.0	18232781.0
6862.745098039216	9900457205.0625	60737237.5	44451003.0
7058.823529411765	17552014223.375	333122580.5	36719314.0
7254.901960784314	30249127357.96875	2226298665.5	217690798.0
7450.980392156863	53008009406.4375	6091391584.125	947667330.0
7647.058823529413	92208269914.5625	22865302130.25	4933532939.0
7843.137254901962	147377132717.5	79563495138.75	15860914095.0
8039.2156862745105	199097154366.9375	205401199640.5	60464841165.0
8235.29411764706	209529414874.15625	322539732989.5	182775873492.75
8431.372549019608	149989959117.60938	274471166692.75	300168270648.0
8627.450980392157	82889102693.64062	135612135594.75	275452728983.75
8823.529411764706	37274889478.09375	41275454651.0	153182514297.25
9019.607843137255	14560812551.84375	8159246957.5	55076452236.0
9215.686274509804	6109576143.03125	1757081386.0	13581995924.75
9411.764705882353	2947663033.03125	530849067.5	2393760191.75
9607.843137254902	1483917121.34375	415221805.25	1138660127.0
9803.921568627451	742198295.46875	258113588.0	774906223.75
10000.0	429532794.125	84301689.5	299119479.0
10196.078431372549	294596848.875	154461689.0	457142796.0
10392.1568627451	193953472.875	109617222.5	422525608.0
10588.235294117649	126962352.625	118332008.0	342144806.5
10784.313725490198	116827071.5625	83043458.0	218674362.0
10980.392156862747	70436977.78125	105418336.0	202888491.0
11176.470588235296	72368504.265625	124840482.0	242060879.0
11372.549019607844	59874953.1875	50218026.0	215804722.0
11568.627450980393	34912636.8125	41725093.5	226513317.0
11764.705882352942	15387240.9375	72708903.0	92393486.5
11960.784313725491	19392848.625	0.0	21901298.5
12156.86274509804	28174578.71875	15517803.0	202222477.0
12352.94117647059	24084843.34375	30058747.0	25073569.0
12549.019607843138	15453366.90625	25440544.5	27038230.0
12745.098039215687	7901538.5625	12928986.5	38038952.0
12941.176470588236	17758634.28125	24405539.0	0.0
13137.254901960785	4897353.28125	47970429.5	22271901.0
13333.333333333334	3727884.8125	0.0	39099400.0
13529.411764705883	614569.59375	0.0	26631411.0
13725.490196078432	4496509.03125	16243339.0	49051684.0
13921.56862745098	13443660.40625	0.0	18775795.5
14117.64705882353	9805886.03125	0.0	37893878.0
14313.725490196079	950437.90625	16802587.0	0.0
14509.803921568628	1535167.84375	15909959.5	0.0
14705.882352941177	10646349.65625	0.0	0.0
14901.960784313726	1907263.3125	0.0	17591988.5
