T([S III])	T1	T2	T3
5098.0392156862745	82280094.05664062	6039452.46875	12701949.375
5294.117647058823	127139913.91601562	9205939.0625	18894104.625
5490.196078431372	186634321.5234375	19122796.84375	0.0
5686.274509803921	241438821.96289062	21271759.546875	0.0
5882.35294117647	375904648.86816406	0.0	0.0
6078.431372549019	576081212.4472656	0.0	0.0
6274.509803921568	958516401.0839844	15622654.8125	10979832.1875
6470.588235294118	1626506177.6582031	7597715.125	17353844.9375
6666.666666666667	2799556513.0771484	8205664.1875	11207322.0
6862.745098039216	4808306959.878906	21044869.125	34275804.3125
7058.823529411765	8475841592.0390625	199102073.875	37975155.5
7254.901960784314	14870093779.47461	1311910616.65625	222064096.3125
7450.980392156863	25870760938.21875	3967216072.40625	980606019.0625
7647.058823529413	45103490622.01172	14745594377.46875	4362957611.1875
7843.137254901962	72517026047.44043	47568541863.6875	14940960591.78125
8039.2156862745105	101616711766.63477	109206958458.46875	53282880182.28125
8235.29411764706	114779189488.09766	161420858447.78125	125594871849.0625
8431.372549019608	89310911160.38867	140167736100.71875	162056357874.46875
8627.450980392157	51225922848.88086	77652232092.46875	120869169705.65625
8823.529411764706	22483564347.48828	26745915747.1875	60078228355.90625
9019.607843137255	8125351973.808594	5935848164.3125	21623058339.625
9215.686274509804	3271259014.3066406	1115443655.40625	5410250102.75
9411.764705882353	1581948082.3066406	183381766.5625	1230568789.0
9607.843137254902	805337816.2304688	65708551.0	757010608.75
9803.921568627451	419869774.3671875	48841038.125	537173718.375
10000.0	254845731.59375	35701353.4375	184235625.4375
10196.078431372549	184768386.50585938	23328897.8125	257301747.1875
10392.1568627451	122494287.73242188	60904919.4375	126265365.625
10588.235294117649	95548261.73242188	15778566.75	183267759.5
10784.313725490198	85456497.55078125	30328799.375	103105782.0
10980.392156862747	65697521.537109375	40551110.8125	100405480.125
11176.470588235296	66139383.283203125	25396175.375	84557488.75
11372.549019607844	49294233.736328125	15319468.875	92875663.8125
11568.627450980393	28867979.818359375	25917237.125	12544726.125
11764.705882352942	22074296.390625	9138733.5	32739813.0
11960.784313725491	18438497.9765625	0.0	17214797.375
12156.86274509804	21184186.771484375	8787395.9375	15076724.0
12352.94117647059	16881370.6171875	0.0	0.0
12549.019607843138	17884612.578125	0.0	10638161.25
12745.098039215687	7408385.505859375	0.0	25421071.875
12941.176470588236	16793522.146484375	0.0	0.0
13137.254901960785	4471503.96875	0.0	0.0
13333.333333333334	3117604.48828125	0.0	0.0
13529.411764705883	3240626.24609375	0.0	0.0
13725.490196078432	4397396.53125	0.0	0.0
13921.56862745098	9829421.1171875	0.0	0.0
14117.64705882353	6701418.294921875	0.0	19122330.125
14313.725490196079	1541406.119140625	0.0	0.0
14509.803921568628	1469801.525390625	0.0	0.0
14705.882352941177	6278961.423828125	0.0	0.0
14901.960784313726	1453031.06640625	0.0	0.0
