[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	241872011.0410954	64619673.85178568	28516391.84769386
-1.4117647058823528	272986835.33366543	97042877.25209558	27905493.610437572
-1.3529411764705883	311422366.8595165	105817417.73583092	39361959.44902365
-1.2941176470588234	336704060.88114107	132933098.28724927	45791951.300061636
-1.2352941176470589	356678655.47153956	158413278.74439126	53392730.31901644
-1.176470588235294	399017969.9845519	172618648.90675372	78269452.23648477
-1.1176470588235294	418681408.0370298	196617459.47069293	68670688.98275453
-1.0588235294117647	435505173.4036784	224371836.77458838	67225348.29525462
-1.0	475616432.0373574	233290050.08080393	92728505.44396442
-0.9411764705882353	505881521.75049305	258861729.6206411	98266260.66392508
-0.8823529411764706	516561618.1767704	305745819.45998627	103590817.10126543
-0.8235294117647058	562562753.6076702	332103661.55049783	123658820.6215769
-0.7647058823529412	606115308.5312055	346409688.1997815	144257711.23264396
-0.7058823529411765	653436088.6714522	377431482.06091446	164711730.1345513
-0.6470588235294118	712256311.3664058	500883310.1464976	240949436.98515058
-0.5882352941176471	764216861.412359	562636515.6733196	324323644.8813702
-0.5294117647058824	880956397.4468151	678348483.4062688	419570108.8076816
-0.47058823529411764	955323692.1817546	847675662.7436652	595831902.1714884
-0.4117647058823529	1059659176.2759312	1087735687.916623	854971806.9568446
-0.3529411764705882	1230302619.8027594	1306331282.9218197	1200573326.1846313
-0.2941176470588235	1338813587.482477	1686405119.0148654	1680497249.962789
-0.23529411764705876	1479752312.1548035	2005184808.287007	2251208006.4607835
-0.17647058823529405	1587831407.5219448	2359245275.4466023	2951605679.66623
-0.11764705882352944	1705231317.0453258	2669564392.45852	3416214473.398999
-0.05882352941176483	1762624807.879538	2932497516.9608016	3995644816.48911
-1.1102230246251565e-16	1825591328.3836932	3003952300.157731	4063223780.226302
0.05882352941176461	1764076805.233443	2948524919.881361	3994953589.6512575
0.11764705882352933	1725877415.4027114	2776488015.242232	3383537887.6454535
0.17647058823529405	1657707193.1074455	2438999818.1589184	2620619631.159854
0.23529411764705876	1552240831.0498302	2104055335.6783166	1974974059.122048
0.2941176470588235	1411000656.7091556	1802966558.1425571	1511285412.3113103
0.3529411764705882	1263946426.0173957	1405329202.251456	1087205498.0187094
0.4117647058823529	1165606151.3125446	1095852931.1223161	749679877.4437574
0.47058823529411764	981204657.1659214	888195248.8408053	529170747.711082
0.5294117647058822	900801163.1548954	692348818.2318373	363394404.1928372
0.588235294117647	803393954.9783553	531332225.2539468	295558238.5547788
0.6470588235294117	716454096.1037961	382347058.7274768	207003973.224277
0.7058823529411764	626658930.8432859	350526451.92132425	122254014.2845537
0.7647058823529411	558245769.5126837	265278408.33136278	112551744.96360502
0.8235294117647058	494429383.22126037	246213120.09199938	77733284.3570008
0.8823529411764706	430215025.81281507	193692293.4485296	63202819.32297417
0.9411764705882353	418981032.1715645	164292218.42782745	43864012.52327037
1.0	374763381.3295889	142224428.04103225	30791034.645311803
1.0588235294117647	374350556.7285089	128628565.13852137	19032146.71733853
1.1176470588235294	331598320.42514133	108823356.39229667	15313835.717185747
1.1764705882352942	297352884.83174133	76901192.42860892	19109716.927086703
1.2352941176470589	284186355.8231852	67560634.6312123	17635124.507947527
1.2941176470588234	234549884.4280987	51918914.1295668	9796361.67876454
1.352941176470588	234742403.66973358	47260491.25727187	10638580.844389573
1.4117647058823528	218320309.0406956	36463542.99773094	5219149.8159000855
1.4705882352941175	182182701.97727263	29678235.20712922	2930519.3154913317
