[S III] Delta T	T1	T2	T3
-4901.9607843137255	13865822.75584909	17663017.125710223	18463595.807973385
-4705.882352941177	19843833.190843653	13177170.275892157	22885911.430035017
-4509.803921568628	9000577.254642537	6712622.97220505	10940105.495859498
-4313.725490196079	11133343.308666741	1796872.5371551397	13951278.746629417
-4117.64705882353	4726030.35464929	9211450.928293323	6845035.241313861
-3921.5686274509803	5505583.343696939	4355760.641273636	9959177.212037222
-3725.490196078431	4430406.30245067	11879375.543855906	0.0
-3529.411764705882	3818530.0897693937	8206060.913636571	6900056.19262269
-3333.333333333333	4466700.134391395	3531233.3334833407	3436319.3726381203
-3137.254901960784	4931292.859319252	4569254.183531618	7436049.3137863
-2941.176470588235	4884955.956057318	11569708.396127267	18156219.35636066
-2745.098039215686	12428087.146213457	2981380.0454120184	7767073.009356898
-2549.0196078431372	4553270.267575962	16108829.295466602	14800223.83862567
-2352.9411764705883	5053276.929193689	8869219.383026743	11577294.033188289
-2156.862745098039	11613033.565994939	17953633.540790875	29651022.544791393
-1960.78431372549	12068179.377739983	12465015.276276398	18673997.24887632
-1764.705882352941	10931361.901611175	8751044.528914148	27972585.565287154
-1568.627450980392	14785075.510520238	19580949.32684563	10741574.136123702
-1372.5490196078429	17436995.98981893	22913483.369676955	32277518.956933547
-1176.4705882352937	25776396.32991224	32218103.924956627	51486819.95311855
-980.3921568627447	105626685.65461521	62285030.2612089	113529748.45969637
-784.3137254901958	306198180.0638005	248666300.96839708	221278134.6830833
-588.2352941176468	865125979.7331972	713350351.3472857	545824380.6153533
-392.1568627450979	2137887012.239039	2005839080.027428	1602157681.2996254
-196.07843137254895	4009860112.4230747	4563252663.663705	4432233040.342837
0.0	5163128472.277988	6434887146.325771	7086170253.93262
196.0784313725494	3976239752.2444086	4529823685.776026	4770628058.010402
392.1568627450988	2110671213.555488	1884359950.2218955	1748149122.0595348
588.2352941176478	1006430076.5912793	760913855.0770632	447872626.93691295
784.3137254901967	476739201.1762944	325015069.58732486	189594591.31949916
980.3921568627457	286551264.80016714	148677635.84126133	67805506.34212469
1176.4705882352946	239174585.59750667	98957102.52386752	36772756.680915914
1372.5490196078435	166139198.2907397	118777975.17382254	49586547.22050565
1568.6274509803925	173046506.08003163	73007460.20748097	20248081.160191145
1764.7058823529414	181265499.5695659	66707566.34129454	32287103.596739434
1960.7843137254904	145984563.66750038	66587507.84107876	25192581.269510284
2156.8627450980393	100812979.78524368	51506073.156100675	28603122.267411895
2352.9411764705887	60737917.310653254	28621576.7038421	28112436.21416774
2549.019607843138	39360089.22729289	11884784.797587205	17575758.644058987
2745.098039215687	27854144.115168445	23532073.76997046	10621658.178510612
2941.176470588236	12809684.336093662	17436298.889235023	14777933.56179339
3137.254901960785	11921118.347547745	5658844.357821519	13324032.320963178
3333.333333333334	13560525.109792178	10539242.484361604	11585701.797950987
3529.411764705883	9701103.970714135	12566323.571265358	0.0
3725.490196078432	2721803.24167043	2670988.2574308016	0.0
3921.568627450981	5173755.060823549	2043565.2314739553	12017887.683871605
4117.64705882353	2638400.272848934	3991583.6420157575	3828173.792297453
4313.725490196079	5718027.755264292	15084612.664157417	0.0
4509.803921568628	10105070.255668877	8106258.625092886	4020474.5757423877
4705.882352941177	15943270.41139282	1696048.894985907	7441238.831627831
4901.9607843137255	8034879.127767757	10531292.673620677	14664635.520619992
