Y Median	X Center	Count	Y Std	Y Lower Quartile	X Mean	Y Upper Quartile	Y Mean
-0.06106541753987197	3.6216678344652173	288	0.7144421032945858	-0.5601039077822043	3.620597924405515	0.5231293064529488	0.032692983469952815
0.04514135866932342	3.660883520739727	512	0.690349220185528	-0.41916478062984747	3.6606815657072795	0.552487564366519	0.06342715723090533
-0.12796942101990308	3.700099207014237	528	0.8395293159740917	-0.6613844571608256	3.702854665381344	0.7291252651710498	-0.08662763903832671
0.08018721615457844	3.7393148932887468	480	0.796896521819224	-0.41315056122717486	3.73545438926449	0.9497615959744583	0.1344373226968166
-0.018430193005543032	3.778530579563257	992	0.8053928576103598	-0.8038357883013232	3.778893206060844	0.5842952934234171	-0.025760171625972394
0.023316488659736623	3.8177462658377666	1584	0.6837221063095744	-0.4963097727018635	3.8167450348241276	0.47585261999656714	0.027078149696719903
-0.14109519354535482	3.856961952112276	1872	0.7791800913114383	-0.7007353159169414	3.8593383597259328	0.5304051716833755	-0.12045663304120537
-0.0759477544249052	3.896177638386786	2272	0.774716115298038	-0.7266564700651341	3.8951239137387814	0.5614100943899674	-0.0648894933169975
-0.2307539887331138	3.9353933246612955	2784	0.7563282026993412	-0.7670176846801682	3.934212633524888	0.4095965429553736	-0.15613879984672271
-0.034275557832834196	3.9746090109358057	3632	0.7496819711535081	-0.5512942388633588	3.9751381872734335	0.4809465636941832	-0.02792437145759528
0.0012527269230404284	4.013824697210316	4048	0.7284311307764437	-0.5226423348247633	4.0139566112286165	0.525217557246894	0.0010142345228572837
-0.023534113230787995	4.053040383484825	4688	0.7588269845468214	-0.5627149027425862	4.054676100152471	0.4498523197272819	-0.04326737868729558
-0.029714634707503254	4.092256069759335	5568	0.7111425732813091	-0.5287173432102158	4.093252192149511	0.4670806255900773	-0.02929676243965076
-0.05320127527109706	4.131471756033845	8336	0.7094609532264499	-0.5117969208388189	4.1327974823907345	0.462917246749023	-0.027398419994595226
0.029494511650159642	4.170687442308354	14000	0.6695420893119844	-0.4840130327246586	4.172691939756481	0.4632612623470566	-0.0008451998358440572
