[S III] Delta T	T1	T2	T3
-4901.9607843137255	272810809.62444806	197788144.6841392	192700261.74226564
-4705.882352941177	382935169.09182036	190189348.99526802	228814878.7358241
-4509.803921568628	263866726.05504942	137763308.5505433	164424396.85357544
-4313.725490196079	192537787.8796945	135374009.89229453	25417000.799766097
-4117.64705882353	153323538.4132723	54370921.788913734	156707224.2235617
-3921.5686274509803	113985174.68592742	55037743.36312146	73015665.48879036
-3725.490196078431	76471806.11642246	62781279.732613966	107450464.39412963
-3529.411764705882	87066848.19486065	37828027.741437554	96896316.1706952
-3333.333333333333	99682262.59949192	90085909.98024857	47323439.9282506
-3137.254901960784	82703322.06756698	81482753.99907932	118930831.6675681
-2941.176470588235	104270105.42404369	66537159.79181406	93854598.59512173
-2745.098039215686	80040395.89406265	131241604.07510042	63217719.652004555
-2549.0196078431372	141283234.87982956	117683383.88273285	90862014.53435132
-2352.9411764705883	181116581.96009952	92760493.97617704	154303554.22431567
-2156.862745098039	173721793.8677157	84554874.49897313	150811283.06896463
-1960.78431372549	199805262.20169333	187850332.86253586	138527499.0461073
-1764.705882352941	222930574.86858675	170588766.3840477	185834854.94642484
-1568.627450980392	345478564.23822916	146931083.95712042	169348295.7810743
-1372.5490196078429	379284956.7709912	200414763.88901782	286414961.5830745
-1176.4705882352937	732323083.3179058	191958911.63691723	236333243.05686983
-980.3921568627447	1664260976.2400374	478118289.053537	329925993.5605725
-784.3137254901958	4483207241.11602	1465597155.9707103	1326080956.7380521
-588.2352941176468	11807885343.781216	4035478744.5461516	4445802709.610517
-392.1568627450979	36458008932.37766	17506187450.72381	13073457916.37661
-196.07843137254895	109220678479.61356	121776844572.09334	103172459010.96227
0.0	175546708892.12057	278449025290.6485	312385800005.7988
196.0784313725494	106206470318.30266	109234401197.57063	94757448923.68147
392.1568627450988	35857995827.32822	13946265711.140024	8038000176.407247
588.2352941176478	14936642436.773495	3872838932.3516207	2016841301.2991507
784.3137254901967	8800081678.53524	2172343685.5370336	836330946.7517385
980.3921568627457	6661969978.897855	1560757305.616416	372212120.8109155
1176.4705882352946	6102374025.958785	1351210232.0205107	305036382.09592813
1372.5490196078435	5438082030.417361	948700139.0164483	163113280.20919648
1568.6274509803925	4554800277.454149	589972320.2146523	127537549.40284343
1764.7058823529414	3832328692.189957	567567378.5169686	136899126.8572436
1960.7843137254904	2921433737.7661533	272425295.98688954	93307064.5110127
2156.8627450980393	1976042189.2507136	202149236.2042767	110764938.86858857
2352.9411764705887	1232406897.2834573	138785477.06545883	75830674.0816854
2549.019607843138	839216868.8735166	122286733.89863636	134632519.93308926
2745.098039215687	599563607.4765022	100374956.79535608	137317088.61367652
2941.176470588236	382761105.5167829	74148138.30691892	90333110.94405198
3137.254901960785	349655088.24052435	114602110.67461656	91076201.04815154
3333.333333333334	165278772.5020007	58534773.15360448	31688012.474245757
3529.411764705883	112454487.64958274	38034643.06917302	43158201.433735356
3725.490196078432	121751201.75228582	30616684.176487766	13006809.049884569
3921.568627450981	77296545.08152422	45695342.30246928	0.0
4117.64705882353	99738450.0800058	86192903.15404272	56793249.05739243
4313.725490196079	127636253.41424012	74158226.12839405	94343024.7576761
4509.803921568628	142407584.87948358	62758568.406125404	33658753.7466737
4705.882352941177	178747943.59638086	41095536.34296578	76062375.5313909
4901.9607843137255	227437742.88017926	80485725.236464	57053284.22209416
