Y Median	Y Lower Quartile	X Center	Count	Y Mean	Y Std	Y Upper Quartile	X Mean
nan	nan	3.6216678344652173	0	nan	nan	nan	nan
nan	nan	3.660883520739727	0	nan	nan	nan	nan
nan	nan	3.700099207014237	0	nan	nan	nan	nan
nan	nan	3.7393148932887468	0	nan	nan	nan	nan
3.837014730677474	3.6773952091975914	3.778530579563257	8192	3.837014730677474	0.1596195214798828	3.996634252157357	3.7735165874226366
3.0709299546415223	3.0709299546415223	3.8177462658377666	4096	3.0709299546415214	8.881784197001252e-16	3.0709299546415223	3.8055872988051145
3.002348267052773	2.576856887988888	3.856961952112276	12288	3.0373327697676302	0.39104260029339494	3.5327931542612276	3.8612787229653542
3.105858494496544	3.053053204894721	3.896177638386786	8192	3.1058584944965437	0.05280528960182318	3.1586637840983673	3.894249331110953
2.797533743518659	2.797533743518659	3.9353933246612955	4096	2.7975337435186582	8.881784197001252e-16	2.797533743518659	3.9409168270545574
3.185092856458102	2.664822800422049	3.9746090109358057	20480	2.9811489576508614	0.27665678966986296	3.2074710952163596	3.967774025537371
3.1953214730201123	2.9125832117483004	4.013824697210316	20480	3.0662963666338405	0.37363262666931824	3.1992483073549063	4.011910839500819
3.0560573426308424	2.9862276491938453	4.053040383484825	16384	3.080326513285767	0.14259370409449657	3.150156206722764	4.058656025033043
2.8097135358929366	2.5366653410514868	4.092256069759335	16384	2.773552857235589	0.3705652365303494	3.046601052077039	4.08851066801112
3.0576240938386343	2.8349544172348016	4.131471756033845	28672	3.030259830322073	0.18475140331019652	3.2427262106997103	4.136005395931974
3.2144705703072134	3.1466820484153915	4.170687442308354	32768	3.3074221319089165	0.2313427739208024	3.5613785518060532	4.172305471105847
3.040499922508845	2.8889557424541326	4.209903128582864	81920	3.0264506749257807	0.22892752735499405	3.2280029085541653	4.211620580204139
3.0811782021126843	3.0115062125230123	4.249118814857374	102400	3.0516744972606875	0.19175643885545357	3.1408397725171033	4.250869284592466
3.1237771582736884	3.024508036606356	4.288334501131884	122880	3.092939202764347	0.19485655025488535	3.1679750192964637	4.287594460998278
3.0643548493603445	2.9717087004847134	4.327550187406394	114688	3.0708885882200967	0.165739554418439	3.188244872338553	4.3306954049287825
3.091366982604648	3.045866045994811	4.366765873680904	102400	3.0752547385105125	0.13347803083338775	3.1531686440393516	4.362705995020317
3.0910043769312905	3.0451314921376667	4.405981559955413	131072	3.10587752613154	0.09806523983510919	3.160371064750734	4.405340588555287
3.1515110189086633	3.1116216965850496	4.445197246229924	122880	3.183528355332966	0.1223165355581297	3.2785161334713853	4.445782719502339
3.216756277620705	3.107397127349788	4.4844129325044335	114688	3.196508744636487	0.10438459922910208	3.259740079113845	4.480963546409465
3.190538706641287	3.1191090022828405	4.523628618778943	114688	3.1831287329780733	0.10713381163558329	3.2315896128674133	4.5262878643998326
3.2703589282032235	3.207295924624367	4.562844305053453	106496	3.2704323802447473	0.10398628934417353	3.3208738988379825	4.563429681353514
3.299048144734927	3.249673905253357	4.6020599913279625	98304	3.318718861278708	0.10768816269098264	3.3585715985139393	4.605892287940899
3.3577130174925616	3.289340998876315	4.641275677602472	94208	3.3623002964265996	0.1228912759530536	3.403299396408895	4.6437575794883434
3.39253944294191	3.3372006055626477	4.680491363876982	106496	3.384141667468149	0.08828419261263544	3.416875660277041	4.685547060588821
3.4154438125889603	3.392763619398929	4.7197070501514915	36864	3.452441417375396	0.09425324635279358	3.495049316747468	4.720538227385057
3.381434532227827	3.36432955499748	4.758922736426001	53248	3.4210373977117965	0.09634742487621771	3.4510241196728155	4.759789602050351
