X Mean	Y Upper Quartile	Y Median	Y Mean	X Center	Y Lower Quartile	Count	Y Std
nan	nan	nan	nan	2.8075630150895257	nan	0	nan
nan	nan	nan	nan	2.8663865445012906	nan	0	nan
nan	nan	nan	nan	2.925210073913055	nan	0	nan
nan	nan	nan	nan	2.9840336033248196	nan	0	nan
nan	nan	nan	nan	3.0428571327365845	nan	0	nan
nan	nan	nan	nan	3.1016806621483495	nan	0	nan
nan	nan	nan	nan	3.160504191560114	nan	0	nan
nan	nan	nan	nan	3.2193277209718785	nan	0	nan
nan	nan	nan	nan	3.2781512503836434	nan	0	nan
nan	nan	nan	nan	3.3369747797954084	nan	0	nan
nan	nan	nan	nan	3.395798309207173	nan	0	nan
nan	nan	nan	nan	3.4546218386189373	nan	0	nan
3.5403030125869677	3.8484154900550984	3.8484154900550984	3.8484154900550984	3.5134453680307023	3.8484154900550984	1	0.0
3.596594438184482	4.342851205158603	4.342851205158603	4.342851205158603	3.5722688974424672	4.342851205158603	1	0.0
3.636373866604684	4.253388770051844	4.00668280964954	3.9701867521449916	3.6310924268542317	3.737062872728101	6	0.3584032872037432
3.6964395746682652	4.327326741353851	3.7478342287509117	3.946025413441357	3.689915956265996	3.4723809446128753	18	0.6446357944300282
3.7510320879140657	4.267963749236699	3.8425986842635362	3.902309678542267	3.748739485677761	3.598899321901775	41	0.6094768567731946
3.8128812325779906	4.074030368525146	3.698278379783429	3.7207482074824294	3.807563015089526	3.239627131638196	103	0.6263336785469791
3.8685041049209667	3.9195229386140444	3.5639954696856133	3.606640405143521	3.8663865445012906	3.274138904178762	225	0.4922230625767878
3.9283183636537826	3.7164456364346714	3.3878893296975114	3.4344493722769363	3.925210073913055	3.11477954237892	510	0.49560645404193104
3.9872262075691793	3.544154835746973	3.2801397622753328	3.309979735317477	3.9840336033248196	3.050705810209989	1072	0.42705841734802624
4.0467351445689035	3.4052200564394006	3.1651326861012983	3.1679265908012115	4.042857132736584	2.915713007704758	2172	0.40135634555874056
4.104408567655383	3.2878012295844705	3.088354993973878	3.0772049931704566	4.1016806621483495	2.8749778221127764	4113	0.35469597284581955
4.162566379319014	3.205074443400248	3.0125399764508414	3.0053918386329754	4.160504191560114	2.803305177777464	6968	0.32340792110943684
4.220820941790364	3.1484185897667896	2.957441094214646	2.9453424430933506	4.219327720971879	2.7571170217765424	10329	0.30968378331539637
4.279096782913308	3.1230924491527623	2.9447543250231614	2.9282206668335578	4.278151250383644	2.748693091515533	13313	0.2954828382725589
4.338391484988642	3.1018895763755756	2.9357301100060518	2.921048738064946	4.336974779795408	2.7587810455704753	16864	0.27766602243168864
4.397872600994518	3.0884806902561976	2.922723059527155	2.91416530375241	4.395798309207173	2.7525751969420664	23515	0.26770899664838543
4.4575010106998	3.0754283115370296	2.9140683775175362	2.8993478903036114	4.454621838618937	2.73831994137288	39196	0.2661600272881949
4.5155322825139	3.0670653822159655	2.904108870667975	2.8963098169046337	4.513445368030702	2.736108437422084	65548	0.257965454160611
4.573362873362516	3.093421429660126	2.936813902119335	2.925070320838601	4.572268897442467	2.7688906950107164	87081	0.2502249482265505
4.6316005471137816	3.1136838288528246	2.972350136979421	2.963381279063394	4.631092426854232	2.823368038691165	102104	0.22910320909418336
4.69056570183728	3.1457350101292767	3.0056027357984876	3.0029141094928224	4.689915956265997	2.862426527253958	110335	0.2259710983956859
4.749944903769948	3.192726220640846	3.0375217167625816	3.0454449655152747	4.748739485677762	2.889881933479392	136702	0.23346644802224603
4.809165791730334	3.24948454054859	3.0745864419995126	3.0859329761094267	4.807563015089526	2.9125576148925125	181682	0.2496312897090635
4.867839585360799	3.3035580952846764	3.1175198166019795	3.1150606539590617	4.866386544501291	2.9139492748810625	255092	0.27082138177641524
4.925272830048355	3.3541959616076733	3.186721870876707	3.1788236649959427	4.925210073913055	3.0025441267418778	291942	0.26655515099898786
4.982976263421201	3.409010505996251	3.2438689642183416	3.241625796215276	4.98403360332482	3.06195083211487	263439	0.2635899786170642
5.040941490441043	3.47211170574231	3.2937103446251994	3.2978765076359693	5.042857132736584	3.1123662337821556	199066	0.26958501025325343
5.099413199792426	3.5294023501905096	3.3531828487878714	3.357733013986073	5.1016806621483495	3.1706610556667663	125209	0.2740067662576232
5.158259878373815	3.556777081024253	3.361810323342495	3.392634207193212	5.160504191560115	3.2062329188135394	80801	0.27783500243810555
5.216936432803739	3.594132959206543	3.3816533845355075	3.4280343774299533	5.219327720971879	3.2363928476742707	47701	0.28171952945743894
5.275944875257008	3.626394746874636	3.4214404454536025	3.4799342338940997	5.278151250383644	3.295877378149589	30199	0.26077073503084836
5.334372096895244	3.6016327323237753	3.4335884235049203	3.492841402432509	5.336974779795408	3.324322667207321	18845	0.24447960113333442
5.394990553381643	3.5961835370452873	3.4515868148208386	3.5064420694947938	5.395798309207173	3.34100364755519	12344	0.240814597179734
5.453857899038747	3.5580008776531824	3.449846673244495	3.4740983968048713	5.454621838618937	3.346757347625674	9460	0.18144728197161966
5.512727963885218	3.5663877410521185	3.47447717066387	3.480111522566705	5.513445368030702	3.376559111007105	8337	0.14217210608477324
5.570336951326241	3.5641300945342653	3.468474470476933	3.478721679906876	5.572268897442467	3.380566482832968	6563	0.12987477405083794
5.626687727490796	3.558259927586188	3.4841812244037302	3.479538521745081	5.631092426854233	3.395197199550191	3223	0.10691151256308014
5.685268278953941	3.548202586379509	3.4892276208879305	3.4989397344074904	5.689915956265997	3.4304554422599125	1095	0.10036662678437266
5.739021796712955	3.569121740656852	3.514492612742596	3.546648516090945	5.748739485677762	3.474966654218341	343	0.12189588230060891
