Count	Y Upper Quartile	Y Median	Y Std	X Center	Y Lower Quartile	Y Mean	X Mean
106496	18.071456427162047	3.535672391513799	33.36433114347771	4.366765873680904	-38.25659018274928	-4.660611299888807	4.363538417912289
122880	16.615615169646844	1.4922309839107584	28.61708280133446	4.405981559955413	-11.259130792534052	-0.9660043837136679	4.405474347797779
126976	25.604559876954227	0.42127917745528976	31.150423434000977	4.445197246229924	-17.0735222457115	-0.3437698992477254	4.445224039643298
114688	14.211009256577654	-8.491530448858157	35.01086446376102	4.4844129325044335	-13.676676705116734	0.19877889040926025	4.480983004250688
114688	13.344013656258994	-2.4955753303611345	19.742924925485116	4.523628618778943	-11.11558988149045	-0.26519970064633264	4.526289445407285
106496	19.259979354243114	5.9302181803814165	22.99430841512814	4.562844305053453	-8.895379333827805	7.372099976676998	4.563319604060198
102400	2.5654735343923676	-1.6858221279235295	21.36716493983569	4.6020599913279625	-17.554223686001933	-8.9807635994468	4.6062466973566245
90112	18.743479156062676	-1.4867424689900872	25.287162332998978	4.641275677602472	-10.46195648162211	-1.415851230580219	4.6446147327166925
106496	4.308541960046568	-10.012330001229202	15.44709514062502	4.680491363876982	-16.635791069847983	-6.77208236948788	4.685454610943226
36864	15.055068802585083	1.807466600977932	16.015909351204034	4.7197070501514915	-10.474960885299879	3.9695061636050215	4.720648968624533
53248	0.006649844466664945	-5.203869740391383	9.926084293789819	4.758922736426001	-10.585173635790852	-4.036277968050994	4.759680975458422
49152	7.720416642075179	-2.1656891854145215	14.6603032451805	4.798138422700512	-11.709171700685147	-3.0268908031907813	4.798241887564851
77824	4.787001024347774	-7.058816645283514	17.685521742684518	4.837354108975021	-14.861727713823711	-4.07668105362293	4.8383659808620045
98304	13.173468170226442	3.6372216663139625	15.397929715598888	4.876569795249531	-7.817271953279942	0.5480961837937078	4.878102025720428
61440	18.027545762699447	1.7074680140995042	16.911346755161276	4.915785481524041	-8.172930034856108	2.856929465366799	4.915412251733776
69632	7.3361865402312105	-1.1093113422575698	8.32916574916284	4.955001167798551	-3.843229411086213	1.601865283333395	4.951331389641176
57344	0.6200819038294867	-8.563248848127841	13.392242330072653	4.994216854073061	-14.084986810146802	-7.821127238916493	4.993321849368127
90112	5.759306733900303	2.296279854474051	12.589042806687898	5.033432540347571	-2.9857931760907377	-0.08058483630760417	5.036019649123852
69632	1.979229071888767	-1.9383642404645798	8.329668660371546	5.07264822662208	-6.5130039974483225	-1.6560466130171443	5.067326161343534
81920	6.926524496127513	-0.1379144315242229	15.733302512023808	5.11186391289659	-5.641500693783655	-1.2584563667897783	5.111632847560648
73728	7.919302379510555	4.7277942574328335	11.525533800843052	5.1510795991711	-6.823191022696847	-0.6488917251665245	5.1532370157256
49152	8.21591618186585	-2.1514899754829457	11.114705965738551	5.190295285445609	-9.100355578391827	-1.1849654375895018	5.1937118781799665
77824	2.940845981644088	-1.5094353172262345	8.94189325578386	5.229510971720119	-6.797040268111232	-0.07464653563606828	5.233230567670148
12288	11.009523377333608	4.6704755584542	6.002249133472357	5.268726657994629	-3.6484221179325687	4.010525605951746	5.268713461050935
12288	10.890938240039759	0.658939661230761	5.272106696157567	5.307942344269139	-1.0483772799780127	3.5005002070975024	5.316536221141741
20480	0.3095592126246629	0.07052970530094171	5.82881341834392	5.347158030543649	-5.362971029238906	-3.1778079306586733	5.3550279847662
16384	1.936756038211115	-0.2653193470359838	3.7621187176793027	5.3863737168181585	-3.1572768928381265	-0.9552015075910276	5.385284286759521
12288	12.393453056751241	3.407686064592781	6.177358353196236	5.425589403092668	-2.6427172455896653	4.3861406252514525	5.421328780787772
4096	-32.783601711604206	-32.783601711604206	0.0	5.464805089367179	-32.783601711604206	-32.783601711604206	5.453253986439835
0	nan	nan	nan	5.504020775641688	nan	nan	nan
0	nan	nan	nan	5.543236461916198	nan	nan	nan
0	nan	nan	nan	5.582452148190708	nan	nan	nan
