Count	Y Std	X Mean	Y Lower Quartile	Y Upper Quartile	Y Mean	Y Median	X Center
0	nan	nan	nan	nan	nan	nan	3.6216678344652173
0	nan	nan	nan	nan	nan	nan	3.660883520739727
0	nan	nan	nan	nan	nan	nan	3.700099207014237
0	nan	nan	nan	nan	nan	nan	3.7393148932887468
8192	63.8791782428225	3.775651362688026	-36.5102867586038	91.24806972704118	27.368891484218693	27.368891484218693	3.778530579563257
8192	508.8649873928812	3.810825690712382	31.3670821922924	1049.0970569780548	540.2320695851736	540.2320695851736	3.8177462658377666
12288	15.987645740198824	3.861520265569307	-47.1328080854546	-10.81159728566945	-24.745319043107884	-16.291551758199603	3.856961952112276
12288	389.8796363299555	3.8992568130195555	-61.7879927169688	783.9788274542643	233.06050323513531	-23.009325031889603	3.896177638386786
4096	0.0	3.937890834261003	-3.142726246364873	-3.142726246364873	-3.142726246364873	-3.142726246364873	3.9353933246612955
20480	23.213109852303965	3.9672949655753484	-53.47831875171596	-2.628465327658887	-26.998224560393464	-21.57802577770508	3.9746090109358057
20480	23.049766789894548	4.011621878001423	-40.004887963084	-15.622873034947588	-24.24730106923398	-17.13246933634673	4.013824697210316
16384	28.050514952939935	4.05797829903168	-17.728581466723654	28.243734549044575	1.9655137823483528	8.549639299972569	4.053040383484825
16384	23.972394113945523	4.089002653868812	-16.127139018970865	8.243426097306838	-0.3534351882121882	-7.53027773345184	4.092256069759335
28672	13.420649019767197	4.136399207999922	-2.1207074414796807	24.61328532643347	10.62414373381632	13.208894749327555	4.131471756033845
32768	21.15597545058035	4.17276703040651	-6.7379120539978885	10.01228966242229	0.3006058255265316	5.608309738544904	4.170687442308354
73728	14.152878894805234	4.209729461349266	-13.598836961068628	10.015401316843054	0.853459606518249	1.816765657596079	4.209903128582864
110592	17.82708013384147	4.249653641817456	-5.929246871538453	18.205089430553016	5.1704924377331904	4.141352322721104	4.249118814857374
118784	12.155581278026462	4.28723708712577	-2.7946951344065383	9.941743796434821	3.741272880272124	3.08244768923214	4.288334501131884
118784	14.434727721726954	4.32986770530283	-12.483946021834527	6.651314179820474	-2.16105783103978	-3.7801681382452443	4.327550187406394
