T([N II])	T1	T2	T3
5098.0392156862745	214764886.6142578	0.0	0.0
5294.117647058823	403650518.5566406	19045687.421875	0.0
5490.196078431372	501510916.3183594	0.0	0.0
5686.274509803921	820499840.8886719	34276120.421875	0.0
5882.35294117647	1060531545.4287109	16062273.046875	0.0
6078.431372549019	1677495356.2109375	56427618.82421875	0.0
6274.509803921568	2627899215.5117188	69909144.2421875	0.0
6470.588235294118	3378345101.411133	15250661.171875	0.0
6666.666666666667	4843022404.861328	78246184.46875	0.0
6862.745098039216	7178210250.328125	135242415.609375	0.0
7058.823529411765	9256207651.004883	419953782.1953125	0.0
7254.901960784314	12677430719.72461	1059078443.3984375	0.0
7450.980392156863	18410473719.19922	1633128178.796875	0.0
7647.058823529413	24151067900.56836	3871488995.671875	65999850.1875
7843.137254901962	31101842010.47168	6445570218.7890625	92090499.0
8039.2156862745105	40544255665.96289	11564242477.0	369704368.875
8235.29411764706	51495747783.71777	17756415393.625	1496246101.796875
8431.372549019608	61734862429.62695	28166376899.953125	4839966881.84375
8627.450980392157	69047940822.66797	46835657343.33594	14888699296.328125
8823.529411764706	75899583050.41797	70901705617.65625	43652506731.59375
9019.607843137255	75922081101.79883	98022513587.42188	95165703142.21875
9215.686274509804	72357605803.7998	117528568738.23438	117322436276.625
9411.764705882353	61905812838.59863	120178088896.32812	85866595240.375
9607.843137254902	48543346184.444336	104627276807.29688	73892510327.4375
9803.921568627451	35202145287.53125	78036153417.82812	71492677539.4375
10000.0	23872721081.208008	49833636822.203125	62723974408.375
10196.078431372549	16074230799.807617	27474497962.59375	56352768965.46875
10392.1568627451	10395848503.085938	13122665693.171875	43514413849.25
10588.235294117649	6554702230.769531	5780947158.96875	29832459811.25
10784.313725490198	4413316807.996094	2618019082.0625	25200324540.1875
10980.392156862747	3139890416.984375	1136859888.59375	17813247273.65625
11176.470588235296	2120721473.3984375	436666494.0625	13451616172.28125
11372.549019607844	1785838466.3222656	336035986.28125	8200039729.75
11568.627450980393	1183224118.6347656	152452816.28125	5217038579.8125
11764.705882352942	958160284.0488281	210362426.09375	4729537127.625
11960.784313725491	800762528.0488281	69863359.90625	2705627517.8125
12156.86274509804	542942934.9042969	41212823.5625	1704548762.1875
12352.94117647059	415660075.7011719	87823113.1875	1406528541.8125
12549.019607843138	344496482.7324219	80916777.71875	904334476.375
12745.098039215687	318472174.5234375	48942180.75	433462865.75
12941.176470588236	255353105.64257812	24084136.0	187758320.875
13137.254901960785	199610152.2421875	50168198.9375	557964627.9375
13333.333333333334	161758367.4140625	23495573.375	88399888.75
13529.411764705883	95755427.65234375	0.0	428812101.125
13725.490196078432	133891950.7265625	0.0	57564901.375
13921.56862745098	103501755.69921875	0.0	180853666.4375
14117.64705882353	139350359.63476562	0.0	116777027.1875
14313.725490196079	110555355.45703125	0.0	88206692.75
14509.803921568628	60315478.23046875	0.0	30262596.5
14705.882352941177	41914600.76953125	17074513.3125	69180186.5
14901.960784313726	42204621.44921875	16612619.53125	60168287.0
