T([S III])	T1	T2	T3
5098.0392156862745	723986777.78125	32366606.0	16493295.25
5294.117647058823	937414909.6328125	3593220.125	7900824.75
5490.196078431372	1286059649.71875	31513884.5	14007712.0
5686.274509803921	1813459018.1796875	12474832.0	25572012.5
5882.35294117647	2630233914.7578125	24873006.375	0.0
6078.431372549019	3383129549.5585938	24575473.0625	6290286.5
6274.509803921568	4848087851.34375	23336562.875	22655337.375
6470.588235294118	6775037699.234375	65378478.375	27349910.625
6666.666666666667	9792587335.867188	221876030.875	6369007.25
6862.745098039216	14393560799.460938	612405135.875	32705735.0
7058.823529411765	21908485281.585938	2194046819.3125	158344659.0
7254.901960784314	33333678423.75	6311951986.625	967884939.25
7450.980392156863	48198503941.52344	17894204363.625	3057538832.8125
7647.058823529413	69730885504.80078	42046269544.8125	10199723384.3125
7843.137254901962	89688352069.88281	83226010703.875	27458166778.1875
8039.2156862745105	101887467042.74219	133139070974.125	64581210924.25
8235.29411764706	103553923052.25	163703164522.9375	122377849023.1875
8431.372549019608	86030870613.39844	150553214028.0625	167998435236.25
8627.450980392157	63983191223.07031	104691266795.9375	162721179147.375
8823.529411764706	43612294131.75	58188765190.6875	117445570107.6875
9019.607843137255	27173143642.191406	25048072434.4375	62478847852.4375
9215.686274509804	15993501168.261719	9548798430.125	25592886622.5
9411.764705882353	9980863291.554688	3691659152.6875	9166310723.4375
9607.843137254902	6065111221.441406	1194239936.0	2490012171.0
9803.921568627451	3789096735.8671875	504453502.0	779706198.0625
10000.0	2593378067.6796875	192137223.1875	477067455.3125
10196.078431372549	1721491111.453125	121474467.9375	265865946.1875
10392.1568627451	1217092125.421875	97015009.4375	209035989.125
10588.235294117649	757427185.96875	59425339.375	197790405.125
10784.313725490198	571300172.796875	92926587.0625	256402933.375
10980.392156862747	446900603.2734375	29807806.0	106436068.375
11176.470588235296	323152246.6953125	41976929.125	169901338.5
11372.549019607844	253360660.9453125	49636107.875	154765077.625
11568.627450980393	173618274.6953125	42664026.5	132383102.75
11764.705882352942	132418924.2890625	29991818.8125	93167438.75
11960.784313725491	101597692.65625	31759601.375	107403060.0
12156.86274509804	83531513.07421875	43708037.625	94530516.25
12352.94117647059	73977004.7265625	23863522.5625	33683181.5
12549.019607843138	68967664.66015625	10250044.375	70187705.5
12745.098039215687	51138793.07421875	14802154.375	61964718.875
12941.176470588236	37441036.9453125	17205921.5	33302051.375
13137.254901960785	32632814.15625	7591531.625	4553848.875
13333.333333333334	37507981.1328125	11419921.875	44093579.375
13529.411764705883	20041182.1328125	16707223.25	27447716.5
13725.490196078432	20215717.3203125	11314280.875	47076708.875
13921.56862745098	19503197.1484375	14659154.875	20399019.5
14117.64705882353	15926353.0703125	0.0	0.0
14313.725490196079	13219663.4609375	0.0	15149965.0
14509.803921568628	17526626.921875	7134575.625	28680970.5
14705.882352941177	11228279.69140625	7526321.375	15292940.5
14901.960784313726	14755017.6796875	3902806.25	27364729.75
