T([S III])	T1	T2	T3
5098.0392156862745	81314109.44750977	5699879.439453125	11993136.16015625
5294.117647058823	124785927.49645996	8628802.326171875	17743392.0078125
5490.196078431372	181787799.1097412	17959291.470703125	0.0
5686.274509803921	233725299.30078125	20176891.046875	0.0
5882.35294117647	358629584.46328735	0.0	0.0
6078.431372549019	545890203.7957764	0.0	0.0
6274.509803921568	900978966.2811279	20157267.3515625	10236655.5234375
6470.588235294118	1533159623.090271	7192388.1640625	16734608.3125
6666.666666666667	2633480778.234741	7630363.44921875	10543856.00390625
6862.745098039216	4522265354.763123	19930737.7109375	32928721.837890625
7058.823529411765	7965044524.890869	186990226.7919922	36060386.958984375
7254.901960784314	13993588307.318054	1208667786.633789	208676759.38671875
7450.980392156863	24357674272.73233	3677639223.7148438	913268983.9160156
7647.058823529413	42484966014.72266	13817069122.846191	4030539391.0703125
7843.137254901962	68361259753.96112	44672179986.967285	13891791492.392578
8039.2156862745105	95805434878.16504	102853177022.75098	49747458288.34375
8235.29411764706	108277453297.55103	152364859296.94775	117478307726.62988
8431.372549019608	84149213243.49005	132414661054.74756	152089866841.98828
8627.450980392157	48258784588.4245	73040466660.65039	114006182223.33203
8823.529411764706	21186385644.08728	25055733791.586914	56826994367.01758
9019.607843137255	7632344714.246582	5601722583.396484	20409277370.523438
9215.686274509804	3057437980.378174	1042680469.4980469	5207631910.697266
9411.764705882353	1472249910.8709106	180433759.9716797	1219031260.1015625
9607.843137254902	753303585.4818726	54486500.533203125	817828711.7421875
9803.921568627451	389585480.3307495	53106215.10546875	611971593.7480469
10000.0	235749371.12878418	32676947.09765625	256297822.015625
10196.078431372549	170789942.06359863	38583876.0859375	374405398.94140625
10392.1568627451	113900083.3407898	45942654.08203125	271422271.37890625
10588.235294117649	88262305.41589355	31383521.859375	274847087.56640625
10784.313725490198	78153002.16503906	27271818.7109375	197236304.83984375
10980.392156862747	65390515.646728516	39520751.263671875	152875812.32421875
11176.470588235296	59800713.63659668	31433921.693359375	195650913.69140625
11372.549019607844	50489463.03173828	16953147.9453125	166163343.921875
11568.627450980393	26421929.190185547	23002137.8203125	140158695.28515625
11764.705882352942	20144177.571411133	16806242.560546875	71053468.62109375
11960.784313725491	16775898.721923828	0.0	30889137.2578125
12156.86274509804	19198074.80102539	7870865.95703125	120838223.22265625
12352.94117647059	15318119.80078125	0.0	32599442.21875
12549.019607843138	15662147.698852539	0.0	23291768.49609375
12745.098039215687	6792931.341796875	8183929.37890625	31911934.796875
12941.176470588236	14878005.040893555	0.0	58095752.01171875
13137.254901960785	4049191.4052734375	0.0	69910936.41796875
13333.333333333334	2839172.5024414062	0.0	18380371.984375
13529.411764705883	2963005.3764648438	0.0	13343836.6796875
13725.490196078432	4000163.130493164	0.0	40737111.484375
13921.56862745098	7893641.1025390625	0.0	41451949.15625
14117.64705882353	5646294.804443359	0.0	44337012.2890625
14313.725490196079	1442821.994140625	0.0	10587724.744140625
14509.803921568628	1355497.607421875	0.0	39962881.0
14705.882352941177	5307873.8623046875	0.0	0.0
14901.960784313726	1276967.4884033203	0.0	11704614.66796875
