Y Median	X Mean	X Center	Y Std	Y Mean	Y Upper Quartile	Count	Y Lower Quartile
nan	nan	3.6216678344652173	nan	nan	nan	0	nan
-0.04397738000806763	3.66385213374269	3.660883520739727	0.007199155998594115	-0.04252475075855363	-0.03307151389077574	768	-0.05052535837681752
-0.013336594679346642	3.706330606563255	3.700099207014237	0.023431394007934137	-0.01671441245636874	-0.011314409735633451	2560	-0.019214093581699582
-0.0018273040919574285	3.7379800912940184	3.7393148932887468	0.02449871210755645	-0.007528794885619426	0.015348296431280729	3584	-0.018093332163039214
0.0020490177867750945	3.7786019884971274	3.778530579563257	0.018217045614663974	-0.0006512368386168174	0.012056357118082395	8192	-0.007248825944995468
0.005076554326608946	3.8170393012680033	3.8177462658377666	0.01776309851208397	0.0012512362121657819	0.01333556219431565	7936	-0.015334921009735311
-0.0048272999127498715	3.855688339168743	3.856961952112276	0.019926420340712212	-0.002175496006907445	0.007837957297639687	13568	-0.013232341679002307
0.0013336620024215762	3.8985721239057947	3.896177638386786	0.016826248462286197	0.00011279488804472507	0.00797587478289367	15104	-0.010279502451224347
0.0016596824323269423	3.9319545945793153	3.9353933246612955	0.013345662523852008	-5.74767685041664e-06	0.0103502943039309	13824	-0.007015082823933928
-0.0032370739484834784	3.97482725246632	3.9746090109358057	0.018276844182330384	-0.001299448484751058	0.010327230632746893	16384	-0.011241787045914043
0.0041094195402332665	4.01596088849865	4.013824697210316	0.01275807819626098	0.002625760860370211	0.010905482803178072	18176	-0.006750926332755695
-0.0008211390872459109	4.054007674043114	4.053040383484825	0.011472623685096528	-0.0014949404844043675	0.005980454611599563	23808	-0.010006204549030803
0.00042914584353946346	4.092543188394016	4.092256069759335	0.012221420313756079	-0.0010325196315746706	0.006550168832114013	20480	-0.009029187055505894
-0.0016643454810880889	4.131916245563751	4.131471756033845	0.011291965056761876	-0.0018458580696198144	0.005729213832252864	22784	-0.008026149518478565
