Y Upper Quartile	X Mean	Y Lower Quartile	Count	Y Median	Y Std	X Center	Y Mean
nan	nan	nan	0	nan	nan	3.6216678344652173	nan
nan	nan	nan	0	nan	nan	3.660883520739727	nan
nan	nan	nan	0	nan	nan	3.700099207014237	nan
nan	nan	nan	0	nan	nan	3.7393148932887468	nan
27.632779579124872	3.7737097071099077	-23.598855936947984	8192	2.0169618210884437	25.615817758036428	3.778530579563257	2.0169618210884437
-56.67312941890032	3.807255422939711	-56.67312941890032	4096	-56.67312941890032	0.0	3.8177462658377666	-56.67312941890032
40.75832913301747	3.8623270129045015	-7.848972912950558	12288	16.491600581952298	19.84385559763978	3.856961952112276	16.46698560067307
54.062074698723336	3.894480396023085	-74.17238001006717	8192	-10.055152655671918	64.11722735439525	3.896177638386786	-10.055152655671918
-1.6521029897367043	3.9433650532998157	-1.6521029897367043	4096	-1.6521029897367043	0.0	3.9353933246612955	-1.6521029897367043
14.92093657614032	3.976640495065619	-10.903340462087272	16384	-2.4285636085473925	27.161123837356556	3.9746090109358057	6.4461597226004415
23.599428645714625	4.016161760519658	-11.19346473435121	16384	5.678662947749217	21.011458486675306	4.013824697210316	6.727300963614198
25.537934873912036	4.057627801605813	-41.89620236552605	16384	-5.196530231620727	39.214480743921385	4.053040383484825	-11.161737259993288
22.47403980099989	4.088491702921694	-36.43205824251527	12288	-20.41668937760096	24.868621630175667	4.092256069759335	-11.458235939705446
18.16785643370895	4.136043947568941	-20.292588008509483	28672	0.6958203633057565	17.620889264356073	4.131471756033845	-3.460890940664285
24.026424714669247	4.172733554179701	-13.392323686150121	32768	2.023772566562002	20.62044622965408	4.170687442308354	5.428553133250148
12.159560725945994	4.210747718595941	-17.880089878451145	77824	5.149138227935509	16.783521257969074	4.209903128582864	0.2693035634890628
14.249451355029123	4.250818688890916	-8.306804682181792	110592	4.006115468789176	18.286874558408698	4.249118814857374	2.7370561261159985
12.336966671954542	4.287987546540189	-8.232930467133428	114688	1.001281952283989	15.341383832986354	4.288334501131884	2.8082539012215357
3.1372088051357423	4.330282722701115	-10.88537741556138	122880	-2.992354517037711	9.896429436358483	4.327550187406394	-4.025352349301011
6.122206758265975	4.363085935987285	-7.218223282052804	98304	-0.23135703964862842	10.118282577275249	4.366765873680904	-0.8939344032727755
9.337286850781311	4.404987395894513	-6.094845650393836	126976	3.0523150799108407	12.516880708784862	4.405981559955413	3.213115539303515
8.949432683790292	4.445272596268162	-6.209044752461523	126976	2.00804979366967	12.140736856609001	4.445197246229924	2.2725606065518327
4.788703940389041	4.4810472224611315	-6.656354855636209	114688	-1.9437072595019345	8.128061723102226	4.4844129325044335	-1.2757147261207007
5.034228973784366	4.526239514574209	-7.883393480662107	114688	-0.05846273722818296	9.383410293411705	4.523628618778943	-1.6445584333895826
1.7539275937406273	4.564114667147748	-7.028226372030986	110592	-1.2317215425155155	10.711854256043894	4.562844305053453	-4.084812538476972
4.542755503385706	4.606719558380399	-7.6525374794346135	94208	0.36993739527133584	8.51483437753196	4.6020599913279625	-1.6017328823810084
6.7496107197112	4.643745517971663	-12.693059439419812	94208	-1.5170237169440952	12.559750657104583	4.641275677602472	-2.0070465889655127
10.835275652476412	4.685429493494123	-5.186688593308645	106496	4.968301874582721	14.880195298797249	4.680491363876982	2.040705656751995
6.624657290514733	4.720912247003153	1.7336939485330731	36864	3.7903737798342263	8.43308143495735	4.7197070501514915	1.9409622168449359
7.348104818378488	4.759863995902932	-4.734209083626411	53248	0.5214251276975119	12.272921091520173	4.758922736426001	-1.3335466598105437
4.9889172939329	4.796349891454551	-6.189936130947899	45056	-2.1628480275267066	6.439095816431427	4.798138422700512	-0.030749458040438847
3.233047383976782	4.837582124770192	-11.814656472256956	81920	-6.638787592591598	12.778076822013151	4.837354108975021	-4.741066823234405
2.3454439951633503	4.87811327330581	-6.235311983250995	98304	-2.067504771735912	8.764409288109777	4.876569795249531	-0.7947928373145032
12.290805776357956	4.915674413057222	-1.0286363480554428	61440	6.964542386751418	9.333275713306836	4.915785481524041	6.913716197369892
8.130096073602544	4.951549661633474	-5.720657989526444	69632	0.43771076098346384	9.028393363263888	4.955001167798551	1.0316209530296072
7.685389937058062	4.993105157176394	-8.798768250740977	57344	-0.15830820296605452	8.57289096432089	4.994216854073061	0.4859792053549817
7.730804386068485	5.036053161060008	-7.846123494375206	90112	-0.3745440946386225	11.099285695048136	5.033432540347571	-0.11864148703753843
3.7768861080839997	5.0674034981323945	-8.056488134645406	69632	-0.48848605876992224	12.712945562654971	5.07264822662208	-2.2908644690350606
7.255350602481258	5.111659629097955	-8.207418635814292	81920	-3.067078368793773	12.720749002004602	5.11186391289659	-1.5908508487124435
11.564926095521514	5.1532856832489635	-3.789273272450373	73728	-0.28975653523229994	13.99800260038785	5.1510795991711	4.247705687103361
7.896240708685582	5.193739646185956	-8.103882560013972	49152	-2.521598806631573	19.428535188305624	5.190295285445609	3.4017478095604474
6.963282318016354	5.233268182970832	-3.4056205872420833	77824	1.3726446078271692	15.055654307307464	5.229510971720119	-1.2841642793806194
31.862570927549314	5.2685490552535414	1.5817329595720366	12288	6.055477447032899	13.345617723075046	5.268726657994629	13.166593778051416
-2.1333565736840683	5.316594364155997	-51.44726174083371	12288	-34.78103447398826	20.481686254437104	5.307942344269139	-29.453884262835345
34.90964562753834	5.355150512816215	-7.0284207844360935	20480	22.764134509890937	26.319719486449785	5.347158030543649	11.238055893066848
-6.946347749018969	5.385411427831796	-21.473383306819414	16384	-9.968852776405583	17.11123209839401	5.3863737168181585	-18.4508782794328
