[S III] Delta T	T1	T2	T3
-4901.9607843137255	173310372.89803648	55444195.46315134	0.0
-4705.882352941177	185351327.70887402	0.0	65452758.3512781
-4509.803921568628	172076636.67711055	44080802.3480297	0.0
-4313.725490196079	93997741.43811147	0.0	0.0
-4117.64705882353	52023854.80703255	26751799.610149857	0.0
-3921.5686274509803	66039069.07986984	0.0	0.0
-3725.490196078431	99393859.37258166	22294824.584174577	0.0
-3529.411764705882	58007536.19607195	0.0	0.0
-3333.333333333333	82560538.30806988	0.0	0.0
-3137.254901960784	25369875.06954268	0.0	0.0
-2941.176470588235	25692054.682462297	58042655.793422356	0.0
-2745.098039215686	41311875.315894105	0.0	0.0
-2549.0196078431372	77823372.92491785	0.0	44702602.25467359
-2352.9411764705883	91160122.8917604	0.0	0.0
-2156.862745098039	66225068.22366564	0.0	0.0
-1960.78431372549	147961560.06968188	0.0	73572104.38468415
-1764.705882352941	123669421.3086485	30485645.232875332	45502933.5611457
-1568.627450980392	161912006.72526893	0.0	0.0
-1372.5490196078429	159746623.26171634	82315136.30178042	81588013.98170328
-1176.4705882352937	248715895.25993294	25679403.78749152	0.0
-980.3921568627447	431982445.6353357	52606422.00761907	147541622.13757503
-784.3137254901958	1267875011.301206	130281806.65234165	269715699.84401375
-588.2352941176468	4287681807.4883857	479445309.1932089	817570542.7251291
-392.1568627450979	15919404763.104525	2516899254.707458	2565777342.470214
-196.07843137254895	121244760111.74379	69613695471.44139	52238273411.97782
0.0	370534569869.5556	557284375337.0265	574652468998.547
196.0784313725494	108433162741.1709	58213115088.52297	38637416878.08523
392.1568627450988	16008827947.677423	1435954745.0906317	866010743.2152853
588.2352941176478	7632684856.262925	691216110.2636471	194396038.98031545
784.3137254901967	5343311948.140207	223912441.88972607	0.0
980.3921568627457	4058878935.117157	102411393.0749217	48281842.50258795
1176.4705882352946	3979035331.5537643	26538384.923397426	0.0
1372.5490196078435	2748234694.176162	76129428.2028663	0.0
1568.6274509803925	2354645293.3904004	0.0	39788158.35436181
1764.7058823529414	1512243536.2411838	54612787.83456755	81159699.72628298
1960.7843137254904	1080892923.6321168	58388486.86982199	45027239.98450891
2156.8627450980393	572119876.4535158	0.0	0.0
2352.9411764705887	332467582.2947663	0.0	0.0
2549.019607843138	192316959.3643327	0.0	0.0
2745.098039215687	162121857.18078694	0.0	0.0
2941.176470588236	174072971.17442107	0.0	72251917.77466525
3137.254901960785	79153237.54344162	0.0	52853494.07821366
3333.333333333334	112640748.57923293	0.0	0.0
3529.411764705883	42672607.36500825	0.0	0.0
3725.490196078432	57433039.40680828	0.0	0.0
3921.568627450981	15520393.421169914	0.0	0.0
4117.64705882353	35235759.91184813	35340290.68674885	0.0
4313.725490196079	62697657.77447548	0.0	0.0
4509.803921568628	28620966.055006266	0.0	0.0
4705.882352941177	125665534.15349583	22543004.56094384	0.0
4901.9607843137255	84512776.73258753	27115698.16305536	0.0
