Count	Y Median	Y Upper Quartile	X Mean	Y Std	Y Lower Quartile	X Center	Y Mean
343	-0.01657154826244241	0.5644407541209466	3.62261957106314	0.8037439426007137	-0.6733739651678108	3.6216678344652173	-0.005559133746245808
357	-0.2434203640916404	0.48735211400316114	3.6621747403894753	0.7995608309617557	-0.7919120061719046	3.660883520739727	-0.13207874601243855
446	-0.14277380907600648	0.5570399227880276	3.700382495195823	0.7950099894442768	-0.7553878998830337	3.700099207014237	-0.09355704883123452
559	-0.2111616657945143	0.359411534375363	3.7391791627906383	0.7905295070091213	-0.8118146967092092	3.7393148932887468	-0.16167310623897532
699	-0.13907151242129517	0.4720232813092051	3.778884467853792	0.781674324722846	-0.7762321323006389	3.778530579563257	-0.11856612220572003
793	-0.17203948435335284	0.49333838843309463	3.818486709579321	0.8115505821203252	-0.8044422241886089	3.8177462658377666	-0.11266548455594735
1074	-0.12923405546045857	0.5231075632633788	3.857745139870978	0.8054188053642024	-0.727770777540204	3.856961952112276	-0.09059277124785103
1274	-0.09138862122025795	0.5685758899704073	3.8969454739842635	0.8118872421073524	-0.7413164111132796	3.896177638386786	-0.0762228536480679
1627	-0.1135550277994497	0.5264094815557283	3.936344667904144	0.7768864963099751	-0.6842259088459113	3.9353933246612955	-0.07266467167076926
2130	-0.10012998768307566	0.5514774297764463	3.975498773556505	0.779406790850284	-0.6641323820935865	3.9746090109358057	-0.052221244889003676
2617	-0.10139468075564201	0.5444752572630702	4.015006635817014	0.7848590286494941	-0.6870108204373713	4.013824697210316	-0.0684263453229894
3424	-0.11341381411958681	0.5400637605238833	4.053830828968788	0.7952852867088014	-0.7354461262454172	4.053040383484825	-0.0802802013911482
4413	-0.1038548451452713	0.511076090125762	4.09319966597491	0.7849559405467499	-0.7062555116207188	4.092256069759335	-0.08238295019852124
5806	-0.09333173608400314	0.5524377286082119	4.132330360376377	0.7919320374628778	-0.6971552496636544	4.131471756033845	-0.05899540891398659
7581	-0.10123552287039053	0.5152810332318607	4.171383860759616	0.7912532634486676	-0.7032028160362532	4.170687442308354	-0.08084222080197133
9630	-0.09990418973459514	0.506654163901804	4.210684027880247	0.7777153308666486	-0.6893139696138507	4.209903128582864	-0.07360422592169262
12386	-0.08981300712968987	0.5116524816264649	4.2499049938388325	0.7818316330803166	-0.6904344639045173	4.249118814857374	-0.07184690370877571
15413	-0.09575588192093766	0.5133238020804893	4.28886260286141	0.7820516082478303	-0.7059393424626199	4.288334501131884	-0.07463909712795463
18382	-0.07456676806934182	0.524327486100583	4.32803430649974	0.7757866574525256	-0.6711519299711439	4.327550187406394	-0.05982974362233113
21188	-0.08248159001323163	0.5243626588587924	4.367288792067762	0.7769656614326544	-0.6863869294905326	4.366765873680904	-0.06689166980395998
23479	-0.07952607305078015	0.5117597088840253	4.40622196944657	0.7744261125222273	-0.6786573879855053	4.405981559955413	-0.06817134169946856
25187	-0.07589547149902921	0.5179848275064474	4.445390057175337	0.7688307017756155	-0.6560009086867487	4.445197246229924	-0.0584599155332871
25844	-0.06915899271472536	0.5041731381772352	4.484423549584463	0.7620272540483934	-0.6509427669002616	4.4844129325044335	-0.05893174539812403
26297	-0.061704696382874735	0.522267920155012	4.523583765401456	0.767040703314174	-0.6451535850746803	4.523628618778943	-0.04974136517653201
26411	-0.0664549018267389	0.5124006683896698	4.5628090918672966	0.7621034683784683	-0.6374615755615447	4.562844305053453	-0.05344620916207951
25530	-0.05914947574841055	0.5148806589827482	4.601862442326234	0.7597228910387727	-0.6297234500549498	4.6020599913279625	-0.048095879030011085
24470	-0.06033582092152967	0.5012957565635724	4.641179079458003	0.7506689547891615	-0.616149854011497	4.641275677602472	-0.04662308572124226
22965	-0.052256353672447575	0.49737525777685315	4.680196369798127	0.7527334806918329	-0.6357033627657156	4.680491363876982	-0.05326326942526699
21672	-0.05406634361332016	0.49159020388793956	4.71962247735084	0.7414552904082085	-0.6096347803480973	4.7197070501514915	-0.05059576754209323
22423	-0.05255357902152949	0.47653515165348903	4.759142913664765	0.7342791921771642	-0.595763870475758	4.758922736426001	-0.04977383317733113
24490	-0.04373011995447709	0.4649559624360149	4.798531302213101	0.7199910210538263	-0.5759013641693352	4.798138422700512	-0.0492667132918795
27275	-0.04035872217269526	0.4477691749886196	4.8377709716935255	0.708448041182796	-0.5577149097326537	4.837354108975021	-0.047320853853638545
30333	-0.04900812321992912	0.41866738558269073	4.877035500092694	0.6970439366943373	-0.543091725610604	4.876569795249531	-0.05620036671360062
34007	-0.044656898182092966	0.4189850115275044	4.91617766086014	0.6857305492695296	-0.5228100781099818	4.915785481524041	-0.0483733070990921
36960	-0.04502656558115256	0.40067330942570106	4.954981877321667	0.6735281005198639	-0.5143367361079946	4.955001167798551	-0.0526525019146936
38363	-0.0326486661261209	0.39393804236936103	4.994364087519139	0.6630312835039145	-0.496313422201051	4.994216854073061	-0.049144404099534786
42579	-0.037299053892688984	0.36966501136358176	5.033765007716958	0.643155117316414	-0.47443979856665064	5.033432540347571	-0.052381288858486266
44232	-0.03880892526897138	0.35236714064380437	5.07269840543862	0.6280847573571835	-0.4623265408047912	5.07264822662208	-0.053257590416518154
42327	-0.03131403315706738	0.3501942547779182	5.111717956755679	0.6186616087020426	-0.44148559325000325	5.11186391289659	-0.04724632588450304
40894	-0.04055757938717887	0.3163561883780702	5.150925411970469	0.5920504136981902	-0.42904277082253395	5.1510795991711	-0.05891303634050516
37565	-0.038075012639434004	0.30204467436935634	5.189768337435944	0.5767376978945588	-0.40305153593227105	5.190295285445609	-0.05872028578085036
32428	-0.03973918118294683	0.2918228197719464	5.229053897147724	0.5619673242978829	-0.3885476591612861	5.229510971720119	-0.06198831845857653
26117	-0.04307090793100654	0.2663106567463114	5.267727761508211	0.5425900709117671	-0.3825099685144035	5.268726657994629	-0.06714167793650919
18409	-0.04919393530179494	0.2529136901331058	5.3067035748756295	0.5182301656203514	-0.3606460653435723	5.307942344269139	-0.06890294312816005
13503	-0.04627197614850775	0.23581034416010022	5.346392054424007	0.49916209726706406	-0.3399498941618809	5.347158030543649	-0.06430743251758195
10960	-0.0566176402612555	0.21920891425013922	5.385648833037714	0.4758756666089012	-0.3429466225790024	5.3863737168181585	-0.07390701161657799
8021	-0.038014018276500285	0.2092380567930716	5.424411621286954	0.43900952058784815	-0.29993589001133314	5.425589403092668	-0.057251610573721884
4722	-0.04615752202900536	0.20965898347662498	5.462526041364205	0.4329341265026285	-0.30142799523574154	5.464805089367179	-0.060192119580354794
2190	-0.054707955971345715	0.19882438420504722	5.5005759005104915	0.4277792583489496	-0.3008108175527429	5.504020775641688	-0.06172862683976505
631	-0.060373472943724395	0.1595377535695417	5.539160697453318	0.39937677975918046	-0.3068549678782082	5.543236461916198	-0.07473667401589089
188	-0.05511237897559473	0.1880848701053415	5.579848577562071	0.49066010211029243	-0.2962775974796194	5.582452148190708	-0.07112928293102745
