[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	248317150.64733428	78085963.52471384	24292175.829868853
-1.4117647058823528	271848871.6415451	87973215.90547864	31556159.43411848
-1.3529411764705883	299758494.549676	120545174.79137602	44392433.76056058
-1.2941176470588234	339935105.5439279	130539289.08716185	53168175.042634726
-1.2352941176470589	355079398.3236392	167888920.7951936	58336842.391617045
-1.176470588235294	407509331.3529616	193475495.61225626	70718949.02625291
-1.1176470588235294	408891452.8489449	202095595.65373614	69578571.2058538
-1.0588235294117647	431329508.4957823	210975562.1009395	95717465.31774141
-1.0	473272521.8541317	236319776.2222705	85316432.74793378
-0.9411764705882353	481098202.2750878	265280666.50592428	99501754.05104679
-0.8823529411764706	515195445.0432434	279803791.1427545	112886801.55821952
-0.8235294117647058	564335603.9467636	303895122.0484208	118192106.3909331
-0.7647058823529412	629956294.7876327	333204531.91897035	144469722.93247154
-0.7058823529411765	666397796.9652187	400928957.3537259	192586863.99049208
-0.6470588235294118	720634355.9697697	440265152.7450336	255580736.00335667
-0.5882352941176471	786308002.0942782	563232420.2000637	320037627.8755068
-0.5294117647058824	876713671.1465299	689598642.6217217	448245131.3486128
-0.47058823529411764	970965015.028257	823794735.3840377	632673113.634238
-0.4117647058823529	1072823425.4147092	1097176699.0282123	904565106.1676476
-0.3529411764705882	1236230051.6389222	1354969452.8406174	1197844377.9462302
-0.2941176470588235	1346171873.281324	1702277792.4221256	1654261405.2768204
-0.23529411764705876	1472765111.555303	1971550558.077287	2265323794.387664
-0.17647058823529405	1574179116.3605733	2346014431.065169	2911136654.6431265
-0.11764705882352944	1658247893.628865	2693786822.0877075	3480023222.496299
-0.05882352941176483	1724191041.7759075	3025301640.2865496	3968951110.9584246
-1.1102230246251565e-16	1796466074.2490642	3019637331.0532274	4076493402.966734
0.05882352941176461	1766484117.6293917	2999232603.9072404	3914931376.422328
0.11764705882352933	1756929281.096593	2731722688.819459	3289393471.6815825
0.17647058823529405	1605437030.7777925	2480415256.2541485	2711159501.656716
0.23529411764705876	1569831975.7166529	2115600347.4324415	2004101337.9378934
0.2941176470588235	1435688437.001828	1705544332.225879	1455693800.7271316
0.3529411764705882	1258834306.4288428	1421356157.53183	1004789583.348697
0.4117647058823529	1148716375.3143651	1111653920.53681	762701373.9030464
0.47058823529411764	1020287246.5106765	873025608.9189118	552854507.9060999
0.5294117647058822	890768981.2314626	656406599.9912789	368581166.9742755
0.588235294117647	824120673.149387	535431011.95569885	240869855.34073853
0.6470588235294117	703997048.088157	417631051.31044906	229255735.058828
0.7058823529411764	627701347.9036754	357334230.38870126	155699541.87476096
0.7647058823529411	553720416.8767161	280939759.91711193	109019278.76602337
0.8235294117647058	507471762.26545364	244468945.82312393	76341884.40008834
0.8823529411764706	457226604.0231652	190589980.942582	72733644.05904873
0.9411764705882353	431339964.59148055	150909996.54207224	54048097.1050109
1.0	382075872.8037954	134562936.5036996	29359205.771881755
1.0588235294117647	358106534.6308114	131125185.52586272	21425200.001471728
1.1176470588235294	333851869.30756533	90658376.64890006	18181203.211868376
1.1764705882352942	326484901.3960206	77395878.43115668	18129869.66416624
1.2352941176470589	282382488.34482557	64402771.868565366	12196318.968297677
1.2941176470588234	265677522.30677772	55494705.069776796	14867256.824945219
1.352941176470588	225334231.69690087	44816690.872909	5241813.679042684
1.4117647058823528	202454757.00964203	40111227.88640829	8544267.841482315
1.4705882352941175	185314134.84438798	25166358.24328234	2758049.8956558434
