X Mean	Y Median	X Center	Y Upper Quartile	Y Lower Quartile	Count	Y Mean	Y Std
3.6211857578817033	18.895502695210894	3.6216678344652173	695.7580829211265	-367.797889213623	320	137.8373671148206	1203.6369429870524
3.6612942111368367	38.75572083262068	3.660883520739727	545.6090516321077	-598.2792621532171	404	-41.8235843425571	1289.6844578415469
3.6994415313388864	133.36221717004494	3.700099207014237	871.6689434094878	-607.6093883607082	500	109.58649951532729	1363.0508182885637
3.740166600605085	-11.40588598512386	3.7393148932887468	933.3786733738908	-579.0570312542786	612	-4.158140924116369	1493.0199154597708
3.778602948064961	100.39037540828632	3.778530579563257	988.9097710732892	-471.9480527589226	768	271.71744252822305	1397.0902780627584
3.819043356994672	71.1123888319363	3.8177462658377666	806.8627472047801	-488.4108066144545	1028	151.558298405464	1339.0067568500037
3.857677952147503	96.94801893907697	3.856961952112276	1036.0653467495395	-571.2941126397563	1380	198.25761800267924	1509.446537598698
3.8967740628631433	173.13758333910164	3.896177638386786	1032.3073383594183	-378.61350779036877	1672	356.48630795484024	1366.228778336271
3.9358835509833816	171.60143051185545	3.9353933246612955	888.0872249608638	-374.5593992774038	1948	321.6146598157772	1353.7944653865154
3.9745390603996387	160.14223934612716	3.9746090109358057	838.6125416380755	-362.46936908368843	2284	258.0786800092129	1276.1311733679368
4.014783770823973	89.35154443736974	4.013824697210316	798.7905280683708	-410.8735980870042	2932	223.70806531293573	1319.5805772404506
4.0539086422626625	87.27394808888675	4.053040383484825	664.9981335026096	-361.68698896785827	3732	227.1329892691351	1183.528012653569
4.093384303104813	77.19096693290612	4.092256069759335	575.9698275525021	-316.677667120196	4884	214.370026075385	1139.0115171435295
4.132784971409822	60.734518512675876	4.131471756033845	525.7626079503268	-301.43210235970537	7120	199.2000013426334	1016.7080286303755
4.171514182275534	72.80898025441456	4.170687442308354	534.1345911931639	-272.22680860328546	9804	204.9006591582955	950.7391032997702
4.210990545621842	59.40764323664553	4.209903128582864	468.88389477142573	-268.90182777001246	14372	177.64554660776977	879.8549449285347
4.249905029115003	67.51889300617364	4.249118814857374	475.05676212160324	-230.2350641103758	19896	185.49052067049604	902.653103901377
4.288976650722763	78.44327636031358	4.288334501131884	454.1183331146001	-216.98031053325235	25568	196.61808896716218	796.0593437112606
4.327981204980404	75.29210645682087	4.327550187406394	455.2215271751518	-215.58537545695572	30640	195.057328601584	821.3736084132008
4.367047816643692	74.68941211373522	4.366765873680904	430.6772938662307	-204.11401672251486	34536	185.4955060055207	783.0359180658953
4.406265761537717	62.23125571327273	4.405981559955413	394.5356091224421	-188.24369307684174	37788	180.44672082065566	751.8197176524815
4.445290334252756	68.15537704450526	4.445197246229924	375.5280622714781	-175.87668842629319	39596	183.5353272987505	747.2447314322394
4.484562704823929	51.373182607950184	4.4844129325044335	344.97371338522316	-180.5449733647847	40680	166.82749098528728	710.1854409072645
4.523707115185518	50.20660158408191	4.523628618778943	322.01050915386577	-173.34758951495706	40448	153.87585565259658	716.9845692093161
4.563010731791318	48.52109445660517	4.562844305053453	305.6672880010683	-160.97927387072014	40508	163.77953820347184	676.2039501267024
4.602168094698758	44.96286198571215	4.6020599913279625	292.7345939009356	-157.21401991266703	40008	153.83613135770307	668.0802434772379
4.640876356687076	39.337630672779596	4.641275677602472	264.5385256581467	-147.55479626345914	39028	138.7553440546408	644.8734754625217
4.679882473759714	39.03962784328178	4.680491363876982	248.26765261215587	-149.3154791975703	34988	128.39166209283223	626.3707120406543
4.719627987711028	19.711404039484023	4.7197070501514915	215.86236191329408	-148.04107013352314	30904	106.43889429457089	609.096132107315
4.759224497479858	15.472626571580804	4.758922736426001	193.1316645390316	-149.1095715984029	32892	90.83463341092428	575.3699977739736
4.7988419060094385	9.499429600265103	4.798138422700512	173.2282816913721	-140.59304403275883	38816	68.45646542676694	528.4410232723278
4.837449684727448	7.4832957957031	4.837354108975021	162.4524116821467	-134.87161355241255	41048	56.162863216207015	510.1145673130101
4.877266222856615	1.9786957722735679	4.876569795249531	142.07925505171443	-131.00128262232192	45388	42.297830728860674	469.70924323567
4.91604949372451	5.45597960791747	4.915785481524041	136.5204616358078	-118.34565198122891	52588	43.12253381520095	456.899227698301
4.95487591884772	-0.07862315916827356	4.955001167798551	123.51842189895979	-117.65359230951799	54580	31.15878736872644	429.58996106266073
4.994375646581598	2.065526760544344	4.994216854073061	112.91036284388247	-111.53205385635192	53692	18.829575919179078	407.2456017492317
5.033766873270539	-4.728517863851721	5.033432540347571	101.15312050581088	-110.74982107711935	60672	4.596988837782682	360.29200917771374
5.072331067462943	-1.2140036432201669	5.07264822662208	97.04648888664087	-100.51334315133317	62520	2.6266333131655277	359.5611630767738
5.1115200224159105	-2.4025917067556293	5.11186391289659	93.18525414328997	-98.46329293968483	56980	-3.6500875547167864	308.14927302761504
5.151042127966963	-5.361190093697587	5.1510795991711	88.22817976589613	-93.98133557871188	54648	-5.091800880349798	312.1508292545783
5.1897392485800555	-3.0149532627410736	5.190295285445609	86.56995338783827	-92.68646330284832	49792	-8.589918152273519	324.6275304869431
5.228935630590009	-3.4272069460585044	5.229510971720119	80.59385803461191	-87.9951694038391	41460	-7.346938582993251	306.16417448436425
5.267683919462536	-4.105509948100007	5.268726657994629	78.54067936175352	-86.87810810386372	33296	-9.32284820994647	307.5468360529697
5.30662084634462	0.4547643809855799	5.307942344269139	78.98453227777645	-86.28200778330756	22796	-20.423768264163552	329.5825181503763
5.3467065926408175	-1.2856293806107715	5.347158030543649	76.25563647734452	-88.10452239996084	15912	-15.826529649629716	365.43632214785964
5.38570297403464	-1.2225889142255255	5.3863737168181585	79.60552686085475	-85.94596563193636	13536	-13.688117040591	322.03853731671063
5.424391172602951	2.1578067620339425	5.425589403092668	81.1157487929413	-77.7766946053489	9892	-13.183240157015632	342.29182715836976
5.463380058871044	-5.275812422923991	5.464805089367179	78.076654390361	-87.26122310514438	5332	-19.088089598074088	273.50469542159055
5.500740148266985	4.978601574222921	5.504020775641688	81.94093279779372	-85.39019689506858	2492	-6.5018072703406435	385.1364255919482
5.538442812504745	3.8505699123797967	5.543236461916198	95.57116953354762	-68.49738714022624	656	28.822548975749182	364.3150105322528
5.581427365000785	14.222256148776069	5.582452148190708	121.90731874592166	-124.65322142748118	332	55.10522924159799	580.3665621448981
