Y Lower Quartile	X Mean	Count	Y Mean	Y Upper Quartile	Y Std	Y Median	X Center
nan	nan	0	nan	nan	nan	nan	3.6216678344652173
nan	nan	0	nan	nan	nan	nan	3.660883520739727
nan	nan	0	nan	nan	nan	nan	3.700099207014237
nan	nan	0	nan	nan	nan	nan	3.7393148932887468
nan	nan	0	nan	nan	nan	nan	3.778530579563257
-79.18042199411138	3.8195827354180594	32768	-43.595086759403785	-8.009751524696185	35.5853352347076	-43.595086759403785	3.8177462658377666
nan	nan	0	nan	nan	nan	nan	3.856961952112276
nan	nan	0	nan	nan	nan	nan	3.896177638386786
7.449536597101542	3.9395704665589495	16384	7.449536597101542	7.449536597101542	0.0	7.449536597101542	3.9353933246612955
nan	nan	0	nan	nan	nan	nan	3.9746090109358057
-6.4117563764129955	4.019629483642924	16384	-6.4117563764129955	-6.4117563764129955	0.0	-6.4117563764129955	4.013824697210316
7.380327048643267	4.0570209635842	16384	7.380327048643267	7.380327048643267	0.0	7.380327048643267	4.053040383484825
7.762405233537265	4.100887554365769	65536	13.647215398081016	22.13557350390306	10.971822929786372	16.25076333935931	4.092256069759335
-1.2992960598376158	4.145056098262031	16384	-1.2992960598376158	-1.2992960598376158	0.0	-1.2992960598376158	4.131471756033845
-13.674073173344368	4.168795974046582	16384	-13.674073173344368	-13.674073173344368	0.0	-13.674073173344368	4.170687442308354
-1.96233691872294	4.21323651002532	81920	-0.9412934718937322	5.290907544294896	8.905813314594264	-1.2730082413399941	4.209903128582864
-2.782359152397248	4.25202269914731	131072	0.5955825759471054	3.714373030774823	4.072722512236025	0.9141337277715138	4.249118814857374
-2.8993149217785685	4.290080164677969	81920	-0.7426606742095828	-1.3735576568869874	6.1695510857999905	-1.6729427355376174	4.288334501131884
-2.9436480022995966	4.331625237840848	147456	1.3574994040711519	3.169074841568545	6.728630535579946	0.21130005871691537	4.327550187406394
-0.7222077886281113	4.363752478787018	81920	1.8188935345462596	6.346294641480199	4.96164541907951	1.141136063131853	4.366765873680904
-6.5164543135617805	4.39576982352604	131072	-2.266334262856617	4.788260978052222	7.438117806199453	-2.541870832045788	4.405981559955413
-2.2997817635227875	4.449150723983963	131072	0.09783743887828678	3.793936202328041	5.815862830891243	0.12707237300674024	4.445197246229924
-4.216433630395841	4.481464333318573	147456	0.33216112537936876	3.9118177963282506	4.81848760830131	-0.25409633797971765	4.4844129325044335
-6.472634471845595	4.523437269035081	114688	-2.2666745787121596	4.805622058447625	6.584191946913063	-2.22480999020172	4.523628618778943
-4.312385928995354	4.564621258671962	98304	-1.7106599693335436	1.4214950063851575	4.052242981472161	-1.3117163968181558	4.562844305053453
-2.444994375279748	4.598119613779341	163840	-1.048105029076487	1.8068203625562091	5.337789596916676	-1.7696741014779036	4.6020599913279625
-11.663513053716088	4.63822216971674	49152	-5.9621326369312255	-2.2172547567734	4.097062003030192	-4.005630100304188	4.641275677602472
-4.522590221548853	4.68462641118384	32768	-1.1652505872639267	2.1920890470209997	3.3573396342849264	-1.1652505872639267	4.680491363876982
-1.8027210882282816	4.717458847062558	98304	3.868172387985851	11.487869646826766	7.0933564763357815	1.967689859353868	4.7197070501514915
-0.6663075250762631	4.764753033777246	114688	4.0396264593878835	6.667320456087509	7.192094202335526	1.2398678554563958	4.758922736426001
-0.2330351789823908	4.795527854789135	98304	0.863443161448231	4.381313855799817	10.980861746499938	3.6926389387390373	4.798138422700512
-0.4993873478601927	4.826470527939029	65536	4.817785421969347	7.719736491508684	6.420868383106041	2.402563721679144	4.837354108975021
0.46198783791214737	4.875151540092687	65536	4.672854167512469	6.958603958374624	6.759886946484783	2.7477376287743027	4.876569795249531
-10.781042298064222	4.911832107479536	65536	-2.582720806709858	4.604560934944857	11.684138555589495	-3.5937605564095065	4.915785481524041
-4.043257064427962	4.952846899889236	65536	-2.4652861377908266	-0.26805410210090486	4.963075899563923	-1.8460250287380404	4.955001167798551
nan	nan	0	nan	nan	nan	nan	4.994216854073061
-4.654878513456424	5.028358645066643	180224	0.7555327665725351	6.426456186192809	10.818879154607732	1.0322131773336878	5.033432540347571
-2.730788302484143	5.073301341675176	49152	-0.8043101147110671	0.2472673631109501	1.3641339929421419	0.07059059523999167	5.07264822662208
-8.770734801950312	5.1212999348334405	98304	-2.1907079284890947	3.057732284434678	5.851247064351885	-2.0709414856592048	5.11186391289659
-4.68051241250032	5.155352250126498	81920	2.7487205795241607	1.3072540807988844	11.420024780337721	-1.6694970377648133	5.1510795991711
-3.177503214263197	5.200700079385847	65536	2.7610230120803863	6.842672132790085	7.591012698440249	0.9041459064465016	5.190295285445609
-9.256543852694449	5.22569704233309	32768	-3.88712096209656	1.4823019285013288	5.369422890597889	-3.88712096209656	5.229510971720119
-12.8362687896024	5.281297098728002	16384	-12.8362687896024	-12.8362687896024	0.0	-12.8362687896024	5.268726657994629
-5.761654033827654	5.305461192120893	32768	4.359040718487449	14.479735470802552	10.120694752315101	4.359040718487449	5.307942344269139
nan	nan	0	nan	nan	nan	nan	5.347158030543649
3.940070112084868	5.400314241327681	32768	5.901298213957489	7.8625263158301095	1.9612281018726203	5.901298213957489	5.3863737168181585
nan	nan	0	nan	nan	nan	nan	5.425589403092668
nan	nan	0	nan	nan	nan	nan	5.464805089367179
nan	nan	0	nan	nan	nan	nan	5.504020775641688
nan	nan	0	nan	nan	nan	nan	5.543236461916198
nan	nan	0	nan	nan	nan	nan	5.582452148190708
