[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	0.0	0.0	438418.6866161608
-0.8235294117647058	0.0	0.0	0.0
-0.7647058823529412	0.0	0.0	407407.4291049795
-0.7058823529411765	138622.89998893102	0.0	1228217.4919851036
-0.6470588235294118	137694.63920992892	491424.610586921	0.0
-0.5882352941176471	315274.8970399505	783513.5838603562	2734493.3198825265
-0.5294117647058824	142555.0734845956	517204.25845908956	1180758.0470910096
-0.47058823529411764	0.0	384525.7954081051	5001342.649790272
-0.4117647058823529	602380.4310433345	1403119.142934586	9691002.819952656
-0.3529411764705882	4126090.356732861	7557722.080667109	13462766.716389786
-0.2941176470588235	13520684.74979055	15012957.363753818	30420431.89848887
-0.23529411764705876	54948641.87974775	63747510.273554906	66719132.84166906
-0.17647058823529405	170910302.18115127	203503217.80629772	212877976.22229865
-0.11764705882352944	442170523.9029896	492831992.8109221	477217119.00081664
-0.05882352941176483	815603492.8401885	884163018.5010875	824718277.7055537
-1.1102230246251565e-16	982325240.4766273	1003546556.2852079	885984189.8799622
0.05882352941176461	757398442.7068262	737636410.0064934	673348157.293368
0.11764705882352933	435773062.6301993	405724325.5207106	391005992.9091584
0.17647058823529405	205867491.86289614	190031821.04481483	211392165.67498982
0.23529411764705876	95538650.71349448	89261473.9745967	104424585.76733543
0.2941176470588235	40595157.4126068	41817121.765325025	56057513.512185074
0.3529411764705882	21629387.089086577	19773712.83317925	38021030.262801915
0.4117647058823529	10258649.111352233	13076165.252084568	13792651.28561588
0.47058823529411764	6193336.597262834	8052341.104927881	11515279.954522604
0.5294117647058822	5207981.349467757	4236537.141128673	10728869.336763892
0.588235294117647	3218536.3316062214	4158502.1320738005	8471334.32692871
0.6470588235294117	560512.4472718029	1829036.7114124957	6751767.069526394
0.7058823529411764	1231941.3279681709	1291987.166045608	6541574.738005494
0.7647058823529411	762876.6570795038	1165733.1065285127	3783195.5375261116
0.8235294117647058	444834.2891838717	511240.6969365081	2710737.857411619
0.8823529411764706	1064925.5597359962	743644.039296722	762192.542186598
0.9411764705882353	478800.8469845376	1683148.260900008	733325.6787053595
1.0	346672.83490267745	193916.1283389288	340398.62299606256
1.0588235294117647	180433.61159182858	424166.10022276675	0.0
1.1176470588235294	0.0	0.0	0.0
1.1764705882352942	296267.2226985865	0.0	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	185397.17675994267	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
