X Center	Y Std	Y Median	Count	Y Upper Quartile	Y Lower Quartile	Y Mean	X Mean
3.6216678344652173	2435.8275170608986	149.077419676506	1102	1787.9107929274483	-1652.2631807113157	83.66026518008874	3.6218246992296956
3.660883520739727	2444.0942962362915	180.09554736776226	1455	1923.7619492398007	-1630.401581021164	140.20356949733926	3.661039221439277
3.700099207014237	2457.2696546761777	261.798351878826	1706	2095.642277782678	-1618.717548052115	208.10019443694617	3.7005179186660224
3.7393148932887468	2460.6309374607154	261.37674877597055	2058	2133.0445539299944	-1581.3466294384148	237.12959107403844	3.739856125500173
3.778530579563257	2420.725605718183	264.97227973324334	2506	2025.7562570612854	-1471.4432370933343	227.59502075396102	3.7790744917389683
3.8177462658377666	2385.276272608625	233.9163004175225	3233	1943.6862759470223	-1538.9178093828868	185.24327511076478	3.818378613286024
3.856961952112276	2345.066405171425	286.14498798383283	3985	1989.0782121530956	-1361.7566532432065	261.56403668182804	3.8576037918128128
3.896177638386786	2327.9391034787923	272.18988233546725	4902	1896.8764384922376	-1393.4042212365098	220.5459571305862	3.8969592905407464
3.9353933246612955	2305.5228476887537	193.35024577261356	6356	1818.1229623361487	-1399.0583889400727	170.89930460310268	3.9360597927025722
3.9746090109358057	2235.0992151293103	232.75369910289373	8242	1798.8560493320829	-1263.2058444709037	234.85587232311195	3.9754763127633908
4.013824697210316	2203.6254023613333	245.86491898337863	10338	1728.7701610257186	-1242.9555617772392	229.66627327354712	4.0147150434167305
4.053040383484825	2133.2498992292067	223.31365991246093	13227	1623.3934034806034	-1239.6833877308645	186.21805529291916	4.053944437497098
4.092256069759335	2077.7469703808474	229.6769617852542	17501	1602.515109321992	-1136.1353880592178	210.54967143285808	4.093132447673625
4.131471756033845	2003.7877850172956	170.67590467934133	22557	1485.7568490625908	-1119.2599302138988	166.1130815422565	4.132214961845092
4.170687442308354	1953.1916263355956	205.13856787264285	29584	1457.411858561201	-1037.4628348366757	194.01315768011878	4.1715574867559955
4.209903128582864	1879.6635959185771	190.61505568717348	38178	1380.4088565337242	-990.1713233927742	194.34309471074823	4.210670329429983
4.249118814857374	1833.2204664303335	194.06034697743507	47798	1326.7641527159783	-958.7311724042784	176.10648679694634	4.249841093858529
4.288334501131884	1777.7653885590134	171.94955232303164	58660	1267.4131130675178	-912.8155584608687	166.52824147327172	4.288943555908438
4.327550187406394	1720.6963613328492	162.74712986429768	69190	1209.0931296519352	-884.1080016054957	155.66167535470305	4.32801311967751
4.366765873680904	1667.0474144297523	150.8911639027674	78507	1152.4546931593495	-848.9181660791419	139.3132614676998	4.367117350926446
4.405981559955413	1611.1472439987933	127.57187540843734	85149	1090.4596033445414	-828.4591456670605	123.02374864770584	4.406164907534954
