Y Lower Quartile	X Mean	Y Std	Y Mean	Count	X Center	Y Upper Quartile	Y Median
nan	nan	nan	nan	0	3.6216678344652173	nan	nan
-260.973555853559	3.6650951926851323	362.2943153965835	-37.49421626099229	1024	3.660883520739727	56.701119939575165	-166.77821965299154
-314.48416864178125	3.7063493655662927	1508.2703340460139	-282.50826470133023	3072	3.700099207014237	162.73351242643912	-83.35232810196885
-461.38436117102447	3.7387779934139544	383.40389964885827	-329.8313020713682	3584	3.7393148932887468	-69.6326507777485	-212.4331265447231
-504.65910680994057	3.7802638839737255	534.41907798077	-189.72649220630555	7680	3.778530579563257	115.28630277622506	-14.807849257296766
-182.2030793464346	3.817421280792242	368.85104782073216	-66.54561671774367	8960	3.8177462658377666	176.55796545157682	-0.8732662846414314
-248.43283245111525	3.8560484750706805	532.0078810866202	-49.290041437494885	13056	3.856961952112276	289.23260773197944	-61.500925950203964
-332.9471693033702	3.897855269325252	346.82126981014494	-63.50827635407739	15104	3.896177638386786	206.01043107635087	-34.73448843291226
-207.7400135423668	3.935432244738873	385.8266294924638	36.38161515403546	14080	3.9353933246612955	295.6687037904012	38.03631010236404
-205.9592822746572	3.975347369700656	312.1488787869701	-40.4602424217311	15616	3.9746090109358057	182.01876597955015	-12.926431100339869
-194.30166200433268	4.01528539686757	349.44690668205845	8.42423894117842	20224	4.013824697210316	216.9529270584444	70.4090416015024
-127.72582360172873	4.054726329070615	249.51681457537924	42.70440375202824	22528	4.053040383484825	220.01403820853966	46.58565440929988
-188.0950719022203	4.092824678313929	262.87794870159576	-11.060327967865032	20480	4.092256069759335	166.88512622252438	-13.588866874888481
-190.52150145178302	4.131373279358131	260.5547013709104	-22.148598360479482	22528	4.131471756033845	121.15088761248853	-23.32149851189206
-113.21165902437588	4.17150009794352	199.3274139505523	-3.801711052339704	31744	4.170687442308354	121.58907832008526	12.965631065357229
-102.26001573646681	4.212378818034758	167.2674166494652	-22.128957849293105	67584	4.209903128582864	73.72966103952513	-10.066893585139042
-105.67978719073108	4.250292205891764	173.39868300098823	-13.083452010244645	93696	4.249118814857374	95.05916890980006	-1.3432852097239447
-99.01530037996781	4.288963417460956	136.5375541655132	-12.576485130140702	105216	4.288334501131884	76.9585039779231	-11.609130333185021
-66.5867726807528	4.328406171181495	129.38461541240477	6.704266639858224	125696	4.327550187406394	80.55541129269113	9.374099367833878
-75.92236505241999	4.366603308716271	119.12191674866713	-6.579051011839529	109824	4.366765873680904	74.96856388951528	-6.115727470265483
-64.22500698466138	4.4061200933803555	106.44445484901924	1.387927643820122	124672	4.405981559955413	70.10668953413733	0.7257351344978815
-66.41360325030973	4.444812279744335	102.93188369755863	-2.498217765512016	115712	4.445197246229924	60.14463202708157	-3.147413586103994
-54.74299588997383	4.4844279064289045	95.6398755428743	2.5690275468317556	117504	4.4844129325044335	60.657906242129684	2.3297175501174934
-53.922564915895464	4.523870997152142	88.2500489536675	4.0176970780051136	109568	4.523628618778943	56.40015156223126	-4.024026808932831
-53.873861981665414	4.563044511379005	88.13284505080847	-5.206096771985532	105472	4.562844305053453	48.51002612101456	-5.323067313452157
-56.74890869844603	4.602389163022015	89.29979357811331	-6.9295089725540135	102144	4.6020599913279625	49.40337810365236	-2.985614720322701
-49.35540531009792	4.641242463415117	82.51245958372729	1.1939109179209588	92672	4.641275677602472	51.10225450519465	-1.9213587997464856
-50.740046524530044	4.679266807489218	82.08008052881843	2.021537394671624	74240	4.680491363876982	50.46071879242663	5.420038613739052
-56.0138669485641	4.720224113777074	80.25524427900763	-4.821215014125188	61952	4.7197070501514915	40.23739389561524	-5.273512565899182
-39.26695304526402	4.759309750505569	64.43541517552933	-1.8286266606651185	58880	4.758922736426001	37.55327154150291	-1.4534546745644548
-41.44419290109363	4.800220909773846	61.769271224160086	-5.032792052934068	69632	4.798138422700512	32.9394111869251	-4.357029772775604
-32.78890302567015	4.8361241086789635	64.11258984917639	3.4395270595390723	64000	4.837354108975021	40.681361494382145	5.333562243721644
-30.095671676553593	4.877413143992808	57.061197200770664	3.5892717726238192	71680	4.876569795249531	36.12418779804193	4.96924961303921
-30.808044247241924	4.915918117436878	57.4972602128747	5.751764438665486	75008	4.915785481524041	41.34972500238109	4.5895300003903685
-31.857399199439897	4.9545998063123005	50.74737030547588	0.3863617552270427	78592	4.955001167798551	34.12317450706723	4.082243943154026
-36.80892686226798	4.993928113294936	54.86249297006149	-4.362383442170862	65024	4.994216854073061	31.88507946296704	-2.6738594731104968
-35.98769039189392	5.034103573421016	53.1104480784351	-5.893483452960562	83456	5.033432540347571	25.86433057450631	-5.808840755078563
-29.73144025394322	5.073054669070692	51.48107927758063	-0.21617885710816076	75520	5.07264822662208	29.903615845707463	0.25127927041467046
-29.261859658303365	5.112607894541759	46.78178552398129	-2.6569749936182827	63744	5.11186391289659	25.576263701337666	-3.9753168433671817
-24.08182924022185	5.1513195579250635	43.25387342100725	3.0116083073713433	61184	5.1510795991711	29.410092981348498	-0.4400494353103568
-24.150783224347833	5.189625961158993	44.92329036801875	2.841858436392768	58624	5.190295285445609	25.860604804451214	2.1402035233495553
-29.279418165937386	5.229412075407085	46.48901519180859	-1.4301748263514074	43520	5.229510971720119	23.84738328116873	-1.7309599333093502
-28.763802504894556	5.266902453042463	59.97618828391998	-8.05129215818301	37120	5.268726657994629	23.10767235574167	-5.854090998698666
-24.391830230943015	5.306137864311241	42.858627477937574	-2.4895912719437043	24064	5.307942344269139	20.95998884450455	-1.1340709353080456
-24.133281006023026	5.345951461830804	40.190696125121626	-3.2193391113642216	15616	5.347158030543649	17.344433717393258	6.543670206194292
-16.714258326082927	5.385651237781301	54.92573703498878	-1.5433411647275663	17920	5.3863737168181585	21.62305302360437	2.438854149697363
-8.710317022207164	5.423627738950017	112.14636209305178	-9.732266124264546	10752	5.425589403092668	23.887400796496877	10.491431403002935
-17.516472096123834	5.462348203061846	26.122295953213285	-4.617785686384818	4864	5.464805089367179	12.137784008464223	-2.8159812866870197
-10.97544298149478	5.494314364831535	19.11911988566825	-3.4084523985517685	2304	5.504020775641688	10.911766261184312	-2.327876099954665
-6.665895487495163	5.539167569290704	14.899441704997006	-3.1696868353678838	1024	5.543236461916198	7.534798146356479	4.0385894942292
nan	nan	nan	nan	0	5.582452148190708	nan	nan
