log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	10658971.197265625	3599692.96875	706143.046875
2.0882352941176467	11217140.287109375	4603182.65625	1778113.9375
2.1470588235294117	14081782.126953125	6660964.453125	1243795.8125
2.2058823529411766	14821019.97265625	5652451.46875	416982.078125
2.264705882352941	18766676.953125	9068545.7421875	1257675.25
2.3235294117647056	21588822.509765625	10439574.3671875	2992848.265625
2.3823529411764706	25484371.609375	9445449.3984375	1800867.546875
2.4411764705882355	26350135.948242188	16138629.8671875	4070217.421875
2.5	32940562.328125	14676113.6171875	3331581.25
2.5588235294117645	40457087.37988281	19557887.859375	4322868.609375
2.6176470588235294	41319716.65917969	18012908.234375	4163109.875
2.6764705882352944	48841393.39941406	23195164.921875	6661251.828125
2.735294117647059	51668061.40722656	25978604.09375	9833785.515625
2.7941176470588234	65176468.71972656	32252210.9296875	8268740.640625
2.852941176470588	70811227.13476562	43124181.4609375	14171666.375
2.9117647058823533	78983559.75878906	42754114.8046875	17451663.59375
2.9705882352941178	90936069.52734375	61858667.4921875	27056083.0625
3.0294117647058822	101204588.72070312	72396385.078125	27704535.4375
3.0882352941176467	114203148.96386719	84227276.5859375	37466715.328125
3.147058823529412	126974165.49609375	105871884.8046875	49049843.5625
3.2058823529411766	140361177.64453125	127974098.9765625	70509404.78125
3.264705882352941	151901035.56835938	143397439.6640625	93382643.765625
3.3235294117647056	168515574.33789062	179708266.125	109693924.3125
3.3823529411764706	185154198.79296875	216073083.484375	155969032.703125
3.4411764705882355	199341006.46191406	242479463.5390625	194154654.5625
3.5	199260035.11523438	277131850.0	244553732.140625
3.5588235294117645	208337994.87109375	286090281.171875	284039312.609375
3.617647058823529	218155240.26367188	314039428.6796875	319019562.421875
3.6764705882352944	217527506.6796875	303953155.5390625	345441276.484375
3.735294117647059	201701255.8388672	301541426.46875	360827174.65625
3.7941176470588234	191597754.24609375	275363270.328125	348377202.078125
3.852941176470588	181095991.41601562	251120086.8359375	332286797.390625
3.9117647058823533	155362929.88671875	197471583.9609375	288746621.96875
3.9705882352941178	133711780.58789062	152417222.3984375	230858948.515625
4.029411764705882	115250379.92675781	124911865.5234375	181096823.0625
4.088235294117647	93454404.80078125	86832150.640625	134042209.265625
4.147058823529411	84441609.47753906	65393566.671875	90582883.3125
4.205882352941176	68330020.12402344	46966257.8671875	59009530.484375
4.264705882352941	51662116.287109375	32799336.078125	41724740.515625
4.3235294117647065	42645472.38574219	16210299.9609375	22934070.140625
4.382352941176471	32118747.349609375	16065665.609375	17634692.265625
4.4411764705882355	25687101.274414062	9290686.796875	11419970.25
4.5	22368593.698242188	5305077.21875	3312752.484375
4.5588235294117645	17712057.3203125	5673385.6484375	3940805.671875
4.617647058823529	14625080.232421875	3628354.9453125	2113259.0
4.6764705882352935	10860184.391601562	2465890.59375	1711840.328125
4.735294117647059	10162761.774414062	772032.0234375	222738.5
4.794117647058823	7929507.923828125	2565211.671875	0.0
4.852941176470589	5809656.185546875	581449.609375	214660.40625
4.911764705882353	5423473.90625	0.0	208934.015625
4.970588235294118	4871899.7900390625	634515.09375	0.0
