Y Lower Quartile	Y Mean	X Center	Y Upper Quartile	Y Std	Y Median	X Mean	Count
nan	nan	3.6216678344652173	nan	nan	nan	nan	0
nan	nan	3.660883520739727	nan	nan	nan	nan	0
nan	nan	3.700099207014237	nan	nan	nan	nan	0
nan	nan	3.7393148932887468	nan	nan	nan	nan	0
-107.88273756299168	-76.57438823528446	3.778530579563257	-45.26603890757724	31.30834932770722	-76.57438823528446	3.76948568086239	8192
-121.37117859801401	7.070777587657479	3.8177462658377666	143.97920604813226	108.49413969595916	-1.3956946871458058	3.8126619707800375	12288
-52.737012983237946	7.839810661242154	3.856961952112276	61.5913736370203	46.92322192827065	14.665071329944112	3.8606087929975517	12288
-94.8036558628828	-11.714012875110711	3.896177638386786	48.14756705799482	60.62683794380882	11.514050179555852	3.894798047194003	12288
-2.2328195355003118	19.800938048039825	3.9353933246612955	41.83469563157996	22.03375758354014	19.800938048039825	3.9278116625095247	8192
-64.75361138668268	-47.32684794852285	3.9746090109358057	-38.26587296166872	19.35266233820916	-46.81819191554132	3.9681664076228076	20480
-86.90636976267888	-18.735899837841966	4.013824697210316	31.15535282394012	85.49802848841736	-25.725418757096122	4.012837955838787	28672
16.93072806801956	40.1109052367442	4.053040383484825	47.66691917986418	34.241396226916244	24.48674201113954	4.058370503818918	16384
-7.448182258058296	14.016970622419649	4.092256069759335	37.81208903189963	33.632854529831654	16.346936151421687	4.088024501859076	16384
-19.77435629431602	5.710932818932373	4.131471756033845	40.82989926708251	54.2258336197355	7.568489034307277	4.136366223723769	28672
-9.776887015175816	19.430068359392962	4.170687442308354	71.67197027260045	58.47165419448673	18.838957393232704	4.172424669167942	36864
-55.43241080662301	-15.34381308935788	4.209903128582864	32.418969617610855	57.20081814516939	-12.449125088967776	4.210454258416725	77824
-33.40378831576527	-8.450474210805421	4.249118814857374	14.019669682798849	44.730569427355604	-0.4844446818678989	4.250879395739754	110592
-13.114407971102082	7.516983377081227	4.288334501131884	26.88437213684938	40.54774099033769	2.631741276064531	4.28784252513088	114688
