Y Median	Y Lower Quartile	X Center	Y Upper Quartile	X Mean	Count	Y Std	Y Mean
724.4548231491408	426.8547855909883	3.6216678344652173	1390.3869427626441	3.6259565810028604	192	824.2429577225903	831.8019711600833
-462.9826549021127	-838.3122825859355	3.660883520739727	323.59408694571766	3.6643896155705686	400	1486.1137371970349	-88.3037468283363
394.4347926676546	-6.592144014951373	3.700099207014237	659.4297095810434	3.7018239895894114	592	804.5537692837786	213.86170961588627
416.32185882248086	-438.9622612573712	3.7393148932887468	895.8398754275922	3.73889900375238	864	1139.6484514948534	221.86585146639158
141.47415222301123	-173.13258296262393	3.778530579563257	511.46189223411056	3.7799690452016588	1312	1179.6902183877346	66.61649939456105
72.33526245231042	-325.03265448915727	3.8177462658377666	716.0102459814418	3.8195886791549394	1856	1447.44032993247	207.47170531194638
128.4161472585652	-317.23068263860296	3.856961952112276	504.04208147510235	3.8555265463320723	1760	1033.775783519126	261.2992838411229
69.58613328777113	-332.78498758652313	3.896177638386786	612.2794515851729	3.897981794062473	2384	1076.0089108037257	123.28703324584761
162.80935846087687	-320.39710996214035	3.9353933246612955	685.3613999391018	3.935935286775094	2720	1144.6974224587916	239.97103808696073
143.59383700076978	-159.77882900612258	3.9746090109358057	667.4660245052792	3.974711094528357	3408	1046.6970452104572	406.41737771784096
141.6932896278413	-219.87851601648072	4.013824697210316	678.2444639459136	4.015337860911854	4048	1076.2105031175831	240.64239203351886
92.15173396182854	-162.0879694098303	4.053040383484825	469.55659261313394	4.054229713932844	4448	676.0358930783926	189.8794072736511
49.12574051404951	-210.50537456911934	4.092256069759335	385.9803429252115	4.093310442703179	6096	811.1562374928254	169.69382133712122
14.773489127077369	-215.17137506716972	4.131471756033845	270.2179021975944	4.132352362140067	7760	790.6301544260085	132.18430554093132
38.10304091969829	-178.53029895812233	4.170687442308354	275.28066618820867	4.17218669090532	12768	623.6021612942978	142.51452509714338
27.055544418110003	-160.5836436918393	4.209903128582864	263.21022675804124	4.211023607530286	22448	636.8701577600948	120.78183166978425
23.06726472654225	-143.19275415612083	4.249118814857374	218.71869255874844	4.250083874689747	35632	593.8123745484503	117.59539441476772
18.28075494433051	-138.90049194272524	4.288334501131884	208.14771180300795	4.289248635416329	44240	590.2218380298657	111.54841005717502
18.010647547730514	-129.98472481118688	4.327550187406394	190.87183832717164	4.32802398514458	53440	498.2941901880026	104.42198525371415
17.47229249768361	-122.60477721310144	4.366765873680904	184.48806084153875	4.366932205213563	57760	506.7340261897035	93.43132044162381
10.860078031390913	-116.73257556781937	4.405981559955413	166.85643321279258	4.406456696253042	59360	533.881280094666	85.67306659004213
9.165526487416173	-107.79454843144413	4.445197246229924	148.510886102732	4.445435393016701	66192	457.5258082632987	85.58468976629467
7.209060157916156	-104.97621509910232	4.4844129325044335	135.2020815856415	4.484727934791806	64064	454.7412592754718	69.0668160879897
7.101673980178475	-104.96167946883907	4.523628618778943	136.13634803002788	4.523656581937188	66272	457.73440911621157	70.36955746319775
4.989121690557113	-101.69705248877835	4.562844305053453	122.79972568245466	4.562925202372494	64480	407.9897657244907	65.80397012635166
6.4567161976628995	-96.81250262515732	4.6020599913279625	114.23756322761255	4.602285460077035	62736	439.9692428045269	51.13292214106875
3.7612588934025553	-85.55637762441984	4.641275677602472	104.15687321081714	4.64121901116685	62448	375.36348054513746	47.786776142753055
2.0213179767370093	-84.63915788809572	4.680491363876982	98.52521901599721	4.679510265940441	50320	320.95286505132566	28.949368715818817
3.943726668313957	-79.92148245971953	4.7197070501514915	86.6906306452679	4.719550862968937	45760	357.50866351270275	31.46618062251716
0.10555743856093613	-76.22447572636042	4.758922736426001	83.64607312604608	4.759311001669588	47296	285.1281447480918	24.31548068642851
-3.376859548929133	-72.74316141905797	4.798138422700512	72.42667871202866	4.798742329273718	56448	269.2985273761653	11.223783793193025
3.142499336730907	-63.63992854571734	4.837354108975021	66.64449806715311	4.836917885639826	57488	232.00609063776594	8.464809306751663
-2.6776711136299127	-68.62270309720998	4.876569795249531	57.040943673974425	4.877267874472669	61888	195.6918980053816	-2.1297627109341346
-4.316005835185024	-63.06597513491397	4.915785481524041	55.710546120423714	4.9161323049023835	70992	162.60324890298423	-5.693050036612855
-1.174562934552796	-59.33041335738153	4.955001167798551	52.989175840697044	4.954709617330301	71104	135.71605985065156	0.9597684001643
-4.095952164956543	-55.77513401950273	4.994216854073061	49.576594432714046	4.994328745968941	65328	114.93171848262539	-3.1454123302617827
-3.0862099195055634	-53.63943618786834	5.033432540347571	46.90584090068205	5.033952423901778	76400	132.77823687636587	-5.453629713999006
-3.2880419827470178	-52.20605239977499	5.07264822662208	41.31964020168084	5.072297235797504	73536	108.23784849299726	-7.112563945837461
-3.19517032281874	-49.36096956927122	5.11186391289659	41.2793534409102	5.111384276535136	65232	129.77359482553274	-5.472401527083889
-0.69663588064941	-48.737158940644804	5.1510795991711	43.67326081096871	5.151025368660082	61392	102.75064659753188	-5.90614789675181
-1.7252176348174544	-44.36399130036989	5.190295285445609	42.04933212461401	5.189680043756862	54864	113.36568762048658	-4.704497275122363
-2.6719479302228137	-44.06039477971444	5.229510971720119	38.770811353283534	5.22895637197793	44672	95.61068211665446	-6.729169404352628
-1.6311731565583614	-43.69527270893013	5.268726657994629	38.545780122651195	5.267352890594196	35984	194.5155477941658	-6.061440747103827
3.912772705394673	-40.62219707935765	5.307942344269139	46.471523273941784	5.306170643835232	24592	123.6109708384272	0.6748886898958864
