Y Median	X Center	Count	Y Std	Y Lower Quartile	X Mean	Y Upper Quartile	Y Mean
20.287966158598465	3.6216678344652173	192	1326.3396412853	-221.06295298449686	3.620897589124373	1069.0709349944166	309.77553822745335
156.63748431551448	3.660883520739727	512	1277.263302750467	-125.98899838055769	3.662469490345037	970.9264037143532	400.2372349587379
31.90725072576018	3.700099207014237	576	901.311562234246	-459.4496500703008	3.70147541720631	552.0401095853015	81.02302822585122
26.268809811089596	3.7393148932887468	544	1776.5776039209734	-616.9084298560329	3.737812491151903	473.6998093465336	-351.9150307103447
100.38041215096274	3.778530579563257	1200	876.8463578799078	-121.65343100381142	3.779833382567231	506.9878171692071	164.00670056854648
58.30952164081518	3.8177462658377666	1632	1136.5191014048673	-352.03234010195865	3.8166505274107485	589.248377650636	201.09408387836774
130.1448392219294	3.856961952112276	1968	1018.2282828194643	-198.7478573099381	3.858661861773724	603.7545348186522	208.57189291916313
104.4586986805416	3.896177638386786	2320	1138.9358382255705	-188.2577719941628	3.895936501035911	666.5390463267058	222.6950962289109
171.35425340465008	3.9353933246612955	2544	936.4223417298787	-199.18960982461613	3.935609132102715	672.1674431768533	267.3164825823377
147.1347871724265	3.9746090109358057	3600	1119.4409510666353	-225.91838041616757	3.9750448206468945	667.0609087039129	259.72172872369885
110.75144923322053	4.013824697210316	3936	959.9831511009756	-226.76014696213406	4.013568518820812	551.748414971592	188.2047532477516
93.67126132143676	4.053040383484825	4368	945.8330618015982	-196.01207121170592	4.0544102460802085	494.95862956192104	187.5856457407955
83.61332698363185	4.092256069759335	5648	784.9627705521486	-187.3570603765802	4.092963426098622	351.9296876573653	199.3576855049136
31.51480513788738	4.131471756033845	8032	731.7122496021956	-177.72120872948472	4.133067272353634	360.26996489981593	164.98078680994362
46.982980260351724	4.170687442308354	13328	654.3612760398587	-170.61164480589287	4.17249066405418	293.21610977021555	133.1357059336025
14.864057342392698	4.209903128582864	22544	624.4641224933297	-160.95709538808114	4.211055755929837	233.03527455953736	114.88485183129565
