[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	3979800.1042839508	3066366.547479966	0.0
-1.4117647058823528	5016916.655235954	3406896.304620508	0.0
-1.3529411764705883	7247417.5994800525	4102620.3532794863	756693.671716471
-1.2941176470588234	10321562.297231145	5291467.872991186	870972.8793866138
-1.2352941176470589	10141581.913210291	2755311.505679209	782533.1972150407
-1.176470588235294	8546255.913277574	3306983.9196179556	0.0
-1.1176470588235294	10760529.0470994	5529221.80404208	822862.9151612448
-1.0588235294117647	14006369.703956204	9542499.271436231	0.0
-1.0	13562110.214660214	6367720.497995433	1482013.9254373312
-0.9411764705882353	12884700.118564766	8584851.392409243	729254.8238274526
-0.8823529411764706	15675559.023659779	7975653.239609446	1670872.847897123
-0.8235294117647058	17861135.322671086	11426585.773741785	0.0
-0.7647058823529412	20511649.530799523	10740995.68879835	3172007.2844372583
-0.7058823529411765	23191278.17926213	10247249.98971564	5014953.354186428
-0.6470588235294118	26988633.032217845	27430567.730637133	4092561.610416488
-0.5882352941176471	30558314.328480665	17199169.9815369	9490414.15078525
-0.5294117647058824	34711337.36688086	42383191.45419396	15173318.9500599
-0.47058823529411764	49925537.987107344	45169133.8491502	29511163.12814556
-0.4117647058823529	58764098.28457151	49992705.95951356	36040596.45397557
-0.3529411764705882	68746669.55772842	67031938.074957535	63335386.604840875
-0.2941176470588235	84167748.47116265	102626886.33942226	85316420.21518862
-0.23529411764705876	107865908.57893425	122640220.72493047	130656967.867683
-0.17647058823529405	108599146.08545466	146802372.26389137	152944524.72852555
-0.11764705882352944	124938276.27881442	173396712.00420243	212148780.57885024
-0.05882352941176483	141637227.52332222	170418483.63151565	260025433.17407694
-1.1102230246251565e-16	133939180.97666755	193138324.4019528	251068702.98652095
0.05882352941176461	134870882.98738557	171003404.5028302	214653258.40794578
0.11764705882352933	131256287.18242155	155994951.9851998	173636301.88756934
0.17647058823529405	116985949.3280435	122266267.68555878	142453998.0933414
0.23529411764705876	103014267.84027098	115850226.82972385	110330094.55509073
0.2941176470588235	93460056.19361475	98673463.75861828	73670178.23108417
0.3529411764705882	63089443.36863184	64422735.69067084	50031456.496041246
0.4117647058823529	57887210.5944003	52669988.85459888	34565915.30800915
0.47058823529411764	59094244.12179957	46638285.23657792	18934386.352824625
0.5294117647058822	46250603.35992009	24862033.843139023	19868105.901525266
0.588235294117647	34084892.13367073	18020432.549435295	11737528.387108631
0.6470588235294117	26601010.398534823	16073692.543061584	8246373.685926933
0.7058823529411764	24736426.33997411	19139244.497832898	4738122.743845916
0.7647058823529411	19344292.37408104	8332802.7934056595	2669971.5432059933
0.8235294117647058	14605089.479944937	10020700.657275775	1499081.921154986
0.8823529411764706	12665091.758450858	3820584.356374769	846096.2139608635
0.9411764705882353	9232797.336406609	6158950.945313789	991841.5864560422
1.0	8333411.373001069	3120971.4584387974	1257463.8100544438
1.0588235294117647	11162413.460377706	4252648.583729971	0.0
1.1176470588235294	8159787.56067751	3908645.114566474	0.0
1.1764705882352942	4138275.942967957	1130772.1018754763	1060576.802700297
1.2352941176470589	3689219.5546404626	487669.71398557216	0.0
1.2941176470588234	1635647.9202018795	2042231.7929236665	0.0
1.352941176470588	2699677.0999695356	513679.1115864966	0.0
1.4117647058823528	3342157.836414404	553233.4041362863	0.0
1.4705882352941175	1590570.6061109442	535785.8960107372	0.0
