Y Lower Quartile	Count	X Mean	Y Upper Quartile	Y Median	Y Std	Y Mean	X Center
-1551.4964000729879	1132	3.622019749720622	1935.660533921542	188.33174388774842	2435.781985726016	181.7042517619887	3.6216678344652173
-1604.2154247576636	1411	3.661512367426507	2082.597353063633	314.11835080541823	2459.5698007934925	204.2877361936384	3.660883520739727
-1438.6340004968188	1732	3.700226968005153	2056.3406321035286	313.4164636668984	2388.2188300886655	269.87107656231467	3.700099207014237
-1515.797573456386	2075	3.7403164047058173	2129.7461748197243	211.33389539804193	2449.163065806731	225.73824203737635	3.7393148932887468
-1587.6000678842079	2552	3.7794521749452525	1991.2379843472067	245.8688618970973	2425.669461079961	166.89463634425283	3.778530579563257
-1415.933414664832	3244	3.818131474555702	1957.1026148664546	266.43456553282977	2366.8294334102648	246.39006719751896	3.8177462658377666
-1457.4014611182124	3970	3.8581613096994336	1889.0292341434943	231.30288000758446	2313.086382482019	199.10157662459903	3.856961952112276
-1525.1955883762348	5065	3.8968316840075907	1949.9554025312873	241.95535090309386	2374.4688052846927	208.06493633966562	3.896177638386786
-1321.9119881735312	6264	3.936053046873294	1790.4818211558904	248.64420303383758	2288.818206277969	210.66905121918853	3.9353933246612955
-1395.666701538738	8002	3.9756170950997256	1732.406490688636	200.41310059557918	2256.5472223137504	172.17615968409837	3.9746090109358057
-1260.797126300642	10457	4.014507862718754	1714.6611140472432	207.17225827551738	2198.3113607863975	220.43495224769217	4.013824697210316
-1236.6087499958594	13508	4.053830138472579	1642.5933994605898	187.1788039075227	2135.704435182463	183.67171853263224	4.053040383484825
-1165.536935201193	17415	4.093136003715494	1571.2506318066953	247.2758259937491	2082.4816645515857	200.5079845472815	4.092256069759335
-1107.5250540510715	22647	4.1322124338364175	1538.6705514587347	202.11361836564356	2024.714250800687	194.2269465919023	4.131471756033845
-1067.9408469198338	29306	4.171656083272016	1445.267646283095	179.03476112463886	1956.3720279983581	175.0521452952842	4.170687442308354
-991.4167799347306	37993	4.210743049524868	1387.0355536939114	205.49725312171722	1889.2246543303875	181.95392891396767	4.209903128582864
-951.2806044983045	48055	4.249807442301839	1316.5624909483631	181.85950429251557	1828.7738723995833	171.90807727348445	4.249118814857374
-925.2187857545173	58334	4.289011564134963	1273.1546827319735	176.67018365925833	1775.6471385885764	160.94614120745473	4.288334501131884
-873.8942731987881	68805	4.328068936392312	1213.4949820278216	172.48270945730656	1719.4124262275293	158.10991133398636	4.327550187406394
-855.9557759750478	79249	4.367133592551628	1156.802589274288	142.72924721247819	1659.3577608193218	140.2669660194315	4.366765873680904
-832.7217408658091	85360	4.406149160037915	1086.041355206994	135.23762572768464	1607.6783513278872	122.86065654253628	4.405981559955413
-779.2808567845277	89601	4.445316830157405	1043.6173346870055	133.3267381680962	1551.6010797122951	123.4300909932477	4.445197246229924
-779.5617429980459	91954	4.48440408011693	968.3572207242757	101.42399470540931	1507.9735144591668	89.75865349134946	4.4844129325044335
-731.2386378613337	91735	4.523627961106956	922.9865377379388	102.44855812575042	1452.4712723344999	92.18269986574582	4.523628618778943
-723.0309157089196	89385	4.562722695660216	879.3553055202083	77.9307550257272	1413.0432967981485	69.38496989613934	4.562844305053453
-696.0733186284333	85100	4.6018249817862715	827.1317311601902	70.14463538549853	1365.9476930961848	53.542123398536205	4.6020599913279625
-680.8658291967936	78868	4.640955564159885	801.0175476888548	67.27683771883949	1322.7027339688134	50.10840238617812	4.641275677602472
-646.4574830208885	70396	4.680132244221375	771.9213682737577	62.999014879445895	1276.2018254671893	52.93837530920191	4.680491363876982
-634.4472090028294	64111	4.719506204429096	707.9663017324242	36.84776418155343	1206.9597362117033	21.893641742154344	4.7197070501514915
-607.5768335798218	61180	4.7590075427586065	643.2675279471989	28.921151433350133	1126.6919181850667	6.06339900002447	4.758922736426001
-573.2079323515177	63048	4.798360105781255	594.4768411214523	15.278339824058094	1054.6705814977306	-6.298337714019284	4.798138422700512
-538.2415035748359	65804	4.837474802651639	558.2532003704321	20.126837924416577	991.6542372298168	-9.658054525509074	4.837354108975021
-517.443168946455	68550	4.876687147809988	526.6031000727962	9.496721198618616	932.6320829511449	-13.25819585720523	4.876569795249531
-503.8022514684269	72306	4.915883476585165	499.8332900308301	3.843497698167994	892.698672540616	-17.980396696779277	4.915785481524041
-485.5278622434887	72452	4.954863898321651	487.2461102662487	1.6772159218789966	875.9413527498259	-11.875439386206697	4.955001167798551
-482.4216393504589	71970	4.994210173479046	476.89815254915356	-4.335127344128523	870.2546071950765	-15.909869323586655	4.994216854073061
-468.0173684105532	73180	5.033543809030079	458.3288282146225	-1.917718197405975	848.2582498651701	-19.681738152422028	5.033432540347571
-457.6623997684492	72708	5.0724870472602905	436.2693379012476	-4.989360587135707	825.1809181612533	-23.038361899957614	5.07264822662208
-431.4356115098176	66608	5.111535666844511	419.3231484528701	-3.8941416654370187	789.002818971042	-19.85453238929141	5.11186391289659
-402.47308417910244	61176	5.150861383692347	394.6970349072517	-1.3962427281130658	750.4898982720787	-16.287750142185338	5.1510795991711
-402.8640287001381	54002	5.18980705142129	363.6039228726788	-10.659767744544297	715.7783817847151	-31.170846412651425	5.190295285445609
-385.7779115056337	45522	5.2288426165051884	356.9880683268316	-9.253544595493622	695.1429464953446	-28.02350021933623	5.229510971720119
-374.7173693644354	35879	5.267726487794221	340.5558917833623	-12.812096664780256	671.5417959621391	-31.087541145748137	5.268726657994629
-370.34648982871204	25162	5.306643761413331	310.57395421628917	-22.611236074732005	651.3393977354732	-41.06193942208421	5.307942344269139
-354.38170044437356	17541	5.346323957943893	300.989878019127	-19.12400718767458	634.3191651757833	-42.53613781220022	5.347158030543649
-362.4022801350702	14171	5.385744218089989	300.73779063126494	-20.24722430287693	638.470011621146	-54.34846464396508	5.3863737168181585
-355.63316346401916	10173	5.424315276933157	297.5200638282204	-14.711258117738907	652.6528097945052	-54.605986791327496	5.425589403092668
-349.9958827215728	5828	5.462741457962402	295.6565006210085	-17.122828113196192	641.2067626708599	-52.78699503058541	5.464805089367179
-326.06229863818044	2711	5.50090277448617	273.48677521522586	-12.245700980687616	654.9136294171832	-49.84385310861397	5.504020775641688
-349.4365412315474	852	5.53903926264146	250.86929954379912	-33.137441548235984	733.6836054153912	-61.80832977115851	5.543236461916198
-469.1342124637854	268	5.581046461050942	305.79934081364036	-20.83662378416011	1018.5047672793124	-96.30820577359891	5.582452148190708
