T([S III])	T1	T2	T3
5098.0392156862745	0.0	0.0	0.0
5294.117647058823	0.0	0.0	3945874.6875
5490.196078431372	0.0	0.0	0.0
5686.274509803921	0.0	2620213.2109375	0.0
5882.35294117647	0.0	3502115.0234375	0.0
6078.431372549019	0.0	0.0	0.0
6274.509803921568	2643334.466796875	0.0	0.0
6470.588235294118	8275029.3046875	1805987.29296875	0.0
6666.666666666667	14348961.836914062	0.0	0.0
6862.745098039216	64529444.27246094	3760269.28515625	0.0
7058.823529411765	130776052.60742188	15505378.369140625	0.0
7254.901960784314	367238441.1875	40306631.46484375	0.0
7450.980392156863	825934048.9658203	163490528.60546875	9818724.1640625
7647.058823529413	1637550035.2441406	434829717.2734375	28607537.140625
7843.137254901962	2687305888.40625	1014421421.2460938	160979993.40625
8039.2156862745105	3549301263.9453125	1876020044.0546875	476250331.7109375
8235.29411764706	4075736190.8320312	3153502194.453125	1126121506.609375
8431.372549019608	3643670074.7734375	4161059249.6445312	2263761405.53125
8627.450980392157	2787393102.9609375	4564800926.285156	4072784477.046875
8823.529411764706	1694670762.1542969	4102958959.4804688	5460746433.34375
9019.607843137255	889042672.15625	2378286438.5664062	4810342594.90625
9215.686274509804	395008879.9394531	1184021064.1640625	3075565022.7578125
9411.764705882353	179900392.60351562	467610356.08984375	1202379593.7265625
9607.843137254902	54628591.638671875	117317403.98046875	293396325.859375
9803.921568627451	10717183.78125	34032545.4921875	43376383.203125
10000.0	13142878.708984375	6292956.8125	7116002.40625
10196.078431372549	0.0	0.0	0.0
10392.1568627451	0.0	0.0	0.0
10588.235294117649	0.0	0.0	0.0
10784.313725490198	0.0	2238587.25	0.0
10980.392156862747	0.0	2177151.5078125	0.0
11176.470588235296	0.0	0.0	0.0
11372.549019607844	0.0	0.0	0.0
11568.627450980393	0.0	0.0	0.0
11764.705882352942	0.0	0.0	0.0
11960.784313725491	0.0	0.0	0.0
12156.86274509804	0.0	0.0	0.0
12352.94117647059	0.0	0.0	0.0
12549.019607843138	0.0	0.0	0.0
12745.098039215687	0.0	0.0	0.0
12941.176470588236	0.0	0.0	0.0
13137.254901960785	0.0	0.0	0.0
13333.333333333334	0.0	0.0	0.0
13529.411764705883	0.0	0.0	0.0
13725.490196078432	0.0	0.0	0.0
13921.56862745098	0.0	0.0	0.0
14117.64705882353	0.0	0.0	0.0
14313.725490196079	0.0	0.0	0.0
14509.803921568628	0.0	0.0	0.0
14705.882352941177	0.0	0.0	0.0
14901.960784313726	0.0	0.0	0.0
