Count	Y Median	Y Mean	Y Lower Quartile	X Center	Y Upper Quartile	X Mean	Y Std
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
0	nan	nan	nan	3.778530579563257	nan	nan	nan
32768	-0.0017631494083873865	-0.0017631494083873872	-0.0028918093836409722	3.8177462658377666	-0.0006344894331338008	3.821284249541161	0.0011286599752535857
0	nan	nan	nan	3.856961952112276	nan	nan	nan
0	nan	nan	nan	3.896177638386786	nan	nan	nan
16384	-0.0012758424465721706	-0.0012758424465721706	-0.0012758424465721706	3.9353933246612955	-0.0012758424465721706	3.9399045451859838	0.0
16384	-0.001126240937598938	-0.0011262409375989379	-0.001126240937598938	3.9746090109358057	-0.001126240937598938	3.9604119900254697	2.168404344971009e-19
16384	-0.002180174071455062	-0.0021801740714550615	-0.002180174071455062	4.013824697210316	-0.002180174071455062	4.020243996710199	4.336808689942018e-19
16384	0.0010013931290427298	0.0010013931290427296	0.0010013931290427298	4.053040383484825	0.0010013931290427298	4.057481790901462	2.168404344971009e-19
65536	0.0008469890976401451	0.00047957636047435024	0.00013180865152457775	4.092256069759335	0.0011947568065899178	4.100693041314061	0.0008850712327798534
16384	-0.0019375077262657836	-0.0019375077262657843	-0.0019375077262657836	4.131471756033845	-0.0019375077262657836	4.14453393859531	6.505213034913027e-19
16384	-0.0024040306350725568	-0.0024040306350725576	-0.0024040306350725568	4.170687442308354	-0.0024040306350725568	4.170111761708382	8.673617379884035e-19
81920	-0.0013799987344729388	-0.000726938307475861	-0.001414071387931129	4.209903128582864	0.0006291072164836423	4.213438798124671	0.001483133185264755
131072	0.00032354731688522074	0.0006285455339059989	0.00025350180132976334	4.249118814857374	0.0007367768923522864	4.252465892063961	0.0005866039051636772
81920	-0.00020024715234923072	-0.000593189055342348	-0.0010086782285463262	4.288334501131884	9.365239012870003e-05	4.290217489049804	0.000938464877647368
147456	0.00036870281131306127	0.00022922780000940609	-0.0005060438835617684	4.327550187406394	0.0009272773710007202	4.33154669285486	0.000908842241747867
