Y Std	Y Mean	Y Upper Quartile	Y Median	Y Lower Quartile	X Mean	Count	X Center
nan	nan	nan	nan	nan	nan	0	3.6216678344652173
0.0	-41.31436489790303	-41.31436489790303	-41.31436489790303	-41.31436489790303	3.6502156598201214	256	3.660883520739727
2311.003505933013	-1476.185188533421	186.78717521532053	128.92420430458878	-4744.266945120173	3.7040960193383463	768	3.700099207014237
737.5757723726412	-595.6199018989942	-201.85490933137794	-288.60678479399076	-682.3717773616072	3.7406447229290656	1024	3.7393148932887468
605.4932354990286	-223.51656878219578	217.31267707945608	-133.00587700597407	-245.44130167260482	3.7810556364991093	2560	3.778530579563257
213.6837890529227	6.965080380932323	36.68775319104407	-20.013913986421358	-87.63370360293459	3.819517595999498	4352	3.8177462658377666
394.79445867606324	146.38619481002775	340.0993266503028	36.52562648532421	-83.20518301575248	3.857922157049302	4864	3.856961952112276
411.72450238961306	41.34868234544357	101.52497040497474	-72.01090879418007	-258.298057859447	3.8993071007139735	6656	3.896177638386786
521.7098779244903	159.37008265474265	151.12580273693675	-8.238620221991368	-82.21801114999835	3.9343503857252706	4864	3.9353933246612955
618.1829991055266	316.51140354342954	555.6240947395536	36.20927928727997	-77.95756719725705	3.9755770136788553	7936	3.9746090109358057
345.27655657641145	44.77468052641847	105.05967653841526	-7.852300389014999	-92.48918230804156	4.0146357148403125	9984	4.013824697210316
244.8098730490955	66.30615465126517	125.85441942106627	39.14549980636639	-45.64988895523402	4.0534078385845165	14592	4.053040383484825
220.03909695875012	73.88649834740389	134.21475379302865	35.44146721267134	-28.162955418563797	4.090641695827692	13568	4.092256069759335
216.00226822145174	56.203716053341516	82.79778828187591	8.637030565416353	-88.06708227048694	4.1328737372837265	14592	4.131471756033845
240.50094871048933	46.538253572613314	47.79017396312338	1.1460724044177368	-55.89058252625546	4.172519755147321	22016	4.170687442308354
349.08689765992125	-1.931802496443881	40.13619299788843	1.9810382797109014	-40.8140201569513	4.2131487011641315	47616	4.209903128582864
149.6455236450225	21.78827225607614	38.46786599253301	-4.0485538136849755	-42.297511080770164	4.250943906502844	72192	4.249118814857374
135.07954352840994	17.198887922313666	36.98377313440869	2.490528016753615	-33.59611090824819	4.288956465941921	78336	4.288334501131884
100.5715776008991	12.743055223988659	42.20305070393897	2.764002667830937	-33.361350932850655	4.328027825378295	98560	4.327550187406394
85.59644655305418	-1.6086757856054725	26.494022020114244	-5.230656284785255	-34.53572334083583	4.366652344781293	98048	4.366765873680904
77.42185432843105	2.6418066147604735	29.7915459869364	-1.6943356199517439	-36.63878648896866	4.40657737393727	105472	4.405981559955413
69.31489147842615	2.9107290858276667	23.904200422213762	-2.6701579882337683	-32.24948908760871	4.44494464892221	105216	4.445197246229924
63.487175855966484	-0.3081675894755039	22.779031721186584	-2.7095354349976333	-29.262705715939774	4.484410114040137	103936	4.4844129325044335
55.04318061876762	-0.258553649567232	23.48239291752816	-0.5095593157257099	-27.512438801292774	4.523117866427677	104960	4.523628618778943
73.16933040410046	1.7682045454171211	22.5876170171623	-0.9814851368482778	-30.13604785638927	4.562528180270556	103680	4.562844305053453
35.03526270134956	-4.0164097273381865	19.117339837865075	-3.9883825357683236	-25.573198371043873	4.602555874782473	99840	4.6020599913279625
