T([N II])	T1	T2	T3
5098.0392156862745	2587892096.578125	122285503.5	0.0
5294.117647058823	3076886958.0273438	115569073.28125	0.0
5490.196078431372	3551437064.8828125	181063235.65625	0.0
5686.274509803921	4220301011.65625	240916130.40625	0.0
5882.35294117647	5197108584.609375	338754170.4375	0.0
6078.431372549019	6135217075.496094	481651294.609375	0.0
6274.509803921568	7943528268.855469	584100339.9375	22076863.5625
6470.588235294118	9747183641.03125	1061525089.21875	10316087.625
6666.666666666667	12086860405.332031	1420569461.28125	17499949.1875
6862.745098039216	13780089167.886719	2310877905.84375	15448887.625
7058.823529411765	17162282517.269531	2947218105.765625	100497857.125
7254.901960784314	19752424714.898438	4954520478.40625	93687651.25
7450.980392156863	23310947025.572266	7484946246.703125	297127923.625
7647.058823529413	27049741539.71875	10864752711.25	679210133.5625
7843.137254901962	32412422860.927734	15814891212.765625	1594676210.125
8039.2156862745105	36662193701.74609	22991982976.0	3119824644.875
8235.29411764706	41756624079.0332	31713453537.5	6794213227.78125
8431.372549019608	46098000270.63672	41711949385.09375	14273914665.5625
8627.450980392157	49518169192.69336	54923790480.34375	28578770393.65625
8823.529411764706	51271423213.76953	67550488406.0625	52684867572.53125
9019.607843137255	51972851870.796875	78464661611.1875	85820983378.875
9215.686274509804	50359971029.84766	85877099662.28125	105655069149.90625
9411.764705882353	48007561959.72266	87334543625.35938	92815939360.75
9607.843137254902	45062196254.90625	82315310590.29688	77776166835.25
9803.921568627451	39888154494.15039	72570043313.10938	69207775914.65625
10000.0	34242073738.359375	57810813523.0625	64019355644.09375
10196.078431372549	28872616313.240234	43620866149.75	55963799909.09375
10392.1568627451	23586083659.85547	30201549076.515625	44696063252.53125
10588.235294117649	19186574587.5625	20216738131.46875	33764502758.09375
10784.313725490198	15144634403.59375	11909302979.0625	26360328751.75
10980.392156862747	12029749383.761719	7239261259.09375	19449331732.8125
11176.470588235296	9272320193.460938	3849731262.0	13704213320.21875
11372.549019607844	7174716813.152344	2101709079.0	9624076019.125
11568.627450980393	5846265206.855469	1116373274.4375	6884306523.6875
11764.705882352942	4631164769.966797	564105016.8125	4236794108.15625
11960.784313725491	3589029072.2246094	296261074.171875	3236840284.65625
12156.86274509804	2909638774.986328	242837778.6875	2238488606.90625
12352.94117647059	2301833934.8632812	148551639.6875	1602104782.90625
12549.019607843138	1942696260.5605469	88138899.0625	1088612522.3125
12745.098039215687	1740696298.2011719	100458048.0625	732897505.5625
12941.176470588236	1421147191.1015625	30085915.8125	497931268.90625
13137.254901960785	1232621906.5585938	48176368.40625	282371666.6875
13333.333333333334	950052258.953125	10664317.40625	271167785.1875
13529.411764705883	842143925.2519531	29728619.65625	194887102.15625
13725.490196078432	742685356.4414062	17364256.40625	182112788.53125
13921.56862745098	618788045.0976562	41834930.875	150346883.125
14117.64705882353	526491200.35546875	29677253.34375	37505636.4375
14313.725490196079	486650369.37109375	46714356.40625	90108701.9375
14509.803921568628	446217959.7421875	18374049.3125	153978590.96875
14705.882352941177	388527484.17578125	24326930.25	34108152.96875
14901.960784313726	339471750.4980469	17015576.71875	19436617.875
