[N II] Delta T	T1	T2	T3
-4901.9607843137255	1079429601.9425828	238652852.74706766	118230754.66796662
-4705.882352941177	1199725467.5655198	257604828.01110843	109300202.74860764
-4509.803921568628	1290082910.9340968	264894853.72279385	107372356.88199618
-4313.725490196079	1434659857.110038	273315675.8016188	76402244.19648172
-4117.64705882353	1581710922.3602757	277548477.84581554	108276499.2533427
-3921.5686274509803	1735247157.921183	305147957.27873945	96155660.49264652
-3725.490196078431	2041355487.1750064	374254415.128122	116263828.18696898
-3529.411764705882	2299726959.940735	392047977.8160015	157503853.38503227
-3333.333333333333	2728380882.9101157	468307262.2627094	162555105.6323682
-3137.254901960784	3141880549.5792565	553539528.1627586	139253263.8054178
-2941.176470588235	3850934846.90964	747111742.4589853	169396731.0307412
-2745.098039215686	4545674623.285791	996287803.1014208	233144241.18399495
-2549.0196078431372	5691329166.240672	1379860155.1341743	257360261.1200277
-2352.9411764705883	7086426122.521971	1982635942.59579	346846975.0586853
-2156.862745098039	8698169757.420391	2843706120.2759547	516727577.3886581
-1960.78431372549	10775381304.124187	4354267340.411749	798831679.1267122
-1764.705882352941	13682285748.485975	6371014978.779913	1350129238.175394
-1568.627450980392	16834711541.499382	9734275265.425646	2238815129.6628304
-1372.5490196078429	20712179789.65832	14353664642.719845	3766181866.995817
-1176.4705882352937	25195384876.26679	21376800112.51464	7402097459.468296
-980.3921568627447	30512115811.765118	31244768273.585102	13959985013.373356
-784.3137254901958	36132231625.78309	43129960078.03992	26322991004.714478
-588.2352941176468	41584971819.87275	57752380939.228355	48900037072.54132
-392.1568627450979	46361925473.62615	72320056512.67566	85782925392.19218
-196.07843137254895	49966901018.490555	83574447504.98982	128777517539.42499
0.0	52556473984.35638	88240717702.2269	149311506597.38565
196.0784313725494	51938748159.87766	85264398919.87463	128697182989.47443
392.1568627450988	50032620469.80998	74554346411.12286	83633870429.28867
588.2352941176478	46371435006.855804	60331194003.361595	46203468660.928024
784.3137254901967	41392595324.77749	45301066089.648926	23545619998.789124
980.3921568627457	35603737756.7007	31883050393.81338	11115010502.294186
1176.4705882352946	29735183021.910553	20922109606.43913	5270584754.868063
1372.5490196078435	24627889757.50969	13539300639.950583	2512418539.087823
1568.6274509803925	19884708148.680157	8522336837.266547	1138378924.9892774
1764.7058823529414	16215777922.108854	5336194067.227554	535827814.95488715
1960.7843137254904	12834563162.031128	3087911745.668241	288543832.8205402
2156.8627450980393	10218710612.013294	1866431009.909342	137112780.02021307
2352.9411764705887	8303752574.241777	1085229603.303514	71606800.49371968
2549.019607843138	6528072531.865627	711115888.2244593	36543071.21183631
2745.098039215687	5316377204.16637	518002073.5297229	77899511.23857528
2941.176470588236	4301775866.55904	346467939.4463538	40798336.281032376
3137.254901960785	3530319184.1671395	223435951.50617358	9217420.955473075
3333.333333333334	2853548368.766471	192898918.9914854	51113355.62468809
3529.411764705883	2427004591.7965612	169929942.7800377	5846244.676108694
3725.490196078432	2086904818.2531142	116042649.98268646	7496448.848543545
3921.568627450981	1813198318.902252	107713640.65424302	31811551.304319013
4117.64705882353	1563218240.854728	76714215.92539829	18197004.635049492
4313.725490196079	1316683135.259625	93832234.67244293	7884152.156652148
4509.803921568628	1177336040.2935522	79358853.79009965	7405657.12537864
4705.882352941177	1053548144.4102423	68326924.09479442	10908873.30951827
4901.9607843137255	952444398.023754	74219586.43684718	20892948.043787718
