Y Lower Quartile	Y Upper Quartile	Y Std	X Mean	Y Mean	Y Median	X Center	Count
nan	nan	nan	nan	nan	nan	3.6216678344652173	0
nan	nan	nan	nan	nan	nan	3.660883520739727	0
nan	nan	nan	nan	nan	nan	3.700099207014237	0
nan	nan	nan	nan	nan	nan	3.7393148932887468	0
nan	nan	nan	nan	nan	nan	3.778530579563257	0
-85.06609639146518	-9.478057055357567	37.7940196680538	3.8211569651881234	-47.272076723411374	-47.272076723411374	3.8177462658377666	32768
nan	nan	nan	nan	nan	nan	3.856961952112276	0
nan	nan	nan	nan	nan	nan	3.896177638386786	0
-53.55861286985419	-53.55861286985419	0.0	3.940063028580054	-53.55861286985419	-53.55861286985419	3.9353933246612955	16384
0.2837104599620943	0.2837104599620943	0.0	3.961194621608136	0.2837104599620943	0.2837104599620943	3.9746090109358057	16384
-8.284863006161686	-8.284863006161686	0.0	4.0194730822195845	-8.284863006161686	-8.284863006161686	4.013824697210316	16384
10.832618029246078	10.832618029246078	0.0	4.058911117558337	10.832618029246078	10.832618029246078	4.053040383484825	16384
-32.221750052172865	21.976985410022735	35.44358523134846	4.100632106003504	-3.151654326881271	-7.093110315268859	4.092256069759335	65536
-47.95972360689484	-47.95972360689484	0.0	4.144941813915919	-47.95972360689484	-47.95972360689484	4.131471756033845	16384
5.293590141011009	5.293590141011009	0.0	4.169717256521763	5.293590141011009	5.293590141011009	4.170687442308354	16384
-26.79081693300577	-13.953317968100237	30.88964802295049	4.213184161978153	-20.20853972223849	-16.82375946343018	4.209903128582864	81920
-49.70568881865756	16.28034519493781	33.48389515038593	4.252180833856487	-12.686802811635744	-7.572973603952505	4.249118814857374	131072
-3.062517310074327	5.433134666118349	6.372191637912046	4.2899917140502195	0.430166830712551	3.0250141124906804	4.288334501131884	81920
-10.39699992378155	13.683785130733668	25.32519170969082	4.331807899491734	-6.051952713160467	-3.799883204392245	4.327550187406394	147456
-6.7347123525451025	5.005523914052901	14.054772354240624	4.364015376405545	-0.8873333756268039	-5.929219071733314	4.366765873680904	81920
-4.449645061985393	2.9491166999375764	8.304191600467362	4.395843268341836	-2.5819108378592546	-1.3568374203869098	4.405981559955413	131072
-9.129343615357811	0.18070414909016108	10.876329798211463	4.449003373631631	-6.461728713452885	-3.4012779598324414	4.445197246229924	131072
-2.5178292920054446	3.641846819578859	19.145944530548018	4.48137388758727	-2.829629987866509	0.5033785230407375	4.4844129325044335	147456
-7.952356875544865	8.394863648703904	7.164762864873151	4.523438281276634	-1.9062799430601964	-4.164951541697519	4.523628618778943	114688
-1.2334728176083445	9.820029457798228	7.390952755154106	4.564996004975058	5.12134864349385	8.440744062119848	4.562844305053453	98304
-16.085444164498767	-0.07854574241537193	8.612661433363813	4.598078577089781	-7.010834817142131	-7.025018982319125	4.6020599913279625	163840
-7.978898892322832	1.5637822049739043	3.952367727176529	4.638621560685146	-3.678771439511062	-4.621197631184259	4.641275677602472	49152
-8.933322634773504	14.055897500842548	11.494610067808024	4.685085684979635	2.561287433034522	2.561287433034522	4.680491363876982	32768
-8.072223305660373	6.964960527840958	8.337742296562451	4.717631234962771	0.42579850315511675	0.5943127831860693	4.7197070501514915	98304
-10.539830877560235	12.882079465143761	18.127763504580606	4.762544221211215	0.10125499673570933	1.3923936632745608	4.758922736426001	98304
-1.587396901944885	3.326525541144292	4.996144331439001	4.792974739208132	0.7920717423923114	0.2017634607036598	4.798138422700512	114688
-1.7003135884447147	13.528410730474207	12.445484759209945	4.826514478773372	5.742376227680779	6.0857209143487125	4.837354108975021	65536
-13.03317026844843	1.5278601485374566	16.98819109490928	4.8750855465084335	-1.4296502679908372	-10.075659851920136	4.876569795249531	65536
-1.6276333382370467	7.190184167836378	4.817330024173888	4.911682143804217	2.8792486357492635	2.683302193850068	4.915785481524041	65536
-3.1122468619005303	1.901215662503546	6.244290500867244	4.9528598192542965	0.7026337638521909	-1.9136649632491753	4.955001167798551	65536
nan	nan	nan	nan	nan	nan	4.994216854073061	0
-4.473457047592092	6.9018367726203	6.701238141790695	5.028390628154391	1.59459165499373	1.4940105181613035	5.033432540347571	180224
-2.518981543547852	9.721972035897124	5.606593942867514	5.073463685163744	1.804218850553904	-1.7903339406875602	5.07264822662208	49152
-3.5654780298846163	4.166903145538527	5.310212624941358	5.121257703714826	-0.07390502525201252	2.441609863421945	5.11186391289659	98304
-0.7059889404208661	5.677541511919117	3.2795549546339706	5.155422779301757	2.2307961858434284	2.426854918279787	5.1510795991711	81920
-6.315163377083081	-1.0952104143411816	3.1035960672614284	5.200711143227824	-3.703516961774312	-3.7068568296499507	5.190295285445609	65536
-0.5857623236588552	8.940996652385365	4.76337948802211	5.225740832183425	4.177617164363255	4.177617164363255	5.229510971720119	32768
-1.1465191148145095	-1.1465191148145095	0.0	5.280955244451008	-1.1465191148145095	-1.1465191148145095	5.268726657994629	16384
-8.018273307276104	-3.4164057911912096	2.3009337580424476	5.30560544365908	-5.717339549233657	-5.717339549233657	5.307942344269139	32768
nan	nan	nan	nan	nan	nan	5.347158030543649	0
-6.262399510102114	-0.8818491974743665	2.690275156313873	5.400277421815319	-3.57212435378824	-3.57212435378824	5.3863737168181585	32768
nan	nan	nan	nan	nan	nan	5.425589403092668	0
nan	nan	nan	nan	nan	nan	5.464805089367179	0
nan	nan	nan	nan	nan	nan	5.504020775641688	0
nan	nan	nan	nan	nan	nan	5.543236461916198	0
nan	nan	nan	nan	nan	nan	5.582452148190708	0
