Y Lower Quartile	Y Median	Y Mean	X Center	Count	X Mean	Y Std	Y Upper Quartile
-81.17055918072128	135.29083459483718	178.20766911252304	3.6216678344652173	256	3.628727258400944	312.1952967270534	394.6690628880815
3981.225002647736	3981.225002647736	3981.225002647735	3.660883520739727	64	3.645714657613301	9.094947017729282e-13	3981.225002647736
-272.15856668466495	-88.42407302995844	-70.04797352501923	3.700099207014237	768	3.7056450648616566	469.04824671798036	300.55165707985645
76.56356378331134	318.42042655774503	251.5084261678669	3.7393148932887468	1280	3.7420892180971315	478.41546647276624	544.62690604215
-365.8280594942016	56.97340489025373	48.14571347992574	3.778530579563257	1664	3.7782692243759475	1067.2637644321835	314.96570197795154
-288.9692210241683	17.147901470013196	-6.525584813028835	3.8177462658377666	2688	3.8191165589399585	880.3891840825121	254.53958567793416
-155.9193658558861	85.59683470123855	344.35248679235104	3.856961952112276	2176	3.8560821838826107	862.0004469277757	579.1393788875575
-143.75477807960397	22.09161020768623	258.88957437172934	3.896177638386786	3712	3.8968848112002346	695.8565367731146	415.30224807115155
-45.344900840304945	80.77324326760981	159.2166407792442	3.9353933246612955	3328	3.937412725178099	463.92280252075716	319.71341063048794
-151.56622036858244	79.96610830694544	208.42768374510217	3.9746090109358057	4992	3.975246010037964	583.1100167970427	310.8728049272295
-161.7980858490091	-0.08278098957771363	20.241566676312804	4.013824697210316	6400	4.016199166143554	787.2339458662467	201.25376808309466
-194.2364104101207	39.86986461789729	160.82349676852618	4.053040383484825	8384	4.052345053326461	677.9216953794607	253.10001845737133
-152.0612488419374	34.34783806436735	145.73013061598644	4.092256069759335	8512	4.092119197626629	500.09839731436705	260.32486032234556
-100.40783320981973	18.4030214593422	111.71456634614366	4.131471756033845	10176	4.132201304841559	597.8466157261224	239.27157948429522
-92.82168030374032	5.9767281600707065	77.87443239238783	4.170687442308354	18112	4.173509144340831	381.2098488991124	118.16769662410479
-93.49786462596967	0.058687619192596685	29.312557759341054	4.209903128582864	35520	4.211712108058605	457.13671482837344	96.69567824665592
-76.73963799478065	-4.80386525757649	51.80062392635591	4.249118814857374	54528	4.249947935798056	355.95449160010736	83.5091942247177
-74.07202121708178	5.01504483374265	61.94099752481856	4.288334501131884	64640	4.2889622805585	350.15993705152107	85.47081029295532
-68.21833550753945	-4.10090097474631	34.78373933587918	4.327550187406394	76928	4.327736277729837	321.8569250324415	75.87806382049803
-60.980753388073936	0.026383655836980324	17.429902371550213	4.366765873680904	76992	4.366042102117261	335.5559438899723	71.86342618558865
-55.972851612623344	2.1271624290338877	30.83446883375406	4.405981559955413	86976	4.406190297487273	212.96326518803357	67.46641313439613
-59.69703380325791	-2.6328236422987175	19.486421538588786	4.445197246229924	86336	4.445154145005405	232.51870636902484	56.36843697068525
-52.07867814412475	0.935387971212549	17.493356405340865	4.4844129325044335	86336	4.484433307665388	166.12258264161864	57.052390294406905
-56.17432780137915	-5.292096545888853	15.092288447556271	4.523628618778943	89664	4.523537106199953	246.30411260530724	48.17874353660591
-46.55269463495188	0.8176579897417469	16.218078208345446	4.562844305053453	82624	4.562569848190729	208.29343824299153	49.365021468141094
-46.48672046913725	-1.684568181485247	7.554943546279899	4.6020599913279625	84864	4.601778372474581	176.45656165411748	46.21159796109623
-44.80767356218348	-3.029932872925201	0.4079301152715557	4.641275677602472	83264	4.641023200229467	121.40886391851316	40.21322534727733
-40.8324093514766	1.5181289215574907	4.391537725857119	4.680491363876982	65024	4.679253538270608	127.13615375666146	39.27880540705996
-37.9119073150905	0.31606355121130036	4.193727785400117	4.7197070501514915	55424	4.719860170935189	95.12339416697951	35.15314589244008
-36.63811020319736	-1.095130077669637	1.7336458173220326	4.758922736426001	57728	4.758759123464605	92.05360529856912	35.39637247420433
-33.28980934074934	-1.0704879514050845	-0.31551616994557674	4.798138422700512	67264	4.799060883667983	53.9391418000922	32.34496398836927
-32.9676825325696	0.050105101261578966	-0.4568856456315744	4.837354108975021	65408	4.836412740018348	56.43387605195704	28.77124057545734
-32.39062255259955	-0.33334771523368545	-1.4571786323180425	4.876569795249531	67584	4.877586987967666	48.841216486371984	28.752352627224354
-32.29623990816253	-2.766603489528279	-0.324701998145039	4.915785481524041	77696	4.9154642498857815	60.42583325257034	29.436507032343798
-28.885769166534374	-1.3916868890064507	-3.2033992129819757	4.955001167798551	76736	4.954810553522801	45.85046046980211	25.736432062600215
-28.327670293305346	-0.8470305529081088	-1.0317012254083275	4.994216854073061	67136	4.9943768375696775	40.93664971760594	25.020532872156764
-27.86303759662951	-0.36334070405519014	-1.896895458083361	5.033432540347571	79168	5.034209827761513	37.90431742774575	23.923514556769078
-24.819657667248975	-1.0660881492749468	-0.14409628071947694	5.07264822662208	73344	5.072383780932461	37.91209508491488	23.466310631278247
-25.54899997629127	-2.0365071408737094	-2.1629147467318757	5.11186391289659	65920	5.110597089876681	182.80356414976043	23.486234156202045
-23.85413957765195	-1.616292454282302	-1.7727025160515333	5.1510795991711	63808	5.151050746305445	41.63614406473242	21.731178325897417
-24.574517531586025	-2.0457955641495573	-2.7181641143384674	5.190295285445609	54400	5.189881842080855	36.154405212197055	21.283121802222013
-23.526356602893884	-1.7775686902032248	-1.5371775519472395	5.229510971720119	46080	5.229133704517811	37.50588116106793	22.147790966175307
-22.271079492018544	-1.6404209136635473	-0.8993600430252804	5.268726657994629	36160	5.268106955784286	40.092719819105305	21.231475415663226
-17.260506803744647	3.16613095278899	0.5443841367171147	5.307942344269139	23936	5.306664180808048	43.52184050595067	26.76989101062827
-27.308686242378826	-1.3106008428603673	-4.179054645156802	5.347158030543649	17472	5.347350639675737	43.371367798865364	18.374952996153297
-26.133862725913787	2.354760881485163	-0.5987013473051899	5.3863737168181585	14080	5.3852354945258725	54.47743721734489	28.740179186198475
-27.702940605366166	0.6401049322412291	13.752123762179586	5.425589403092668	11200	5.4239254040379095	208.07361429442327	23.92496723137083
-19.768047690602543	7.1866167083007895	13.84169849091439	5.464805089367179	5440	5.462461006113322	65.96046000552276	31.863528405852776
-25.540334892848477	-5.150867438538626	-9.352649283439618	5.504020775641688	3136	5.502516962960549	65.53682041517501	21.891896064207685
-37.215824606841124	-12.518907027115347	-10.596049101381471	5.543236461916198	704	5.540869323932403	28.57084332253068	19.240325070633844
-5.85783023762724	12.016459763274725	86.97408389530437	5.582452148190708	256	5.577553585739057	158.37793575288012	104.84837389620634
