T([S III])	T1	T2	T3
5098.0392156862745	13606414.150390625	0.0	0.0
5294.117647058823	13578197.5078125	0.0	0.0
5490.196078431372	60036358.27636719	0.0	0.0
5686.274509803921	68380114.97753906	0.0	0.0
5882.35294117647	86506569.99511719	0.0	0.0
6078.431372549019	159589337.2080078	0.0	0.0
6274.509803921568	199008018.9111328	48122271.3125	0.0
6470.588235294118	343022865.8984375	0.0	0.0
6666.666666666667	758706748.7832031	0.0	0.0
6862.745098039216	1516433145.0029297	0.0	0.0
7058.823529411765	3668515697.0615234	0.0	60983374.6875
7254.901960784314	8394000404.678711	211973891.90625	40766408.6875
7450.980392156863	19156821505.254883	368664762.8125	87653960.0625
7647.058823529413	42525647463.825195	3328952392.0	460267680.8125
7843.137254901962	84666863252.86719	26141847748.375	4922907754.0625
8039.2156862745105	153624406996.00098	117538145172.875	41118285174.3125
8235.29411764706	191885411544.39062	241539484497.9375	161908517028.0625
8431.372549019608	112400368007.04688	204571380171.90625	217965774619.9375
8627.450980392157	30601815831.367188	71433756479.03125	141041498271.375
8823.529411764706	5608786686.056641	11168471579.6875	65305854839.25
9019.607843137255	1344136621.3066406	1473572248.25	17135477335.75
9215.686274509804	630487193.2070312	226072356.0	2998746400.8125
9411.764705882353	386705032.06640625	86152933.5625	1170710295.5
9607.843137254902	183961879.8203125	81699142.1875	716901400.4375
9803.921568627451	138549182.046875	215615243.0	671685933.1875
10000.0	68024192.9921875	96263754.4375	623893704.0625
10196.078431372549	45689972.69140625	66082867.75	384096731.125
10392.1568627451	21977807.4140625	32729686.0	36069458.5625
10588.235294117649	25079712.26953125	0.0	308170289.5
10784.313725490198	26618667.27734375	33156818.5	452748270.1875
10980.392156862747	23369109.7265625	0.0	117702473.375
11176.470588235296	2399007.13671875	0.0	267862592.75
11372.549019607844	7131871.125	0.0	205961406.75
11568.627450980393	16158025.53125	0.0	241686576.625
11764.705882352942	0.0	0.0	127199563.0
11960.784313725491	3400498.96875	0.0	0.0
12156.86274509804	0.0	0.0	40420040.9375
12352.94117647059	0.0	0.0	0.0
12549.019607843138	14135188.4375	0.0	147986315.0
12745.098039215687	0.0	0.0	143064778.5
12941.176470588236	0.0	0.0	0.0
13137.254901960785	11830141.5625	0.0	0.0
13333.333333333334	0.0	0.0	0.0
13529.411764705883	0.0	0.0	0.0
13725.490196078432	0.0	0.0	0.0
13921.56862745098	0.0	0.0	0.0
14117.64705882353	5299592.0625	0.0	0.0
14313.725490196079	0.0	0.0	0.0
14509.803921568628	0.0	0.0	0.0
14705.882352941177	0.0	0.0	0.0
14901.960784313726	0.0	0.0	0.0
